"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"365","堕天使","7","技能","1533","オールデス","黒魔法","対象：敵全体　効果：即死
敵全体を即死させる魔法","0","10","0","","23","堕天使","全体死亡","黑魔法","対象：敵全体　効果：即死
使全体敌人即死的魔法"
"365","堕天使","8","技能","965","閃殺","剣技","威力：Ｓ（力）　対象：敵単体　効果：速攻・強化解除
時空そのものを裂き、あらゆる効果を消滅させる奥義","0","0","9","","7","堕天使","闪杀","剑技","威力：Ｓ（力）　対象：敵単体　効果：速攻・強化解除
撕裂时空，消灭一切效果的奥义"
"365","堕天使","9","能力","492","闇ハイブースター","魔法アビリティ","闇属性のダメージが30%アップする","","","","16","3","堕天使","暗高级增强","魔法能力","暗属性伤害提升30%"
"365","堕天使","10","技能","1643","魔天回帰","聖技","威力：Ｓ（器or精）　対象：敵全体　属性：聖　効果：昇天
堕天の波動を炸裂させ、敵全体を滅ぼす奥義","0","15","6","","26","堕天使","魔天回归","圣技","威力：Ｓ（器or精）　対象：敵全体　属性：聖　効果：昇天
炸裂堕天波动，消灭全体敌人的奥义"
"366","ヴァルキリー","2","技能","1051","アンデッドスレイヤー","槍技","威力：Ｃ（力・速）　対象：敵単体　効果：ゾンビ・ゴースト特攻
死から蘇ったモンスターを滅ぼす、聖なる槍技","0","0","4","","10","瓦尔基里","亡灵猎手","枪技","威力：Ｃ（力・速）　対象：敵単体　効果：ゾンビ・ゴースト特攻
消灭从死亡中复苏的魔物，神圣的枪技"
"366","ヴァルキリー","2","技能","1077","フォトンランサー","槍技","威力：Ｂ（力・速）　対象：敵単体　属性：聖
槍から光子を放ち、敵単体を体内から破壊する槍技","0","6","3","","10","瓦尔基里","光子之枪","枪技","威力：Ｂ（力・速）　対象：敵単体　属性：聖
从枪中释放光子，从内部破坏单体敌人的枪技"
"366","ヴァルキリー","3","能力","67","攻撃力20%アップ","戦技アビリティ","攻撃力が20%アップする","","","","5","1","瓦尔基里","攻击力提升20%","战技能力","攻击力提升20%"
"366","ヴァルキリー","3","能力","269","SP20%アップ","職技アビリティ","最大SPが20%アップする","","","","5","2","瓦尔基里","SP提升20%","职技能力","最大SP提升20%"
"366","ヴァルキリー","4","技能","1088","聖槍ガード","槍技","対象：味方全体　効果：防御力アップ
聖なる槍を掲げて守護し、味方全体の防御力をアップさせる","0","0","4","","10","瓦尔基里","圣枪守护","枪技","対象：味方全体　効果：防御力アップ
高举神圣的枪守护，提升我方全体的防御力"
"366","ヴァルキリー","4","技能","1667","エインヘリアル","聖技","対象：味方全体　効果：完全蘇生・バーサク
戦闘不能の味方を暴走状態で復活させる戦乙女の秘技","0","10","3","","26","瓦尔基里","英灵战士","圣技","対象：味方全体　効果：完全蘇生・バーサク
使战斗不能的我方在暴走状态下复活的女武神秘技"
"366","ヴァルキリー","5","能力","134","ゾンビ特攻","戦技アビリティ","ゾンビに対して特攻ダメージを与える","","","","12","1","瓦尔基里","僵尸特攻","战技能力","对僵尸造成特攻伤害"
"366","ヴァルキリー","6","技能","1075","螺旋光槍","槍技","威力：Ｂ（力・速）　対象：敵全体　属性：聖
螺旋を生み出す突きを連続で繰り出し、敵全体を攻撃する槍技","0","8","3","","10","瓦尔基里","螺旋光枪","枪技","威力：Ｂ（力・速）　対象：敵全体　属性：聖
连续施展产生螺旋的突刺，攻击全体敌人"
"366","ヴァルキリー","7","能力","135","ゴースト特攻","戦技アビリティ","ゴーストに対して特攻ダメージを与える","","","","12","1","瓦尔基里","幽灵特攻","战技能力","对幽灵造成特攻伤害"
"366","ヴァルキリー","8","技能","1085","祈りの聖槍","槍技","対象：味方単体　効果：HP中回復
聖なる槍を天に掲げて祈り、味方単体のHPを回復させる","0","0","2","","10","瓦尔基里","祈祷的圣枪","枪技","対象：味方単体　効果：HP中回復
高举神圣的枪向天祈祷，恢复我方单体的HP"
"366","ヴァルキリー","8","技能","1092","ハイチャージ","槍技","対象：使用者　効果：SP中回復
聖槍に気力を込め、SPを70%回復する","0","5","0","","10","瓦尔基里","高级充能","枪技","対象：使用者　効果：SP中回復
将气力注入圣枪，SP恢复70%"
"366","ヴァルキリー","9","技能","1704","魔法剣ホーリー","魔法剣","対象：使用者　効果：物理攻撃聖属性付加
武器に聖なる魔力を宿し、聖属性の攻撃を繰り出す魔法剣","0","6","0","","28","瓦尔基里","魔法剑---圣","魔法剑","対象：使用者　効果：物理攻撃聖属性付加
武器寄宿神圣魔力，释放圣属性攻击的魔法剑"
"366","ヴァルキリー","10","技能","1060","サン・エリアル","槍技","威力：Ａ（力・速）　対象：敵ランダム4回　属性：聖
魔物の集団を滅ぼすために編み出された、戦乙女の槍技","0","8","4","","10","瓦尔基里","圣・天翔","枪技","威力：Ａ（力・速）　対象：敵ランダム4回　属性：聖
为消灭魔物群而创造的，女武神的枪技"
"367","ロードヴァルキュリア","2","技能","1052","レクイエムランス","槍技","威力：Ｂ（力・速）　対象：敵全体　効果：吸血鬼・ゾンビ・ゴースト特攻
不浄を討ち払い、闇の魔物を地獄に送り返す槍技","0","0","6","","10","女武神领主","镇魂之枪","枪技","威力：Ｂ（力・速）　対象：敵全体　効果：吸血鬼・ゾンビ・ゴースト特攻
驱除不洁，将黑暗魔物送回地狱的枪技"
"367","ロードヴァルキュリア","2","技能","1076","滅魔閃煌","槍技","威力：Ａ（力・速）　対象：敵全体　属性：聖
槍から聖なるオーラを照射し、邪悪を焼き尽くす奥義","0","10","4","","10","女武神领主","灭魔闪煌","枪技","威力：Ａ（力・速）　対象：敵全体　属性：聖
从枪中照射出神圣的气场，烧尽邪恶的奥义"
"367","ロードヴァルキュリア","3","能力","68","攻撃力30%アップ","戦技アビリティ","攻撃力が30%アップする","","","","7","1","女武神领主","攻击力提升30%","战技能力","攻击力提升30%"
"367","ロードヴァルキュリア","3","能力","270","SP30%アップ","職技アビリティ","最大SPが30%アップする","","","","7","2","女武神领主","SP提升30%","职技能力","最大SP提升30%"
"367","ロードヴァルキュリア","4","能力","104","全体攻撃","戦技アビリティ","通常攻撃が全体化する","","","","8","1","女武神领主","全体攻击","战技能力","普通攻击变为全体攻击"
"367","ロードヴァルキュリア","4","技能","1087","聖槍チャージ","槍技","対象：味方全体　効果：攻撃力アップ
聖なる槍を掲げて鼓舞し、味方全体の攻撃力をアップさせる","0","0","4","","10","女武神领主","圣枪充能","枪技","対象：味方全体　効果：攻撃力アップ
高举神圣的枪鼓舞，提升我方全体的攻击力"
"367","ロードヴァルキュリア","5","能力","117","亜人特攻","戦技アビリティ","亜人に対して特攻ダメージを与える","","","","12","1","女武神领主","亚人特攻","战技能力","对亚人造成特攻伤害"
"367","ロードヴァルキュリア","6","技能","1063","サン・ミラージュ","槍技","威力：Ｓ（力・速）　対象：敵ランダム8回　属性：聖
徒党を組んだ魔物をまとめて討ち滅ぼす、戦乙女の槍奥義","0","12","5","","10","女武神领主","圣・幻影","枪技","威力：Ｓ（力・速）　対象：敵ランダム8回　属性：聖
消灭结群魔物的，女武神的枪奥义"
"367","ロードヴァルキュリア","7","能力","119","吸血鬼特攻","戦技アビリティ","吸血鬼に対して特攻ダメージを与える","","","","12","1","女武神领主","吸血鬼特攻","战技能力","对吸血鬼造成特攻伤害"
"367","ロードヴァルキュリア","8","技能","1086","奇跡の聖槍","槍技","対象：味方全体　効果：HP中回復
奇跡の槍を天に掲げて祈り、味方全員のHPを回復させる","0","0","4","","10","女武神领主","奇迹的圣枪","枪技","対象：味方全体　効果：HP中回復
高举奇迹的枪向天祈祷，恢复我方全体的HP"
"367","ロードヴァルキュリア","8","技能","1093","エクセルチャージ","槍技","対象：使用者　効果：SP大回復
聖槍に気力を込め、SPを全回復する","0","10","0","","10","女武神领主","破界充能","枪技","対象：使用者　効果：SP大回復
将斗志注入圣枪，SP完全回复"
"367","ロードヴァルキュリア","9","能力","146","聖属性付加","戦技アビリティ","物理攻撃に聖属性を付加する","","","","20","1","女武神领主","圣属性附加","战技能力","物理攻击附加圣属性"
"367","ロードヴァルキュリア","10","技能","1078","ニーベルンヴァレスティ","槍技","威力：Ｓ（力・速）　対象：敵単体　属性：聖
華麗な連続攻撃の後、聖なる槍を敵に投擲する戦乙女の最終奥義","0","10","5","","10","女武神领主","尼伯龙根之裁","枪技","威力：Ｓ（力・速）　対象：敵単体　属性：聖
华丽连续攻击后，投掷神圣之枪的女武神最终奥义"
"368","キューピッド","2","技能","1196","キューピッドアロー","弓技","威力：Ｂ（力・器）　対象：敵単体　効果：誘惑
誘惑の魔力を込めた矢で、敵の心を奪う弓技","0","0","5","","14","丘比特","丘比特之箭","弓技","威力：Ｂ（力・器）　対象：敵単体　効果：誘惑
蕴含诱惑魔力的箭矢，夺取敌人的心神"
"368","キューピッド","3","能力","550","精神力20%アップ","防御アビリティ","精神力が20%アップする","","","","5","4","丘比特","精神力提升20%","防御能力","精神力提升20%"
"368","キューピッド","4","技能","1225","ヒールアロー","弓技","対象：味方単体　効果：HP大回復
癒しの魔力がこもった矢で味方を射抜き、体力を回復させる弓技","0","0","3","","14","丘比特","治愈之箭","弓技","対象：味方単体　効果：HP大回復
蕴含治愈魔力的箭射穿同伴，恢复体力的弓技"
"368","キューピッド","5","能力","307","物理攻撃昇天付加10%","職技アビリティ","物理攻撃に10%の昇天効果が付加する","","","","10","2","丘比特","物理攻击升天附加10%","职技能力","物理攻击附加10%的升天效果"
"368","キューピッド","5","能力","370","物理攻撃誘惑付加10%","職技アビリティ","物理攻撃に10%の誘惑効果が付加する","","","","10","2","丘比特","物理攻击诱惑附加10%","职技能力","物理攻击附加10%的诱惑效果"
"368","キューピッド","5","能力","373","物理攻撃失禁付加10%","職技アビリティ","物理攻撃に10%の失禁効果が付加する","","","","10","2","丘比特","物理攻击失禁附加10%","职技能力","物理攻击附加10%的失禁效果"
"368","キューピッド","6","技能","1469","ホーリーアロー","白魔法","威力：Ｃ（魔or精）　対象：敵単体　属性：聖
聖なる魔力を矢に変えて敵を射貫く魔法","0","15","0","","22","丘比特","神圣之箭","白魔法","威力：Ｃ（魔or精）　対象：敵単体　属性：聖
将神圣魔力化为箭矢贯穿敌人的魔法"
"368","キューピッド","6","技能","1655","パイズリテンプテーション","聖技","威力：Ａ（器or精）　対象：敵単体　属性：快楽・聖　効果：誘惑
柔らかな胸で魅了する淫技","0","8","3","","26","丘比特","乳交诱惑","圣技","威力：Ａ（器or精）　対象：敵単体　属性：快楽・聖　効果：誘惑
用柔软的胸部魅惑的淫技"
"368","キューピッド","7","技能","1463","オールメガヒール","白魔法","対象：味方全体　効果：HP大回復
味方全体の体力を大回復する癒しの魔法","0","15","0","","22","丘比特","全体大治愈","白魔法","対象：味方全体　効果：HP大回復
恢复我方全体的体力的大治愈魔法"
"368","キューピッド","7","技能","1639","イノセントレーザー","聖技","威力：Ｂ（器or精）　対象：敵単体　属性：聖
聖エネルギーを凝縮したレーザーで敵を討つ技","0","6","3","","26","丘比特","无瑕激光","圣技","威力：Ｂ（器or精）　対象：敵単体　属性：聖
用凝聚圣能量的激光讨伐敌人的技能"
"368","キューピッド","8","能力","639","属性ダメージ半減","防御アビリティ","聖と闇以外の属性ダメージを半分にする","","","","20","4","丘比特","属性伤害减半","防御能力","圣与暗以外的属性伤害减半"
"368","キューピッド","8","技能","1482","オールガード","白魔法","対象：味方全体　効果：防御力アップ
味方全体の防御力をアップさせる魔法","0","10","0","","22","丘比特","全体防御","白魔法","対象：味方全体　効果：防御力アップ
提升我方全体防御力的魔法"
"368","キューピッド","9","能力","500","回復ブースター","魔法アビリティ","回復属性の効果が30%アップする","","","","8","3","丘比特","恢复增强","魔法能力","恢复属性效果提升30%"
"368","キューピッド","10","技能","1197","オーラスター","弓技","威力：Ａ（力・器）　対象：敵全体　属性：快楽・雷
愛のオーラで磁場を展開し、電流を伴い撃ち込む弓技","0","0","8","","14","丘比特","灵气之星","弓技","威力：Ａ（力・器）　対象：敵全体　属性：快楽・雷
展开爱的灵气磁场，伴随电流射出的箭技"
"369","淫欲のクピド","2","技能","1218","コズミックダスト","弓技","威力：Ａ（力・器）　対象：敵全体　属性：炎
天空から炎の矢を雨のように降らせる奥義","0","0","8","","14","淫欲的丘比特","宇宙尘埃","弓技","威力：Ａ（力・器）　対象：敵全体　属性：炎
从天空中降下如雨般的炎之箭的奥义"
"369","淫欲のクピド","3","能力","551","精神力30%アップ","防御アビリティ","精神力が30%アップする","","","","7","4","淫欲的丘比特","精神力提升30%","防御能力","精神力提升30%"
"369","淫欲のクピド","3","技能","1483","オールマインド","白魔法","対象：味方全体　効果：精神力アップ
味方全体の精神力をアップさせる魔法","0","10","0","","22","淫欲的丘比特","全体精神","白魔法","対象：味方全体　効果：精神力アップ
提升我方全体精神力的魔法"
"369","淫欲のクピド","4","技能","1226","ミラクルアロー","弓技","対象：味方全体　効果：HP大回復
味方全体に癒しの矢を放ち、体力を回復させる弓技","0","0","6","","14","淫欲的丘比特","奇迹之箭","弓技","対象：味方全体　効果：HP大回復
射出治愈之箭，恢复全体同伴体力的弓技"
"369","淫欲のクピド","4","技能","1467","メガレイズ","白魔法","対象：味方単体　効果：完全蘇生
味方単体を体力全快の状態で蘇生させる魔法","0","20","0","","22","淫欲的丘比特","大复活","白魔法","対象：味方単体　効果：完全蘇生
复活我方单体并完全恢复体力的魔法"
"369","淫欲のクピド","5","能力","308","物理攻撃昇天付加25%","職技アビリティ","物理攻撃に25%の昇天効果が付加する","","","","20","2","淫欲的丘比特","物理攻击升天附加25%","职技能力","物理攻击附加25%的升天效果"
"369","淫欲のクピド","5","能力","371","物理攻撃誘惑付加25%","職技アビリティ","物理攻撃に25%の誘惑効果が付加する","","","","20","2","淫欲的丘比特","物理攻击诱惑附加25%","职技能力","物理攻击附加25%的诱惑效果"
"369","淫欲のクピド","5","能力","374","物理攻撃失禁付加25%","職技アビリティ","物理攻撃に25%の失禁効果が付加する","","","","20","2","淫欲的丘比特","物理攻击失禁附加25%","职技能力","物理攻击附加25%的失禁效果"
"369","淫欲のクピド","6","技能","1657","愛天使の淫欲","聖技","威力：Ｓ（器or精）　対象：敵単体　属性：快楽・聖　効果：拘束
貪るように敵を犯し尽くす淫技","0","12","5","","26","淫欲的丘比特","爱天使的淫欲","圣技","威力：Ｓ（器or精）　対象：敵単体　属性：快楽・聖　効果：拘束
贪婪侵犯敌人的淫技"
"369","淫欲のクピド","7","能力","640","属性ダメージ無効","防御アビリティ","聖と闇以外の属性ダメージを無効化する","","","","30","4","淫欲的丘比特","属性伤害无效","防御能力","圣与暗以外的属性伤害无效"
"369","淫欲のクピド","8","技能","1640","イノセントジャッジ","聖技","威力：Ａ（器or精）　対象：敵全体　属性：聖
聖エネルギーを凝縮し、敵を焼き払う奥義","0","8","3","","26","淫欲的丘比特","无瑕审判","圣技","威力：Ａ（器or精）　対象：敵全体　属性：聖
凝聚圣能量，烧尽敌人的奥义"
"369","淫欲のクピド","9","能力","501","回復ハイブースター","魔法アビリティ","回復属性の効果が50%アップする","","","","16","3","淫欲的丘比特","恢复高级增强","魔法能力","恢复属性效果提升50%"
"369","淫欲のクピド","9","技能","1470","ニルヴァーナ","白魔法","威力：Ａ（魔or精）　対象：敵全体　属性：聖
天から聖なる矢を無数に降り注がせる魔法","0","30","0","","22","淫欲的丘比特","涅槃","白魔法","威力：Ａ（魔or精）　対象：敵全体　属性：聖
从天而降无数神圣箭矢的魔法"
"369","淫欲のクピド","10","技能","1217","ネビュラリフレクト","弓技","威力：Ｓ（力・器）　対象：敵単体
光子を周囲に展開し、光の矢を乱反射させて敵を討つ弓技","0","0","10","","14","淫欲的丘比特","星云反射","弓技","威力：Ｓ（力・器）　対象：敵単体
在周围展开光子，使光之箭乱反射讨伐敌人的弓技"
"370","熾天使","2","技能","9088","アモールレイン","弓技","威力：ＳＳ（力・器）　対象：敵全体　属性：快楽　効果：敏感・誘惑
快楽の雨を降らせるキューピッドの最終弓奥義","0","0","17","","14","炽天使","爱之雨","弓技","威力：ＳＳ（力・器）　対象：敵全体　属性：快楽　効果：敏感・誘惑
降下快乐之雨的丘比特最终弓奥义"
"370","熾天使","3","能力","70","攻撃力50%アップ","戦技アビリティ","攻撃力が50%アップする","","","","15","1","炽天使","攻击力提升50%","战技能力","攻击力提升50%"
"370","熾天使","4","能力","455","魔力50%アップ","魔法アビリティ","魔力が50%アップする","","","","15","3","炽天使","魔力提升50%","魔法能力","魔力提升50%"
"370","熾天使","5","能力","553","精神力50%アップ","防御アビリティ","精神力が50%アップする","","","","15","4","炽天使","精神力提升50%","防御能力","精神力提升50%"
"370","熾天使","6","能力","7802","永劫耐性75%","防御アビリティ","永劫属性のダメージを3/4にする","","","","15","4","炽天使","永劫耐性75%","防御能力","永劫属性的伤害降低至3/4"
"370","熾天使","7","技能","9054","スターダストエンド","槍技","威力：４Ｓ（力・速）　対象：敵単体　属性：銀河
銀河を終わらせるといわれる混沌奥義","0","0","22","","10","炽天使","星尘终结","枪技","威力：４Ｓ（力・速）　対象：敵単体　属性：銀河
据说能终结银河的混沌奥义"
"370","熾天使","8","能力","8543","天使の備え","特殊アビリティ","スキルが剣・槍・弓装備時の威力になる","","","","4","5","炽天使","天使的准备","特殊能力","使用技能时视为装备了装备剑・枪・弓"
"370","熾天使","9","能力","520","「聖技」使用可能","魔法アビリティ","「聖技」が使用可能になる","","","","5","3","炽天使","可以使用「圣技」","魔法能力","可以使用「圣技」"
"370","熾天使","10","能力","309","物理攻撃昇天付加50%","職技アビリティ","物理攻撃に50%の昇天効果が付加する","","","","30","2","炽天使","物理攻击升天附加50%","职技能力","物理攻击附加50%的升天效果"
"370","熾天使","11","能力","7573","聖技防御力無視","魔法アビリティ","聖技で防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","3","炽天使","圣技防御力无视","魔法能力","聖技で防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"370","熾天使","12","能力","584","神代の肉体","防御アビリティ","瀕死時、7000以下の被ダメージを無効化する","","","","40","4","炽天使","神代之躯","防御能力","濒死时，受到的7000以下的伤害无效化"
"370","熾天使","13","能力","7600","聖技攻撃力半分付加","魔法アビリティ","聖技の威力に攻撃力の半分を付加する","","","","10","3","炽天使","圣技附加一半的攻击力","魔法能力","聖技の威力に攻撃力の半分を付加する"
"370","熾天使","14","技能","9013","九重の羅刹","剣技","威力：４Ｓ（力）　対象：敵ランダム9回　属性：修羅・永劫
九連続の剣閃で敵を乱れ斬る、堕天使の必殺奥義","0","0","22","","7","炽天使","九重罗刹斩","剑技","威力：４Ｓ（力）　対象：敵ランダム9回　属性：修羅・永劫
以九连斩的剑闪将敌人乱斩，堕天使的必杀奥义"
"370","熾天使","15","能力","8310","天使チェーン","特殊アビリティ","「聖技」の後に「剣技or槍技or弓技」を発動できる","","","","10","5","炽天使","天使链","特殊能力","「圣技」之后可以发动「剑技or枪技or弓技」"
"370","熾天使","16","能力","490","聖エクスブースター","魔法アビリティ","聖属性のダメージが50%アップする","","","","24","3","炽天使","圣极限增强","魔法能力","圣属性伤害提升50%"
"370","熾天使","17","能力","165","剣エクスブースター","戦技アビリティ","剣装備時、その武器によるダメージが50%アップする","","","","30","1","炽天使","剑极限增强","战技能力","装备剑时，该武器造成的伤害提升50%"
"370","熾天使","17","能力","171","槍エクスブースター","戦技アビリティ","槍装備時、その武器によるダメージが50%アップする","","","","30","1","炽天使","枪极限增强","战技能力","装备枪时，该武器造成的伤害提升50%"
"370","熾天使","18","能力","7803","永劫耐性50%","防御アビリティ","永劫属性のダメージを半分にする","","","","30","4","炽天使","永劫耐性50%","防御能力","永劫属性的伤害减半"
"370","熾天使","19","技能","1647","ヤルダバオト","聖技","威力：ＳＳＳ（力or精）　対象：敵全体　属性：永劫
十字を描いて繰り出され、邪悪を滅ぼす裁きの光","0","40","10","","26","炽天使","亚大伯斯","圣技","威力：ＳＳＳ（力or精）　対象：敵全体　属性：永劫
以十字形施展，消灭邪恶的审判之光"
"370","熾天使","20","能力","7440","永劫ブースター","魔法アビリティ","永劫属性のダメージが15%アップする","","","","10","3","炽天使","永劫增强","魔法能力","永劫属性伤害提升15%"
"370","熾天使","20","能力","9925","熾天使の証","マスターアビリティ","戦技・特殊APの最大値が5上昇
剣技・弓技・聖技ダメージが20%アップ","","","","0","999","炽天使","炽天使的证明","大师能力","战技・特殊AP的最大值增加5
剑技・弓技・圣技伤害增加20%"
"7401","試作ロイド","2","技能","2978","マイクロドリル","造技","威力：Ｅ（力or器）　対象：敵単体
腕に仕込んだ小型ドリルで敵を貫く攻撃技","0","0","1","","60","试作型机器人","微型钻头","造技","威力：Ｅ（力or器）　対象：敵単体
用安装在手臂上的小型钻头贯穿敌人的攻击技"
"7401","試作ロイド","3","能力","66","攻撃力10%アップ","戦技アビリティ","攻撃力が10%アップする","","","","3","1","试作型机器人","攻击力提升10%","战技能力","攻击力提升10%"
"7401","試作ロイド","3","能力","544","防御力10%アップ","防御アビリティ","防御力が10%アップする","","","","3","4","试作型机器人","防御力提升10%","防御能力","防御力提升10%"
"7401","試作ロイド","4","能力","273","素早さ10%アップ","職技アビリティ","素早さが10%アップする","","","","3","2","试作型机器人","敏捷提升10%","职技能力","敏捷提升10%"
"7401","試作ロイド","4","能力","278","器用さ10%アップ","職技アビリティ","器用さが10%アップする","","","","3","2","试作型机器人","灵巧提升10%","职技能力","灵巧提升10%"
"7401","試作ロイド","5","技能","2988","自爆","造技","威力：可変　対象：敵全体
自爆装置を作動させ、周囲を吹き飛ばす","0","0","0","","60","试作型机器人","自爆","造技","威力：可変　対象：敵全体
启动自爆装置，炸飞周围"
"7401","試作ロイド","6","技能","2980","火炎放射","造技","威力：Ｄ（器）　対象：敵全体　属性：炎
体に仕込まれた火炎放射器で敵全体を焼き払う","0","0","3","","60","试作型机器人","火焰喷射","造技","威力：Ｄ（器）　対象：敵全体　属性：炎
用身体上安装的火焰喷射器烧灭全体敌人"
"7401","試作ロイド","7","技能","3019","自己再生","造技","対象：使用者　効果：HP中回復
再生機能により自身のHPが回復する","0","0","2","","60","试作型机器人","自我再生","造技","対象：使用者　効果：HP中回復
再生功能使自身的HP恢复"
"7401","試作ロイド","8","能力","858","「造技」使用可能","特殊アビリティ","「造技」が使用可能になる","","","","5","5","试作型机器人","「造技」可用","特殊能力","「造技」变得可用"
"7401","試作ロイド","9","能力","7737","チタン装甲","防御アビリティ","戦闘開始から2ターン、被ダメージが半分になる","","","","5","4","试作型机器人","钛装甲","防御能力","战斗开始后两回合，受到的伤害减半"
"7401","試作ロイド","10","技能","9652","レーザー","造技","威力：Ｄ（器）　対象：敵単体　属性：雷・水
高出力レーザーを発射する搭載兵器","0","0","3","","60","试作型机器人","激光","造技","威力：Ｄ（器）　対象：敵単体　属性：雷・水
发射高功率激光的搭载武器"
"7402","サイボーグ","2","技能","9654","マシンガンアーム","造技","威力：Ｃ（器）　対象：敵全体
腕に仕込まれた機関銃で掃射する攻撃技","0","0","5","","60","电子人","机枪手臂","造技","威力：Ｃ（器）　対象：敵全体
用安装在手臂上的机关枪进行扫射的攻击技能"
"7402","サイボーグ","3","能力","274","素早さ20%アップ","職技アビリティ","素早さが20%アップする","","","","5","2","电子人","敏捷提升20%","职技能力","敏捷提升20%"
"7402","サイボーグ","4","能力","6962","加速装置","職技アビリティ","戦闘開始から3ターン、素早さと回避率・魔法回避率がアップする","","","","5","2","电子人","加速装置","职技能力","战斗开始后的3回合内，敏捷和回避率・魔法回避率提升"
"7402","サイボーグ","5","技能","9655","レッグキャノン","造技","威力：Ｂ（器）　対象：敵単体
脚部に仕込まれたキャノン砲を発射する攻撃技","0","0","5","","60","电子人","腿部加农炮","造技","威力：Ｂ（器）　対象：敵単体
发射安装在腿部的加农炮的攻击技能"
"7402","サイボーグ","6","技能","3020","完全修復","造技","対象：使用者　効果：HP全回復
再生機能により自身のHPが完全回復する","0","0","4","","60","电子人","完全修复","造技","対象：使用者　効果：HP全回復
再生功能使自身的HP完全恢复"
"7402","サイボーグ","7","能力","228","「銃」装備可能","戦技アビリティ","「銃」が装備可能になる","","","","5","1","电子人","可以装备「铳」","战技能力","变得可以装备「铳」"
"7402","サイボーグ","8","能力","6727","銃技連撃回数1アップ","戦技アビリティ","連撃銃スキルのヒット数が1アップ","","","","3","1","电子人","铳技连击次数增加1","战技能力","铳技连击技能的命中次数增加1"
"7402","サイボーグ","9","能力","208","銃ブースター","戦技アビリティ","銃装備時、その武器によるダメージが15%アップする","","","","10","1","电子人","铳增强","战技能力","装备铳时，该武器造成的伤害提升15%"
"7402","サイボーグ","9","能力","843","造技ブースター","特殊アビリティ","「造技」によるダメージが15%アップする","","","","10","5","电子人","造技增强","特殊能力","「造技」造成的伤害提升15%"
"7402","サイボーグ","10","技能","9658","オーバーアクセル","造技","威力：Ｂ（速）　対象：敵ランダム4回
加速装置により繰り出される超スピードの乱撃","0","0","5","","60","电子人","超加速","造技","威力：Ｂ（速）　対象：敵ランダム4回
通过加速装置进行的超高速乱击"
"7403","ナノアンドロイド","2","技能","9653","ナノレーザー","造技","威力：Ａ（器）　対象：敵全体　属性：雷・ナノ
未知の動力を収束させレーザーとして発射する搭載兵器","0","0","8","","60","纳米仿生人","纳米激光","造技","威力：Ａ（器）　対象：敵全体　属性：雷・ナノ
将未知动力汇聚成激光发射的搭载武器"
"7403","ナノアンドロイド","3","能力","275","素早さ30%アップ","職技アビリティ","素早さが30%アップする","","","","7","2","纳米仿生人","敏捷提升30%","职技能力","敏捷提升30%"
"7403","ナノアンドロイド","4","能力","7740","量子化","防御アビリティ","最初の1ターンのみ、敵からのダメージを受けない","","","","15","4","纳米仿生人","量子化","防御能力","仅第一回合，不受敌人伤害"
"7403","ナノアンドロイド","5","技能","9656","炸裂徹甲ブレストキャノン","造技","威力：Ｓ（器）　対象：敵単体
脚部に仕込まれたキャノン砲を発射する最終兵器","0","0","10","","60","纳米仿生人","炸裂穿甲爆破加农炮","造技","威力：Ｓ（器）　対象：敵単体
发射安装在腿部的加农炮的最终武器"
"7403","ナノアンドロイド","6","技能","2989","ジェノサイドボム","造技","威力：可変　対象：敵全体
体内に仕込まれた核爆弾を作動させる最終奥義","0","0","0","","60","纳米仿生人","种族灭绝炸弹","造技","威力：可変　対象：敵全体
启动体内植入的核弹，最终奥义"
"7403","ナノアンドロイド","7","能力","242","「銃技」使用可能","戦技アビリティ","「銃技」が使用可能になる","","","","5","1","纳米仿生人","「铳技」可以使用","战技能力","可以使用「铳技」"
"7403","ナノアンドロイド","7","能力","8177","造技素早さ半分付加","特殊アビリティ","造技の威力に素早さの半分を付加する","","","","10","5","纳米仿生人","造技附加一半的敏捷","特殊能力","造技の威力に素早さの半分を付加する"
"7403","ナノアンドロイド","8","能力","6728","銃技連撃回数2アップ","戦技アビリティ","連撃銃スキルのヒット数が2アップ","","","","6","1","纳米仿生人","铳技连击次数增加2","战技能力","铳技连击技能的命中次数增加2"
"7403","ナノアンドロイド","9","能力","209","銃ハイブースター","戦技アビリティ","銃装備時、その武器によるダメージが30%アップする","","","","20","1","纳米仿生人","铳高级增强","战技能力","装备铳时，该武器造成的伤害提升30%"
"7403","ナノアンドロイド","9","能力","844","造技ハイブースター","特殊アビリティ","「造技」によるダメージが30%アップする","","","","20","5","纳米仿生人","造技高级增强","特殊能力","「造技」造成的伤害提升30%"
"7403","ナノアンドロイド","10","能力","8492","銃マスタリー","特殊アビリティ","銃の装備効果が上昇する","","","","10","5","纳米仿生人","铳精通","特殊能力","铳的装备效果提升"
