"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"773","テラソーサラー","防具","1076","金币：16200；材料：防具 ID 761「ラストソーサラー」×1；物品 ID 2「高級薬草」×1","金币：16200；材料：防具 ID 761「最后的术士」×1；物品 ID 2「高级药草」×1","大地召唤师"
"773","テラソーサラー","防具","2158","金币：16200；材料：防具 ID 761「ラストソーサラー」×1；物品 ID 844「大淫魔の尻尾」×1","金币：16200；材料：防具 ID 761「最后的术士」×1；物品 ID 844「大淫魔的尾巴」×1","大地召唤师"
"774","天罰神雷のサークレット","防具","1108","金币：17300；材料：防具 ID 755「神罰のサークレット」×1；防具 ID 767「断罪のサークレット」×1；物品 ID 2「高級薬草」×1","金币：17300；材料：防具 ID 755「神罚头环」×1；防具 ID 767「断罪头环」×1；物品 ID 2「高级药草」×1","天罚神雷头环"
"774","天罰神雷のサークレット","防具","2190","金币：17300；材料：防具 ID 755「神罰のサークレット」×1；防具 ID 767「断罪のサークレット」×1；物品 ID 848「永遠の鱗」×1","金币：17300；材料：防具 ID 755「神罚头环」×1；防具 ID 767「断罪头环」×1；物品 ID 848「永恒的鳞片」×1","天罚神雷头环"
"775","闇の法王","防具","1169","金币：20000；材料：防具 ID 757「ダークサークレット」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 757「暗影头环」×1；物品 ID 2「高级药草」×1","暗之教皇"
"775","闇の法王","防具","2251","金币：20000；材料：防具 ID 757「ダークサークレット」×1；物品 ID 856「不滅の黒片」×1","金币：20000；材料：防具 ID 757「暗影头环」×1；物品 ID 856「不灭的黑片」×1","暗之教皇"
"776","ライトディライト","防具","1213","金币：20000；材料：防具 ID 756「ホーリーサークレット」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 756「圣洁头环」×1；物品 ID 2「高级药草」×1","光之光辉"
"776","ライトディライト","防具","2295","金币：20000；材料：防具 ID 756「ホーリーサークレット」×1；物品 ID 864「虹色の羽根」×1","金币：20000；材料：防具 ID 756「圣洁头环」×1；物品 ID 864「彩虹色的羽毛」×1","光之光辉"
"779","サードアイ","防具","1362","金币：28600；材料：防具 ID 763「冥王のサークレット」×1；物品 ID 2「高級薬草」×1","金币：28600；材料：防具 ID 763「冥王头环」×1；物品 ID 2「高级药草」×1","第三只眼"
"779","サードアイ","防具","2429","金币：28600；材料：防具 ID 763「冥王のサークレット」×1；物品 ID 885「熾天使の羽根」×1","金币：28600；材料：防具 ID 763「冥王头环」×1；物品 ID 885「炽天使的羽毛」×1","第三只眼"
"780","上弦の月","防具","1386","金币：28600；材料：防具 ID 256「九尾の烏帽子」×1；物品 ID 2「高級薬草」×1","金币：28600；材料：防具 ID 256「九尾乌帽」×1；物品 ID 2「高级药草」×1","上弦之月"
"780","上弦の月","防具","2471","金币：28600；材料：防具 ID 256「九尾の烏帽子」×1；物品 ID 886「根源の闇」×1","金币：28600；材料：防具 ID 256「九尾乌帽」×1；物品 ID 886「根源的黑暗」×1","上弦之月"
"781","神魔兎々","防具","1406","金币：30000；材料：防具 ID 764「聖魔兎々」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：防具 ID 764「圣魔兔兔」×1；物品 ID 2「高级药草」×1","神魔兔兔"
"781","神魔兎々","防具","2472","金币：30000；材料：防具 ID 764「聖魔兎々」×1；物品 ID 884「魔王核熱結晶」×1","金币：30000；材料：防具 ID 764「圣魔兔兔」×1；物品 ID 884「魔王核热结晶」×1","神魔兔兔"
"782","輪廻のサークレット","防具","1439","金币：32000；材料：防具 ID 777「混沌のサークレット」×1；物品 ID 2「高級薬草」×1","金币：32000；材料：防具 ID 777「混沌头环」×1；物品 ID 2「高级药草」×1","轮回头环"
"782","輪廻のサークレット","防具","2512","金币：32000；材料：防具 ID 777「混沌のサークレット」×1；物品 ID 887「反物質」×1","金币：32000；材料：防具 ID 777「混沌头环」×1；物品 ID 887「反物质」×1","轮回头环"
"785","ティアラオブヘブン","防具","572","金币：5900；材料：防具 ID 267「ティアラオブティアーズ」×1；物品 ID 257「偉大なる花びら」×1","金币：5900；材料：防具 ID 267「泪之冠饰」×1；物品 ID 257「伟大的花瓣」×1","天堂冠饰"
"787","闇蛇のティアラ","防具","582","金币：6400；材料：防具 ID 266「メデューサクラウン」×1；物品 ID 254「強靱なる蛇尾」×1","金币：6400；材料：防具 ID 266「美杜莎王冠」×1；物品 ID 254「坚韧的蛇尾」×1","暗蛇之冠饰"
"789","オーシャンクラウン","防具","593","金币：6700；材料：防具 ID 265「マーメイドクラウン」×1；物品 ID 259「深海の鱗」×1","金币：6700；材料：防具 ID 265「人鱼王冠」×1；物品 ID 259「深海之鳞」×1","海洋皇冠"
"790","熾天使の冠","防具","666","金币：7000；材料：防具 ID 785「ティアラオブヘブン」×1；物品 ID 263「神物の破片」×1","金币：7000；材料：防具 ID 785「天堂冠饰」×1；物品 ID 263「神物碎片」×1","炽天使之冠"
"791","天空のハーピークラウン","防具","667","金币：7000；材料：防具 ID 788「ハーピークラウン」×1；物品 ID 271「天空の羽根」×1","金币：7000；材料：防具 ID 788「哈比皇冠」×1；物品 ID 271「天空之羽」×1","天空哈比皇冠"
"794","アドバンスドギア","防具","762","金币：8000；材料：防具 ID 792「マキナギア」×1；物品 ID 268「無限細胞」×1","金币：8000；材料：防具 ID 792「器械装置」×1；物品 ID 268「无限细胞」×1","高级装置"
"796","ドラグネスクラウン","防具","868","金币：10500；材料：防具 ID 269「ロイヤルクラウン」×1；物品 ID 275「最後の竜牙」×1","金币：10500；材料：防具 ID 269「皇家王冠」×1；物品 ID 275「最终之龙牙」×1","龙女王之冠"
"797","輝光のティアラ","防具","869","金币：10500；材料：防具 ID 785「ティアラオブヘブン」×1；物品 ID 281「最後の結晶」×1","金币：10500；材料：防具 ID 785「天堂冠饰」×1；物品 ID 281「最终之结晶」×1","辉光之冠饰"
"798","淫らなる極みのティアラ","防具","898","金币：12500；材料：防具 ID 784「淫らなティアラ」×1；物品 ID 280「エレメントコア」×1","金币：12500；材料：防具 ID 784「淫荡冠饰」×1；物品 ID 280「元素核心」×1","淫极之冠饰"
"799","熾天使の冠・聖天","防具","910","金币：12500；材料：防具 ID 790「熾天使の冠」×1；物品 ID 287「世界蛇尾」×1","金币：12500；材料：防具 ID 790「炽天使之冠」×1；物品 ID 287「世界蛇尾」×1","炽天使之冠・圣天"
"803","千蛇の女王","防具","982","金币：15500；材料：防具 ID 787「闇蛇のティアラ」×1；物品 ID 2「高級薬草」×1","金币：15500；材料：防具 ID 787「暗蛇之冠饰」×1；物品 ID 2「高级药草」×1","千蛇女王"
"803","千蛇の女王","防具","2064","金币：15500；材料：防具 ID 787「闇蛇のティアラ」×1；物品 ID 828「侵蝕の粘液」×1","金币：15500；材料：防具 ID 787「暗蛇之冠饰」×1；物品 ID 828「侵蚀的粘液」×1","千蛇女王"
"804","天啓のティアラ","防具","1013","金币：17500；材料：防具 ID 795「幸運のティアラ」×1；物品 ID 2「高級薬草」×1","金币：17500；材料：防具 ID 795「幸运之冠饰」×1；物品 ID 2「高级药草」×1","天启之冠饰"
"804","天啓のティアラ","防具","2095","金币：17500；材料：防具 ID 795「幸運のティアラ」×1；物品 ID 834「シャインエキス」×1","金币：17500；材料：防具 ID 795「幸运之冠饰」×1；物品 ID 834「闪耀精华」×1","天启之冠饰"
"805","アトランティス","防具","1077","金币：21000；材料：防具 ID 789「オーシャンクラウン」×1；物品 ID 2「高級薬草」×1","金币：21000；材料：防具 ID 789「海洋皇冠」×1；物品 ID 2「高级药草」×1","亚特兰蒂斯"
"805","アトランティス","防具","2159","金币：21000；材料：防具 ID 789「オーシャンクラウン」×1；物品 ID 844「大淫魔の尻尾」×1","金币：21000；材料：防具 ID 789「海洋皇冠」×1；物品 ID 844「大淫魔的尾巴」×1","亚特兰蒂斯"
"807","フェニックスクラウン","防具","1109","金币：22300；材料：防具 ID 786「灼熱のティアラ」×1；防具 ID 791「天空のハーピークラウン」×1；物品 ID 2「高級薬草」×1","金币：22300；材料：防具 ID 786「灼热之冠饰」×1；防具 ID 791「天空哈比皇冠」×1；物品 ID 2「高级药草」×1","不死鸟之冠"
"807","フェニックスクラウン","防具","2191","金币：22300；材料：防具 ID 786「灼熱のティアラ」×1；防具 ID 791「天空のハーピークラウン」×1；物品 ID 848「永遠の鱗」×1","金币：22300；材料：防具 ID 786「灼热之冠饰」×1；防具 ID 791「天空哈比皇冠」×1；物品 ID 848「永恒的鳞片」×1","不死鸟之冠"
"808","竜姫炎皇の王冠","防具","1143","金币：24500；材料：防具 ID 796「ドラグネスクラウン」×1；物品 ID 2「高級薬草」×1","金币：24500；材料：防具 ID 796「龙女王之冠」×1；物品 ID 2「高级药草」×1","龙姬炎皇的王冠"
"808","竜姫炎皇の王冠","防具","2225","金币：24500；材料：防具 ID 796「ドラグネスクラウン」×1；物品 ID 854「集合意識の甲殻」×1","金币：24500；材料：防具 ID 796「龙女王之冠」×1；物品 ID 854「集合意识的甲壳」×1","龙姬炎皇的王冠"
"809","パンスペルミア","防具","1170","金币：26000；材料：防具 ID 270「ガイアのティアラ」×1；物品 ID 2「高級薬草」×1","金币：26000；材料：防具 ID 270「盖亚之冠饰」×1；物品 ID 2「高级药草」×1","泛种论"
"809","パンスペルミア","防具","2252","金币：26000；材料：防具 ID 270「ガイアのティアラ」×1；物品 ID 857「グランエキス」×1","金币：26000；材料：防具 ID 270「盖亚之冠饰」×1；物品 ID 857「格兰精华」×1","泛种论"
"811","花嫁のヴェール","防具","1214","金币：38000；材料：防具 ID 268「祝福のヴェール」×1；物品 ID 2「高級薬草」×1","金币：38000；材料：防具 ID 268「祝福之面纱」×1；物品 ID 2「高级药草」×1","新娘的面纱"
"811","花嫁のヴェール","防具","2296","金币：38000；材料：防具 ID 268「祝福のヴェール」×1；物品 ID 864「虹色の羽根」×1","金币：38000；材料：防具 ID 268「祝福之面纱」×1；物品 ID 864「彩虹色的羽毛」×1","新娘的面纱"
"812","熾天使の冠・聖天歓喜","防具","1262","金币：40000；材料：防具 ID 799「熾天使の冠・聖天」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：防具 ID 799「炽天使之冠・圣天」×1；物品 ID 2「高级药草」×1","炽天使之冠・圣天欢喜"
"812","熾天使の冠・聖天歓喜","防具","2430","金币：40000；材料：防具 ID 799「熾天使の冠・聖天」×1；物品 ID 875「永劫の羽根」×1","金币：40000；材料：防具 ID 799「炽天使之冠・圣天」×1；物品 ID 875「永劫的羽根」×1","炽天使之冠・圣天欢喜"
"813","ナイトメアティアラ","防具","1269","金币：40000；材料：防具 ID 798「淫らなる極みのティアラ」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：防具 ID 798「淫极之冠饰」×1；物品 ID 2「高级药草」×1","噩梦冠饰"
"813","ナイトメアティアラ","防具","2473","金币：40000；材料：防具 ID 798「淫らなる極みのティアラ」×1；物品 ID 876「虚夢の欠片」×1","金币：40000；材料：防具 ID 798「淫极之冠饰」×1；物品 ID 876「虚梦的碎片」×1","噩梦冠饰"
"814","聖冠・福音二十四ノ明星","防具","1363","金币：45000；材料：防具 ID 801「明星の聖冠」×1；物品 ID 2「高級薬草」×1","金币：45000；材料：防具 ID 801「黎明之星的圣冠」×1；物品 ID 2「高级药草」×1","圣冠・福音二十四之明星"
"814","聖冠・福音二十四ノ明星","防具","2431","金币：45000；材料：防具 ID 801「明星の聖冠」×1；物品 ID 885「熾天使の羽根」×1","金币：45000；材料：防具 ID 801「黎明之星的圣冠」×1；物品 ID 885「炽天使的羽毛」×1","圣冠・福音二十四之明星"
"815","聖母の魔冠","防具","1364","金币：42000；材料：防具 ID 798「淫らなる極みのティアラ」×1；物品 ID 2「高級薬草」×1","金币：42000；材料：防具 ID 798「淫极之冠饰」×1；物品 ID 2「高级药草」×1","圣母的魔冠"
"815","聖母の魔冠","防具","2432","金币：42000；材料：防具 ID 798「淫らなる極みのティアラ」×1；物品 ID 885「熾天使の羽根」×1","金币：42000；材料：防具 ID 798「淫极之冠饰」×1；物品 ID 885「炽天使的羽毛」×1","圣母的魔冠"
"816","聖百合のティアラ","防具","1365","金币：42000；材料：防具 ID 797「輝光のティアラ」×1；物品 ID 2「高級薬草」×1","金币：42000；材料：防具 ID 797「辉光之冠饰」×1；物品 ID 2「高级药草」×1","圣百合之冠饰"
"816","聖百合のティアラ","防具","2433","金币：42000；材料：防具 ID 797「輝光のティアラ」×1；物品 ID 885「熾天使の羽根」×1","金币：42000；材料：防具 ID 797「辉光之冠饰」×1；物品 ID 885「炽天使的羽毛」×1","圣百合之冠饰"
"817","シリコンギア","防具","1366","金币：42000；材料：防具 ID 794「アドバンスドギア」×1；物品 ID 2「高級薬草」×1","金币：42000；材料：防具 ID 794「高级装置」×1；物品 ID 2「高级药草」×1","硅胶装备"
"817","シリコンギア","防具","2434","金币：42000；材料：防具 ID 794「アドバンスドギア」×1；物品 ID 885「熾天使の羽根」×1","金币：42000；材料：防具 ID 794「高级装置」×1；物品 ID 885「炽天使的羽毛」×1","硅胶装备"
"818","アルカディア","防具","1387","金币：41000；材料：防具 ID 813「ナイトメアティアラ」×1；物品 ID 2「高級薬草」×1","金币：41000；材料：防具 ID 813「噩梦冠饰」×1；物品 ID 2「高级药草」×1","阿尔卡迪亚"
"818","アルカディア","防具","2474","金币：41000；材料：防具 ID 813「ナイトメアティアラ」×1；物品 ID 886「根源の闇」×1","金币：41000；材料：防具 ID 813「噩梦冠饰」×1；物品 ID 886「根源的黑暗」×1","阿尔卡迪亚"
"819","ナノクラウンジェル","防具","1388","金币：41000；材料：防具 ID 793「クラウンジェル」×1；物品 ID 2「高級薬草」×1","金币：41000；材料：防具 ID 793「皇冠果冻」×1；物品 ID 2「高级药草」×1","纳米皇冠凝胶"
"819","ナノクラウンジェル","防具","2475","金币：41000；材料：防具 ID 793「クラウンジェル」×1；物品 ID 886「根源の闇」×1","金币：41000；材料：防具 ID 793「皇冠果冻」×1；物品 ID 886「根源的黑暗」×1","纳米皇冠凝胶"
"820","世界樹の冠","防具","1389","金币：41000；材料：防具 ID 802「緑皇の冠」×1；物品 ID 2「高級薬草」×1","金币：41000；材料：防具 ID 802「绿皇之冠」×1；物品 ID 2「高级药草」×1","世界树之冠"
"820","世界樹の冠","防具","2476","金币：41000；材料：防具 ID 802「緑皇の冠」×1；物品 ID 886「根源の闇」×1","金币：41000；材料：防具 ID 802「绿皇之冠」×1；物品 ID 886「根源的黑暗」×1","世界树之冠"
"821","創世開闢女神のティアラ","防具","1396","金币：46000；材料：防具 ID 800「女神のティアラ」×1；防具 ID 806「創世のティアラ」×1；物品 ID 2「高級薬草」×1","金币：46000；材料：防具 ID 800「女神之冠饰」×1；防具 ID 806「创世之冠饰」×1；物品 ID 2「高级药草」×1","创世开辟女神之冠饰"
"821","創世開闢女神のティアラ","防具","2435","金币：46000；材料：防具 ID 800「女神のティアラ」×1；防具 ID 806「創世のティアラ」×1；物品 ID 889「ビッグバンの結晶」×1","金币：46000；材料：防具 ID 800「女神之冠饰」×1；防具 ID 806「创世之冠饰」×1；物品 ID 889「大爆炸的结晶」×1","创世开辟女神之冠饰"
"822","魔神のティアラ","防具","1440","金币：46000；材料：防具 ID 721「邪神の兜」×1；物品 ID 2「高級薬草」×1","金币：46000；材料：防具 ID 721「邪神之盔」×1；物品 ID 2「高级药草」×1","魔神之冠饰"
"822","魔神のティアラ","防具","2513","金币：46000；材料：防具 ID 721「邪神の兜」×1；物品 ID 887「反物質」×1","金币：46000；材料：防具 ID 721「邪神之盔」×1；物品 ID 887「反物质」×1","魔神之冠饰"
"824","世界樹の盾","防具","509","金币：2700；材料：防具 ID 273「木の盾改」×1；物品 ID 252「奇跡の羽根」×1","金币：2700；材料：防具 ID 273「改良木盾」×1；物品 ID 252「奇迹的羽毛」×1","世界树之盾"
"827","ライトレッドプラス","防具","753","金币：4700；材料：防具 ID 826「ライトレッド」×1；物品 ID 269「終蟲の甲殻」×1","金币：4700；材料：防具 ID 826「红光」×1；物品 ID 269「终虫甲壳」×1","红光增强版"
"828","ライトエレメント","防具","870","金币：6000；材料：防具 ID 277「マジカルシールド」×1；物品 ID 280「エレメントコア」×1","金币：6000；材料：防具 ID 277「魔法盾」×1；物品 ID 280「元素核心」×1","元素光"
"829","アークディフレクター","防具","871","金币：6000；材料：防具 ID 276「シャインディフレクター」×1；物品 ID 283「カオスニウム」×1","金币：6000；材料：防具 ID 276「闪光反射盾」×1；物品 ID 283「混沌结晶」×1","弧光反射器"
"830","サイ・フォーム","防具","899","金币：7200；材料：防具 ID 825「サイ・エンパシー」×1；物品 ID 280「エレメントコア」×1","金币：7200；材料：防具 ID 825「心灵共感」×1；物品 ID 280「元素核心」×1","心灵形态"
"831","カッサンドラ","防具","983","金币：9000；材料：防具 ID 827「ライトレッドプラス」×1；物品 ID 2「高級薬草」×1","金币：9000；材料：防具 ID 827「红光增强版」×1；物品 ID 2「高级药草」×1","卡桑德拉"
"831","カッサンドラ","防具","2065","金币：9000；材料：防具 ID 827「ライトレッドプラス」×1；物品 ID 831「魔界樹の花びら」×1","金币：9000；材料：防具 ID 827「红光增强版」×1；物品 ID 831「魔界树的花瓣」×1","卡桑德拉"
"832","ライトエレメント・プラス","防具","1078","金币：12000；材料：防具 ID 828「ライトエレメント」×1；物品 ID 2「高級薬草」×1","金币：12000；材料：防具 ID 828「元素光」×1；物品 ID 2「高级药草」×1","元素光增强版"
"832","ライトエレメント・プラス","防具","2160","金币：12000；材料：防具 ID 828「ライトエレメント」×1；物品 ID 844「大淫魔の尻尾」×1","金币：12000；材料：防具 ID 828「元素光」×1；物品 ID 844「大淫魔的尾巴」×1","元素光增强版"
"834","リフレクター","防具","1171","金币：15000；材料：防具 ID 829「アークディフレクター」×1；物品 ID 2「高級薬草」×1","金币：15000；材料：防具 ID 829「弧光反射器」×1；物品 ID 2「高级药草」×1","反射器"
"834","リフレクター","防具","2253","金币：15000；材料：防具 ID 829「アークディフレクター」×1；物品 ID 857「グランエキス」×1","金币：15000；材料：防具 ID 829「弧光反射器」×1；物品 ID 857「格兰精华」×1","反射器"
"835","マザートーラー","防具","1367","金币：22000；材料：防具 ID 828「ライトエレメント」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：防具 ID 828「元素光」×1；物品 ID 2「高级药草」×1","母亲之塔"
"835","マザートーラー","防具","2436","金币：22000；材料：防具 ID 828「ライトエレメント」×1；物品 ID 885「熾天使の羽根」×1","金币：22000；材料：防具 ID 828「元素光」×1；物品 ID 885「炽天使的羽毛」×1","母亲之塔"
"836","シャーデンフロイデ","防具","1368","金币：22000；材料：防具 ID 824「世界樹の盾」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：防具 ID 824「世界树之盾」×1；物品 ID 2「高级药草」×1","幸灾乐祸"
"836","シャーデンフロイデ","防具","2437","金币：22000；材料：防具 ID 824「世界樹の盾」×1；物品 ID 885「熾天使の羽根」×1","金币：22000；材料：防具 ID 824「世界树之盾」×1；物品 ID 885「炽天使的羽毛」×1","幸灾乐祸"
"837","サイ・フィールド","防具","1390","金币：20000；材料：防具 ID 830「サイ・フォーム」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 830「心灵形态」×1；物品 ID 2「高级药草」×1","心灵领域"
"837","サイ・フィールド","防具","2477","金币：20000；材料：防具 ID 830「サイ・フォーム」×1；物品 ID 886「根源の闇」×1","金币：20000；材料：防具 ID 830「心灵形态」×1；物品 ID 886「根源的黑暗」×1","心灵领域"
"838","ユグドラシルの盾","防具","1391","金币：21000；材料：防具 ID 824「世界樹の盾」×1；物品 ID 2「高級薬草」×1","金币：21000；材料：防具 ID 824「世界树之盾」×1；物品 ID 2「高级药草」×1","世界树之盾"
"838","ユグドラシルの盾","防具","2478","金币：21000；材料：防具 ID 824「世界樹の盾」×1；物品 ID 886「根源の闇」×1","金币：21000；材料：防具 ID 824「世界树之盾」×1；物品 ID 886「根源的黑暗」×1","世界树之盾"
"841","深海水鏡","防具","573","金币：5000；材料：防具 ID 291「水鏡の盾」×1；物品 ID 259「深海の鱗」×1","金币：5000；材料：防具 ID 291「水镜盾」×1；物品 ID 259「深海之鳞」×1","深海水镜"
"844","戦神の盾","防具","668","金币：6300；材料：防具 ID 840「抗う者の盾」×1；物品 ID 263「神物の破片」×1","金币：6300；材料：防具 ID 840「反抗者之盾」×1；物品 ID 263「神物碎片」×1","战神之盾"
"846","ミスリルトリニティ","防具","754","金币：7300；材料：防具 ID 287「ミスリルシールド・エア」×1；防具 ID 288「ミスリルシールド・アース」×1；防具 ID 289「ミスリルシールド・アクア」×1","金币：7300；材料：防具 ID 287「秘银盾・风」×1；防具 ID 288「秘银盾・土」×1；防具 ID 289「秘银盾・水」×1","秘银三重奏"
"847","低出力ビームシールド","防具","763","金币：8500；材料：防具 ID 842「試作型ビームシールド」×1；物品 ID 269「終蟲の甲殻」×1","金币：8500；材料：防具 ID 842「试作型光束盾」×1；物品 ID 269「终虫甲壳」×1","低输出光束盾"
"849","ムーンエナジー","防具","872","金币：9000；材料：防具 ID 848「ムーンシールド」×1；物品 ID 280「エレメントコア」×1","金币：9000；材料：防具 ID 848「月之盾」×1；物品 ID 280「元素核心」×1","月之能量"
"850","ハイイージス","防具","873","金币：9000；材料：防具 ID 292「イージスの盾」×1；物品 ID 285「モルボルの花びら」×1","金币：9000；材料：防具 ID 292「埃癸斯之盾」×1；物品 ID 285「魔界花的花瓣」×1","高级埃癸斯"
"851","ビームシールド","防具","882","金币：10500；材料：防具 ID 847「低出力ビームシールド」×1；物品 ID 279「ネクストコア」×1","金币：10500；材料：防具 ID 847「低输出光束盾」×1；物品 ID 279「次世代核心」×1","光束盾"
"854","ミカガミトリニティ","防具","984","金币：13500；材料：防具 ID 841「深海水鏡」×1；防具 ID 846「ミスリルトリニティ」×1；物品 ID 2「高級薬草」×1","金币：13500；材料：防具 ID 841「深海水镜」×1；防具 ID 846「秘银三重奏」×1；物品 ID 2「高级药草」×1","御影神盾"
"854","ミカガミトリニティ","防具","2066","金币：16500；材料：防具 ID 841「深海水鏡」×1；防具 ID 846「ミスリルトリニティ」×1；物品 ID 828「侵蝕の粘液」×1","金币：16500；材料：防具 ID 841「深海水镜」×1；防具 ID 846「秘银三重奏」×1；物品 ID 828「侵蚀的粘液」×1","御影神盾"
"855","ルーンガード","防具","1045","金币：16500；材料：防具 ID 845「ルーンシールド」×1；物品 ID 2「高級薬草」×1","金币：16500；材料：防具 ID 845「符文盾」×1；物品 ID 2「高级药草」×1","符文守护"
"855","ルーンガード","防具","2127","金币：16500；材料：防具 ID 845「ルーンシールド」×1；物品 ID 837「神々しい角」×1","金币：16500；材料：防具 ID 845「符文盾」×1；物品 ID 837「神圣的角」×1","符文守护"
"858","毘沙門天","防具","1110","金币：20000；材料：防具 ID 844「戦神の盾」×1；物品 ID 2「高級薬草」×1","金币：20000；材料：防具 ID 844「战神之盾」×1；物品 ID 2「高级药草」×1","毗沙门天"
"858","毘沙門天","防具","2192","金币：20000；材料：防具 ID 844「戦神の盾」×1；物品 ID 849「悪夢の胞子」×1","金币：20000；材料：防具 ID 844「战神之盾」×1；物品 ID 849「恶梦的孢子」×1","毗沙门天"
"860","セカンドイージス","防具","1144","金币：21000；材料：防具 ID 850「ハイイージス」×1；物品 ID 2「高級薬草」×1","金币：21000；材料：防具 ID 850「高级埃癸斯」×1；物品 ID 2「高级药草」×1","第二埃癸斯"
"860","セカンドイージス","防具","2226","金币：21000；材料：防具 ID 850「ハイイージス」×1；物品 ID 854「集合意識の甲殻」×1","金币：21000；材料：防具 ID 850「高级埃癸斯」×1；物品 ID 854「集合意识的甲壳」×1","第二埃癸斯"
"861","メガビームシールド","防具","1228","金币：24000；材料：防具 ID 851「ビームシールド」×1；物品 ID 2「高級薬草」×1","金币：24000；材料：防具 ID 851「光束盾」×1；物品 ID 2「高级药草」×1","巨型光束盾"
"861","メガビームシールド","防具","2401","金币：24000；材料：防具 ID 851「ビームシールド」×1；物品 ID 866「オメガコア」×1","金币：24000；材料：防具 ID 851「光束盾」×1；物品 ID 866「欧米伽核心」×1","巨型光束盾"
"864","オーディガス","防具","1369","金币：30000；材料：防具 ID 849「ムーンエナジー」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：防具 ID 849「月之能量」×1；物品 ID 2「高级药草」×1","奥德加斯"
"864","オーディガス","防具","2438","金币：30000；材料：防具 ID 849「ムーンエナジー」×1；物品 ID 885「熾天使の羽根」×1","金币：30000；材料：防具 ID 849「月之能量」×1；物品 ID 885「炽天使的羽毛」×1","奥德加斯"
"865","月天装","防具","1392","金币：30000；材料：防具 ID 849「ムーンエナジー」×1；物品 ID 2「高級薬草」×1","金币：30000；材料：防具 ID 849「月之能量」×1；物品 ID 2「高级药草」×1","月天装"
"865","月天装","防具","2479","金币：30000；材料：防具 ID 849「ムーンエナジー」×1；物品 ID 886「根源の闇」×1","金币：30000；材料：防具 ID 849「月之能量」×1；物品 ID 886「根源的黑暗」×1","月天装"
"866","創世開闢女神の盾","防具","1397","金币：35000；材料：防具 ID 852「女神の盾」×1；防具 ID 857「創世の盾」×1；物品 ID 2「高級薬草」×1","金币：35000；材料：防具 ID 852「女神之盾」×1；防具 ID 857「创世之盾」×1；物品 ID 2「高级药草」×1","创世开辟女神之盾"
"866","創世開闢女神の盾","防具","2439","金币：35000；材料：防具 ID 852「女神の盾」×1；防具 ID 857「創世の盾」×1；物品 ID 889「ビッグバンの結晶」×1","金币：35000；材料：防具 ID 852「女神之盾」×1；防具 ID 857「创世之盾」×1；物品 ID 889「大爆炸的结晶」×1","创世开辟女神之盾"
"867","輪廻の盾","防具","1441","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 2「高级药草」×1","轮回之盾"
"867","輪廻の盾","防具","2514","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 887「反物质」×1","轮回之盾"
"868","永劫の盾","防具","1442","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 2「高级药草」×1","永劫之盾"
"868","永劫の盾","防具","2515","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 887「反物质」×1","永劫之盾"
"869","終焉の盾","防具","1443","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 2「高级药草」×1","终焉之盾"
"869","終焉の盾","防具","2516","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 887「反物质」×1","终焉之盾"
"870","紅星の盾","防具","1444","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 2「高级药草」×1","红星之盾"
"870","紅星の盾","防具","2517","金币：36000；材料：防具 ID 863「混沌の盾」×1；物品 ID 887「反物質」×1","金币：36000；材料：防具 ID 863「混沌之盾」×1；物品 ID 887「反物质」×1","红星之盾"
"875","聖盾スクトゥム","防具","755","金币：8400；材料：防具 ID 324「スクトゥム」×1；物品 ID 262「神々しい花びら」×1","金币：8400；材料：防具 ID 324「斯库托姆」×1；物品 ID 262「神圣花瓣」×1","圣盾斯库托姆"
