"怪物ID","怪物名字","物品类型","物品ID","物品名字","获取方式","中文怪物名字","中文物品名字"
"2339","カオスワイバーン","防具","1494","炎のアミュレット","可偷物品","混沌飞龙","炎之护符"
"2339","カオスワイバーン","物品","386","ローストチキン","可偷食材","混沌飞龙","烤鸡"
"2339","カオスワイバーン","物品","237","真竜の牙","可偷素材","混沌飞龙","真龙的牙齿"
"2340","ニーズヘッグ","物品","94","空の絶秘石","掉落","尼兹海格","空的绝秘石"
"2340","ニーズヘッグ","物品","833","竜王の牙","掉落","尼兹海格","龙王的牙齿"
"2340","ニーズヘッグ","物品","3575","巨技の絶秘石","掉落","尼兹海格","巨技的绝秘石"
"2340","ニーズヘッグ","物品","237","真竜の牙","可偷物品","尼兹海格","真龙的牙齿"
"2340","ニーズヘッグ","防具","1024","巨人の小手","可偷物品","尼兹海格","巨人护手"
"2340","ニーズヘッグ","物品","435","アメ玉","可偷食材","尼兹海格","糖球"
"2340","ニーズヘッグ","物品","237","真竜の牙","可偷素材","尼兹海格","真龙的牙齿"
"2341","堕影拳妖","物品","906","ファイナルドリンク","掉落","堕影拳妖","最终饮料"
"2341","堕影拳妖","物品","844","大淫魔の尻尾","掉落","堕影拳妖","大淫魔的尾巴"
"2341","堕影拳妖","物品","2139","魔法反撃の絶秘石","掉落","堕影拳妖","魔法反击的绝秘石"
"2341","堕影拳妖","物品","8","バーストドリンク","可偷物品","堕影拳妖","爆发饮料"
"2341","堕影拳妖","防具","1083","達人の黒帯","可偷物品","堕影拳妖","达人的黑带"
"2341","堕影拳妖","物品","358","ハンバーガー","可偷食材","堕影拳妖","汉堡"
"2341","堕影拳妖","物品","222","艶めかしい尻尾","可偷素材","堕影拳妖","艳丽的尾巴"
"2341","堕影拳妖","防具","1924","ソニアパンツ","可偷内裤","堕影拳妖","索尼娅的内裤"
"2342","虚影拳魔","物品","902","最終薬草","掉落","虚影拳魔","最终药草"
"2342","虚影拳魔","物品","843","終焉の結晶","掉落","虚影拳魔","终焉的结晶"
"2342","虚影拳魔","物品","2387","格闘の絶秘石","掉落","虚影拳魔","格斗的绝秘石"
"2342","虚影拳魔","物品","3","究極薬草","可偷物品","虚影拳魔","究极药草"
"2342","虚影拳魔","防具","1301","拳の秘伝書","可偷物品","虚影拳魔","拳套之秘传书"
"2342","虚影拳魔","物品","402","ホットドッグ","可偷食材","虚影拳魔","热狗"
"2342","虚影拳魔","物品","236","妖力の結晶","可偷素材","虚影拳魔","妖力的结晶"
"2342","虚影拳魔","防具","1925","フェルナンデスのパンツ","可偷内裤","虚影拳魔","费尔南德斯的内裤"
"2343","メギドサーバント","物品","455","アルティメットサラダ","掉落","米吉多仆从","究极沙拉"
"2343","メギドサーバント","物品","827","深淵の触手","掉落","米吉多仆从","深渊的触手"
"2343","メギドサーバント","物品","2714","御奉仕の絶秘石","掉落","米吉多仆从","侍奉的绝秘石"
"2343","メギドサーバント","物品","3","究極薬草","可偷物品","米吉多仆从","究极药草"
"2343","メギドサーバント","防具","1618","皿の勲章","可偷物品","米吉多仆从","盘之勋章"
"2343","メギドサーバント","物品","393","グラタン","可偷食材","米吉多仆从","奶汁烤菜"
"2343","メギドサーバント","物品","202","巻き付く触手","可偷素材","米吉多仆从","缠绕的触手"
"2344","メギドヴィーヴル","物品","937","カオスクリスタル","掉落","米吉多薇薇尔","混沌水晶"
"2344","メギドヴィーヴル","物品","843","終焉の結晶","掉落","米吉多薇薇尔","终焉的结晶"
"2344","メギドヴィーヴル","物品","3446","魔技の絶秘石","掉落","米吉多薇薇尔","魔技的绝秘石"
"2344","メギドヴィーヴル","物品","5","エルフの霊薬","可偷物品","米吉多薇薇尔","精灵的灵药"
"2344","メギドヴィーヴル","防具","1367","魔技の秘伝書","可偷物品","米吉多薇薇尔","魔技之秘传书"
"2344","メギドヴィーヴル","物品","350","チョココロネ","可偷食材","米吉多薇薇尔","巧克力螺旋面包"
"2344","メギドヴィーヴル","物品","236","妖力の結晶","可偷素材","米吉多薇薇尔","妖力的结晶"
"2351","虚氷の女王","物品","58","フロストアメジスト","掉落","虚冰的女王","霜冻紫水晶"
"2351","虚氷の女王","物品","843","終焉の結晶","掉落","虚冰的女王","终焉的结晶"
"2351","虚氷の女王","防具","1248","氷の極意書","掉落","虚冰的女王","冰之极意书"
"2351","虚氷の女王","物品","5","エルフの霊薬","可偷物品","虚冰的女王","精灵的灵药"
"2351","虚氷の女王","防具","1498","氷のアミュレット","可偷物品","虚冰的女王","冰之护符"
"2351","虚氷の女王","物品","424","アイスクリーム","可偷食材","虚冰的女王","冰淇淋"
"2351","虚氷の女王","物品","236","妖力の結晶","可偷素材","虚冰的女王","妖力的结晶"
"2351","虚氷の女王","防具","1931","ハイネパンツ","可偷内裤","虚冰的女王","海涅内裤"
"2352","虚無の白熊","物品","377","ステーキ","掉落","虚无的白熊","牛排"
"2352","虚無の白熊","物品","845","神獣の爪","掉落","虚无的白熊","神兽的爪"
"2352","虚無の白熊","防具","1487","物理のリング","掉落","虚无的白熊","物理之戒指"
"2352","虚無の白熊","物品","57","凍結蒼氷石","可偷物品","虚无的白熊","冻结苍冰石"
"2352","虚無の白熊","防具","1304","牙の秘伝書","可偷物品","虚无的白熊","牙之秘传书"
"2352","虚無の白熊","物品","416","くまさんチョコ","可偷食材","虚无的白熊","熊熊巧克力"
"2352","虚無の白熊","物品","238","狂獣の爪","可偷素材","虚无的白熊","狂兽的爪子"
"2353","堕天使兵","物品","901","混沌薬草","掉落","堕天使兵","混沌药草"
"2353","堕天使兵","物品","824","黙示の羽根","掉落","堕天使兵","启示的羽毛"
"2353","堕天使兵","防具","1317","杖の極意書","掉落","堕天使兵","杖之极意书"
"2353","堕天使兵","物品","3","究極薬草","可偷物品","堕天使兵","究极药草"
"2353","堕天使兵","物品","77","天空白聖石","可偷物品","堕天使兵","天空白圣石"
"2353","堕天使兵","物品","329","肉","可偷食材","堕天使兵","肉"
"2353","堕天使兵","物品","241","天使の羽根","可偷素材","堕天使兵","天使的羽毛"
"2353","堕天使兵","防具","1933","ギャルのパンツ","可偷内裤","堕天使兵","辣妹的内裤"
"2354","堕天使兵","物品","905","カオスドリンク","掉落","堕天使兵","混沌饮料"
"2354","堕天使兵","物品","824","黙示の羽根","掉落","堕天使兵","启示的羽毛"
"2354","堕天使兵","物品","2977","聖技使用可能の超秘石","掉落","堕天使兵","可以使用圣技的超秘石"
"2354","堕天使兵","物品","8","バーストドリンク","可偷物品","堕天使兵","爆发饮料"
"2354","堕天使兵","物品","77","天空白聖石","可偷物品","堕天使兵","天空白圣石"
"2354","堕天使兵","物品","319","じゃがいも","可偷食材","堕天使兵","土豆"
"2354","堕天使兵","物品","241","天使の羽根","可偷素材","堕天使兵","天使的羽毛"
"2354","堕天使兵","防具","1933","ギャルのパンツ","可偷内裤","堕天使兵","辣妹的内裤"
"2355","堕天使兵","物品","903","カオスの霊薬","掉落","堕天使兵","混沌的灵药"
"2355","堕天使兵","物品","824","黙示の羽根","掉落","堕天使兵","启示的羽毛"
"2355","堕天使兵","物品","3276","回避する者の超秘石","掉落","堕天使兵","回避者的超秘石"
"2355","堕天使兵","物品","77","天空白聖石","可偷物品","堕天使兵","天空白圣石"
"2355","堕天使兵","物品","6","イリアスの霊薬","可偷物品","堕天使兵","伊莉娅丝的灵药"
"2355","堕天使兵","物品","316","タマネギ","可偷食材","堕天使兵","洋葱"
"2355","堕天使兵","物品","241","天使の羽根","可偷素材","堕天使兵","天使的羽毛"
"2355","堕天使兵","防具","1933","ギャルのパンツ","可偷内裤","堕天使兵","辣妹的内裤"
"2356","堕天使兵","物品","22","万能薬","掉落","堕天使兵","万能药"
"2356","堕天使兵","物品","824","黙示の羽根","掉落","堕天使兵","启示的羽毛"
"2356","堕天使兵","物品","3069","精神の超秘石","掉落","堕天使兵","精神的超秘石"
"2356","堕天使兵","物品","22","万能薬","可偷物品","堕天使兵","万能药"
"2356","堕天使兵","物品","77","天空白聖石","可偷物品","堕天使兵","天空白圣石"
"2356","堕天使兵","物品","339","カレー粉","可偷食材","堕天使兵","咖喱粉"
"2356","堕天使兵","物品","241","天使の羽根","可偷素材","堕天使兵","天使的羽毛"
"2356","堕天使兵","防具","1933","ギャルのパンツ","可偷内裤","堕天使兵","辣妹的内裤"
"2357","堕天使兵","物品","78","エンジェルダイヤモンド","掉落","堕天使兵","天使钻石"
"2357","堕天使兵","物品","824","黙示の羽根","掉落","堕天使兵","启示的羽毛"
"2357","堕天使兵","物品","3099","窮地魔法耐性の超秘石","掉落","堕天使兵","绝境魔法耐性的超秘石"
"2357","堕天使兵","物品","77","天空白聖石","可偷物品","堕天使兵","天空白圣石"
"2357","堕天使兵","物品","12","世界樹の葉","可偷物品","堕天使兵","世界树之叶"
"2357","堕天使兵","物品","360","ライス","可偷食材","堕天使兵","米饭"
"2357","堕天使兵","物品","241","天使の羽根","可偷素材","堕天使兵","天使的羽毛"
"2357","堕天使兵","防具","1933","ギャルのパンツ","可偷内裤","堕天使兵","辣妹的内裤"
"2358","フォールントリニティ","物品","62","プラズマトルマリン","掉落","堕落三位一体","等离子电气石"
"2358","フォールントリニティ","物品","824","黙示の羽根","掉落","堕落三位一体","启示的羽毛"
"2358","フォールントリニティ","防具","1329","竪琴の極意書","掉落","堕落三位一体","竖琴之极意书"
"2358","フォールントリニティ","物品","6","イリアスの霊薬","可偷物品","堕落三位一体","伊莉娅丝的灵药"
"2358","フォールントリニティ","防具","1406","歌奥義書","可偷物品","堕落三位一体","歌奥义书"
"2358","フォールントリニティ","物品","424","アイスクリーム","可偷食材","堕落三位一体","冰淇淋"
"2358","フォールントリニティ","物品","241","天使の羽根","可偷素材","堕落三位一体","天使的羽毛"
"2358","フォールントリニティ","防具","1934","ターサのパンツ","可偷内裤","堕落三位一体","塔莎的内裤"
"2359","フォールントリニティ","物品","58","フロストアメジスト","掉落","堕落三位一体","霜冻紫水晶"
"2359","フォールントリニティ","物品","824","黙示の羽根","掉落","堕落三位一体","启示的羽毛"
"2359","フォールントリニティ","物品","4213","イオン強化の超秘石","掉落","堕落三位一体","离子强化的超秘石"
"2359","フォールントリニティ","物品","77","天空白聖石","可偷物品","堕落三位一体","天空白圣石"
"2359","フォールントリニティ","物品","9","エリクサー","可偷物品","堕落三位一体","圣灵药"
"2359","フォールントリニティ","物品","424","アイスクリーム","可偷食材","堕落三位一体","冰淇淋"
"2359","フォールントリニティ","物品","241","天使の羽根","可偷素材","堕落三位一体","天使的羽毛"
"2359","フォールントリニティ","防具","1934","ターサのパンツ","可偷内裤","堕落三位一体","塔莎的内裤"
"2360","フォールントリニティ","物品","54","サラマンダールビー","掉落","堕落三位一体","萨拉曼达红宝石"
"2360","フォールントリニティ","物品","824","黙示の羽根","掉落","堕落三位一体","启示的羽毛"
"2360","フォールントリニティ","物品","2740","歌う使用可能の超秘石","掉落","堕落三位一体","可以使用唱歌的超秘石"
"2360","フォールントリニティ","物品","3","究極薬草","可偷物品","堕落三位一体","究极药草"
"2360","フォールントリニティ","防具","1268","音波の秘伝書","可偷物品","堕落三位一体","音波之秘传书"
"2360","フォールントリニティ","物品","424","アイスクリーム","可偷食材","堕落三位一体","冰淇淋"
"2360","フォールントリニティ","物品","241","天使の羽根","可偷素材","堕落三位一体","天使的羽毛"
"2360","フォールントリニティ","防具","1934","ターサのパンツ","可偷内裤","堕落三位一体","塔莎的内裤"
"2361","フォールンウラヌス","物品","905","カオスドリンク","掉落","堕落乌拉诺斯","混沌饮料"
"2361","フォールンウラヌス","物品","824","黙示の羽根","掉落","堕落乌拉诺斯","启示的羽毛"
"2361","フォールンウラヌス","防具","4551","テラの秘伝書","掉落","堕落乌拉诺斯","大地之秘传书"
"2361","フォールンウラヌス","物品","3","究極薬草","可偷物品","堕落乌拉诺斯","究极药草"
"2361","フォールンウラヌス","物品","24","命の木の実","可偷物品","堕落乌拉诺斯","生命之果"
"2361","フォールンウラヌス","物品","348","メロンパン","可偷食材","堕落乌拉诺斯","蜜瓜包"
"2361","フォールンウラヌス","物品","241","天使の羽根","可偷素材","堕落乌拉诺斯","天使的羽毛"
"2362","フォールンエリシエル","物品","457","妖精のパフェ","掉落","堕落伊利西艾尔","妖精的芭菲"
"2362","フォールンエリシエル","物品","824","黙示の羽根","掉落","堕落伊利西艾尔","启示的羽毛"
"2362","フォールンエリシエル","物品","3629","風に親しむ者の超秘石","掉落","堕落伊利西艾尔","风之亲和者的超秘石"
"2362","フォールンエリシエル","物品","22","万能薬","可偷物品","堕落伊利西艾尔","万能药"
"2362","フォールンエリシエル","防具","1409","花粉奥義書","可偷物品","堕落伊利西艾尔","花粉奥义书"
"2362","フォールンエリシエル","物品","301","りんご","可偷食材","堕落伊利西艾尔","苹果"
"2362","フォールンエリシエル","物品","240","イデア細胞","可偷素材","堕落伊利西艾尔","伊迪亚细胞"
"2363","フォールンキューピッド","物品","457","妖精のパフェ","掉落","堕落丘比特","妖精的芭菲"
"2363","フォールンキューピッド","物品","824","黙示の羽根","掉落","堕落丘比特","启示的羽毛"
"2363","フォールンキューピッド","物品","2639","誘惑付加の超秘石","掉落","堕落丘比特","诱惑附加的超秘石"
"2363","フォールンキューピッド","物品","6","イリアスの霊薬","可偷物品","堕落丘比特","伊莉娅丝的灵药"
"2363","フォールンキューピッド","防具","1636","狩人の悟り","可偷物品","堕落丘比特","猎人的领悟"
"2363","フォールンキューピッド","物品","425","パフェ","可偷食材","堕落丘比特","芭菲"
"2363","フォールンキューピッド","物品","252","奇跡の羽根","可偷素材","堕落丘比特","奇迹的羽毛"
"2363","フォールンキューピッド","防具","1954","死神のパンツ","可偷内裤","堕落丘比特","死神的内裤"
"2364","フォールンヴァルキリー","物品","905","カオスドリンク","掉落","堕落瓦尔基里","混沌饮料"
"2364","フォールンヴァルキリー","物品","824","黙示の羽根","掉落","堕落瓦尔基里","启示的羽毛"
"2364","フォールンヴァルキリー","防具","1293","槍の極意書","掉落","堕落瓦尔基里","枪之极意书"
"2364","フォールンヴァルキリー","物品","8","バーストドリンク","可偷物品","堕落瓦尔基里","爆发饮料"
"2364","フォールンヴァルキリー","防具","1632","竜騎士の悟り","可偷物品","堕落瓦尔基里","龙骑士的领悟"
"2364","フォールンヴァルキリー","物品","378","すきやき","可偷食材","堕落瓦尔基里","寿喜烧"
"2364","フォールンヴァルキリー","物品","252","奇跡の羽根","可偷素材","堕落瓦尔基里","奇迹的羽毛"
"2364","フォールンヴァルキリー","防具","1955","ミカエラのパンツ","可偷内裤","堕落瓦尔基里","米迦艾拉的内裤"
"2366","ヘリエルオリジン","物品","78","エンジェルダイヤモンド","掉落","海莉艾尔起源","天使钻石"
"2366","ヘリエルオリジン","物品","878","カオスマター","掉落","海莉艾尔起源","混沌物质"
"2366","ヘリエルオリジン","武器","4628","ナノアセンブラ","掉落","海莉艾尔起源","纳米装配器"
"2366","ヘリエルオリジン","物品","6","イリアスの霊薬","可偷物品","海莉艾尔起源","伊莉娅丝的灵药"
"2366","ヘリエルオリジン","防具","1063","秘宝のかんざし","可偷物品","海莉艾尔起源","秘宝发簪"
"2366","ヘリエルオリジン","物品","376","ハンバーグ","可偷食材","海莉艾尔起源","汉堡肉"
"2366","ヘリエルオリジン","物品","77","天空白聖石","可偷素材","海莉艾尔起源","天空白圣石"
"2367","アルシエルオリジン","物品","94","空の絶秘石","掉落","艾尔西艾尔起源","空的绝秘石"
"2367","アルシエルオリジン","物品","878","カオスマター","掉落","艾尔西艾尔起源","混沌物质"
"2367","アルシエルオリジン","武器","4648","ミドガルズオルム","掉落","艾尔西艾尔起源","尘世巨蟒"
"2367","アルシエルオリジン","物品","9","エリクサー","可偷物品","艾尔西艾尔起源","圣灵药"
"2367","アルシエルオリジン","防具","1272","バイオの極意書","可偷物品","艾尔西艾尔起源","生化之极意书"
"2367","アルシエルオリジン","物品","355","エッグベーグルサンド","可偷食材","艾尔西艾尔起源","鸡蛋贝果三明治"
"2367","アルシエルオリジン","物品","247","覇竜の牙","可偷素材","艾尔西艾尔起源","霸龙的牙齿"
"2368","第五法則・堕天","物品","928","禁職の種","掉落","第五法则・堕天","禁职之种"
"2368","第五法則・堕天","物品","887","反物質","掉落","第五法则・堕天","反物质"
"2368","第五法則・堕天","防具","4568","永劫の神書","掉落","第五法则・堕天","永劫之神书"
"2368","第五法則・堕天","防具","1938","ヴィヌムのパンツ","可偷内裤","第五法则・堕天","薇诺姆的内裤"
"2369","第五法則・入滅","物品","929","禁種の種","掉落","第五法则・入灭","禁种之种"
"2369","第五法則・入滅","物品","887","反物質","掉落","第五法则・入灭","反物质"
"2369","第五法則・入滅","防具","4575","終焉の神書","掉落","第五法则・入灭","终焉之神书"
"2369","第五法則・入滅","防具","1938","ヴィヌムのパンツ","可偷内裤","第五法则・入灭","薇诺姆的内裤"
"2370","第五法則","物品","927","禁忌の種","掉落","第五法则","禁忌之种"
"2370","第五法則","物品","887","反物質","掉落","第五法则","反物质"
"2370","第五法則","防具","4505","銀河の神書","掉落","第五法则","银河之神书"
"2370","第五法則","防具","1938","ヴィヌムのパンツ","可偷内裤","第五法则","薇诺姆的内裤"
"2373","メギドビースト","物品","902","最終薬草","掉落","米吉多兽","最终药草"
"2373","メギドビースト","物品","860","Q極細胞","掉落","米吉多兽","Q极细胞"
"2373","メギドビースト","物品","2443","会心を繰り出す者の絶秘石","掉落","米吉多兽","会心一击者的绝秘石"
"2373","メギドビースト","物品","3","究極薬草","可偷物品","米吉多兽","究极药草"
"2373","メギドビースト","防具","1127","重バリア発生装置","可偷物品","米吉多兽","重屏障发生装置"
"2373","メギドビースト","物品","329","肉","可偷食材","米吉多兽","肉"
"2373","メギドビースト","物品","225","イリス細胞","可偷素材","米吉多兽","伊莉丝细胞"
"2374","XXS-2","物品","906","ファイナルドリンク","掉落","XXS-2","最终饮料"
"2374","XXS-2","物品","860","Q極細胞","掉落","XXS-2","Q极细胞"
"2374","XXS-2","物品","3496","造技の絶秘石","掉落","XXS-2","造技的绝秘石"
"2374","XXS-2","物品","3","究極薬草","可偷物品","XXS-2","究极药草"
"2374","XXS-2","防具","225","流星の魔兜","可偷物品","XXS-2","流星制魔头盔"
"2374","XXS-2","物品","414","チョコレート","可偷食材","XXS-2","巧克力"
"2374","XXS-2","物品","225","イリス細胞","可偷素材","XXS-2","伊莉丝细胞"
"2375","XXA-3","物品","933","カオスエメラルド","掉落","XXA-3","混沌翡翠"
"2375","XXA-3","物品","860","Q極細胞","掉落","XXA-3","Q极细胞"
"2375","XXA-3","物品","2895","聖強化の絶秘石","掉落","XXA-3","圣强化的绝秘石"
"2375","XXA-3","物品","76","白聖石","可偷物品","XXA-3","白圣石"
"2375","XXA-3","防具","1416","昇天の印","可偷物品","XXA-3","升天之印"
"2375","XXA-3","物品","317","にんにく","可偷食材","XXA-3","大蒜"
"2375","XXA-3","物品","225","イリス細胞","可偷素材","XXA-3","伊莉丝细胞"
"2376","XXAD-5","物品","936","カオスダイヤモンド","掉落","XXAD-5","混沌钻石"
"2376","XXAD-5","物品","860","Q極細胞","掉落","XXAD-5","Q极细胞"
"2376","XXAD-5","物品","3180","聖無効の絶秘石","掉落","XXAD-5","圣无效的绝秘石"
"2376","XXAD-5","物品","80","黒闇石","可偷物品","XXAD-5","黑暗石"
"2376","XXAD-5","防具","1413","即死の印","可偷物品","XXAD-5","即死之印"
"2376","XXAD-5","物品","338","小麦粉","可偷食材","XXAD-5","面粉"
"2376","XXAD-5","物品","225","イリス細胞","可偷素材","XXAD-5","伊莉丝细胞"
"2377","XXQ-5","物品","935","カオスサファイア","掉落","XXQ-5","混沌蓝宝石"
"2377","XXQ-5","物品","860","Q極細胞","掉落","XXQ-5","Q极细胞"
"2377","XXQ-5","物品","3174","水無効の絶秘石","掉落","XXQ-5","水无效的绝秘石"
"2377","XXQ-5","物品","3","究極薬草","可偷物品","XXQ-5","究极药草"
"2377","XXQ-5","防具","1131","ガードビット","可偷物品","XXQ-5","防御比特"
"2377","XXQ-5","物品","316","タマネギ","可偷食材","XXQ-5","洋葱"
"2377","XXQ-5","物品","225","イリス細胞","可偷素材","XXQ-5","伊莉丝细胞"
"2378","コラプスフェルナンデス","物品","921","力の神種","掉落","崩溃费尔南德斯","力量的神种"
"2378","コラプスフェルナンデス","物品","821","神の涙石","掉落","崩溃费尔南德斯","神的泪石"
"2378","コラプスフェルナンデス","物品","2115","力の極秘石","掉落","崩溃费尔南德斯","力量的极秘石"
"2378","コラプスフェルナンデス","防具","1948","","可偷内裤","崩溃费尔南德斯",""
"2379","コラプスタイタニア","物品","923","魔力の神種","掉落","崩溃缇坦妮雅","魔力的神种"
"2379","コラプスタイタニア","物品","822","神様のどんぐり","掉落","崩溃缇坦妮雅","神大人的橡果"
"2379","コラプスタイタニア","物品","2847","魔力の極秘石","掉落","崩溃缇坦妮雅","魔力的极秘石"
"2379","コラプスタイタニア","防具","1949","","可偷内裤","崩溃缇坦妮雅",""
"2380","コラプスロザ","物品","924","精神の神種","掉落","崩溃罗莎","精神的神种"
"2380","コラプスロザ","物品","848","永遠の鱗","掉落","崩溃罗莎","永恒的鳞片"
"2380","コラプスロザ","物品","3071","精神の極秘石","掉落","崩溃罗莎","精神的极秘石"
"2381","コラプスアリア","物品","922","守りの神種","掉落","崩溃阿莉亚","守护的神种"
"2381","コラプスアリア","物品","838","魔王の蛇尾","掉落","崩溃阿莉亚","魔王的蛇尾"
"2381","コラプスアリア","物品","3061","守りの極秘石","掉落","崩溃阿莉亚","守护的极秘石"
"2382","コラプスリフレツィア","物品","925","素早さの神種","掉落","崩溃莉芙蕾琪亚","敏捷的神种"
"2382","コラプスリフレツィア","物品","864","虹色の羽根","掉落","崩溃莉芙蕾琪亚","彩虹色的羽毛"
"2382","コラプスリフレツィア","物品","2503","素早さの極秘石","掉落","崩溃莉芙蕾琪亚","敏捷的极秘石"
"2383","コラプスゼノビア","物品","926","器用さの神種","掉落","崩坏芝诺比娅","灵巧的神种"
"2383","コラプスゼノビア","物品","827","深淵の触手","掉落","崩坏芝诺比娅","深渊的触手"
"2383","コラプスゼノビア","物品","2513","器用さの極秘石","掉落","崩坏芝诺比娅","灵巧的极秘石"
"2385","淫魔女王の虚像","物品","933","カオスエメラルド","掉落","淫魔女王的虚影","混沌翡翠"
"2385","淫魔女王の虚像","物品","886","根源の闇","掉落","淫魔女王的虚影","根源的黑暗"
"2385","淫魔女王の虚像","防具","4042","究極の首飾り","掉落","淫魔女王的虚影","究极项链"
"2385","淫魔女王の虚像","防具","1863","ハコイリパンツ","可偷内裤","淫魔女王的虚影","箱中千金的内裤"
"2396","嫉妬の残影","物品","112","賢者の石","掉落","嫉妒的残影","贤者之石"
"2396","嫉妬の残影","物品","857","グランエキス","掉落","嫉妒的残影","格兰精华"
"2396","嫉妬の残影","武器","4575","七つの大罪・嫉妬","掉落","嫉妒的残影","七宗罪・嫉妒"
"2501","カオスガルーダ","物品","925","素早さの神種","掉落","混沌迦楼罗","敏捷的神种"
"2501","カオスガルーダ","物品","864","虹色の羽根","掉落","混沌迦楼罗","彩虹色的羽毛"
"2501","カオスガルーダ","物品","4302","ハドロン耐性の極秘石","掉落","混沌迦楼罗","强子耐性的极秘石"
"2502","カオスローチ","物品","395","お好み焼き","掉落","混沌蟑螂","御好烧"
"2502","カオスローチ","物品","854","集合意識の甲殻","掉落","混沌蟑螂","集合意识的甲壳"
"2502","カオスローチ","物品","2134","反撃の絶秘石","掉落","混沌蟑螂","反击的绝秘石"
"2502","カオスローチ","物品","3","究極薬草","可偷物品","混沌蟑螂","究极药草"
"2502","カオスローチ","防具","1229","虫破りの呪符","可偷物品","混沌蟑螂","虫破咒符"
"2502","カオスローチ","物品","387","てんぷら","可偷食材","混沌蟑螂","天妇罗"
"2502","カオスローチ","物品","231","魔虫の甲殻","可偷素材","混沌蟑螂","魔虫的甲壳"
"2502","カオスローチ","防具","1902","アマゾネスエルフのパンツ","可偷内裤","混沌蟑螂","亚马逊精灵的内裤"
"2503","コラプスローチ","物品","905","カオスドリンク","掉落","崩坏蟑螂","混沌饮料"
"2503","コラプスローチ","物品","854","集合意識の甲殻","掉落","崩坏蟑螂","集合意识的甲壳"
"2503","コラプスローチ","物品","3080","回避の絶秘石","掉落","崩坏蟑螂","回避的绝秘石"
"2503","コラプスローチ","物品","8","バーストドリンク","可偷物品","崩坏蟑螂","爆发饮料"
"2503","コラプスローチ","防具","1039","エルメスの腕輪","可偷物品","崩坏蟑螂","赫尔墨斯手镯"
"2503","コラプスローチ","物品","379","コロッケ","可偷食材","崩坏蟑螂","可乐饼"
"2503","コラプスローチ","物品","231","魔虫の甲殻","可偷素材","崩坏蟑螂","魔虫的甲壳"
"2503","コラプスローチ","防具","1903","ジャイアントパンツ","可偷内裤","崩坏蟑螂","巨型内裤"
"2504","クィーンローチ","物品","460","しあわせミルク","掉落","萝切尔女王","幸福牛奶"
"2504","クィーンローチ","防具","4510","修羅の極意書","掉落","萝切尔女王","修罗之极意书"
"2504","クィーンローチ","物品","2302","物理強化の絶秘石","掉落","萝切尔女王","物理强化的绝秘石"
"2507","メギドポット","物品","928","禁職の種","掉落","米吉多之壶","禁职之种"
"2507","メギドポット","物品","828","侵蝕の粘液","掉落","米吉多之壶","侵蚀的粘液"
"2507","メギドポット","物品","900","大きなメダル","掉落","米吉多之壶","大奖章"
"2507","メギドポット","物品","9","エリクサー","可偷物品","米吉多之壶","圣灵药"
"2507","メギドポット","物品","32","小さなメダル","可偷物品","米吉多之壶","小奖章"
"2507","メギドポット","物品","415","ホワイトハートチョコ","可偷食材","米吉多之壶","白心巧克力"
"2507","メギドポット","物品","218","ぐにゅぐにゅゼリー","可偷素材","米吉多之壶","咕啾咕啾的果冻"
"2508","豆虚狸","物品","368","お寿司","掉落","豆虚狸","寿司"
"2508","豆虚狸","物品","826","白面のしっぽ","掉落","豆虚狸","白面的尾巴"
"2508","豆虚狸","物品","2736","商技使用可能の超秘石","掉落","豆虚狸","可以使用商技的超秘石"
"2508","豆虚狸","物品","18","打出の小槌","可偷物品","豆虚狸","打出的小槌"
"2508","豆虚狸","防具","1571","ミニマムガード","可偷物品","豆虚狸","缩小防护"
"2508","豆虚狸","物品","404","たいやき","可偷食材","豆虚狸","鲷鱼烧"
"2508","豆虚狸","物品","69","土流橙土石","可偷素材","豆虚狸","土流橙土石"
"2508","豆虚狸","防具","1919","氷の魔女のパンツ","可偷内裤","豆虚狸","冰之魔女的内裤"
"2509","上虚狸","物品","903","カオスの霊薬","掉落","上虚狸","混沌的灵药"
"2509","上虚狸","物品","826","白面のしっぽ","掉落","上虚狸","白面的尾巴"
"2509","上虚狸","防具","4552","テラの極意書","掉落","上虚狸","大地之极意书"
"2509","上虚狸","物品","18","打出の小槌","可偷物品","上虚狸","打出的小槌"
"2509","上虚狸","防具","1571","ミニマムガード","可偷物品","上虚狸","缩小防护"
"2509","上虚狸","物品","404","たいやき","可偷食材","上虚狸","鲷鱼烧"
"2509","上虚狸","物品","69","土流橙土石","可偷素材","上虚狸","土流橙土石"
"2509","上虚狸","防具","1919","氷の魔女のパンツ","可偷内裤","上虚狸","冰之魔女的内裤"
"2510","忍虚狸","物品","905","カオスドリンク","掉落","忍虚狸","混沌饮料"
"2510","忍虚狸","物品","826","白面のしっぽ","掉落","忍虚狸","白面的尾巴"
"2510","忍虚狸","物品","2654","忍術の絶秘石","掉落","忍虚狸","忍术的绝秘石"
"2510","忍虚狸","物品","18","打出の小槌","可偷物品","忍虚狸","打出的小槌"
"2510","忍虚狸","防具","1571","ミニマムガード","可偷物品","忍虚狸","缩小防护"
"2510","忍虚狸","物品","404","たいやき","可偷食材","忍虚狸","鲷鱼烧"
"2510","忍虚狸","物品","69","土流橙土石","可偷素材","忍虚狸","土流橙土石"
