"来源ID","日本名称","学习等级","学习类型","学习对象ID","日本技能/能力名称","日本所属","日本说明","HP消耗","MP消耗","SP消耗（内部TP）","所需AP（记忆容量）","技能类型ID","中文名称","中文技能/能力名称","中文所属","中文说明"
"7044","究極魔芸師","3","能力","6358","クリティカルシックル","戦技アビリティ","鎌技で沈黙・混乱・睡眠状態の敵への特攻ダメージが大幅アップ","","","","2","1","究极魔艺师","致命镰刀","战技能力","镰技对处于沉默・混乱・睡眠状态的敌人特攻伤害大幅提升"
"7044","究極魔芸師","3","能力","8522","魔芸師の備え","特殊アビリティ","スキルがロッド・メス・銃装備時の威力になる","","","","4","5","究极魔艺师","魔艺师的准备","特殊能力","使用技能时视为装备了法杖・手术刀・铳"
"7044","究極魔芸師","4","技能","9259","無銘の姉妹","召喚","威力：ＳＳＳ（魔）　対象：敵ランダム4回　属性：聖・闇
使役ゴースト「無銘の姉妹」を呼び出す","0","60","0","","25","究极魔艺师","无名姐妹","召唤","威力：ＳＳＳ（魔）　対象：敵ランダム4回　属性：聖・闇
召唤使役幽灵「无名姐妹」"
"7044","究極魔芸師","5","能力","6715","鎌技連撃回数2アップ","戦技アビリティ","鎌技連撃スキルのヒット数が2アップ","","","","10","1","究极魔艺师","镰技连击次数增加2","战技能力","镰技连击技能的命中次数增加2"
"7044","究極魔芸師","6","技能","9262","呪いの人形終異体","召喚","威力：ＳＳＳ（器）　対象：敵単体　属性：修羅　効果：暗闇・麻痺
からくり人形「呪いの人形終異体」を呼び出す","0","0","18","","25","究极魔艺师","诅咒人偶终异体","召唤","威力：ＳＳＳ（器）　対象：敵単体　属性：修羅　効果：暗闇・麻痺
召唤机关人偶「诅咒人偶终异体」"
"7044","究極魔芸師","7","技能","9775","コンセントレイト","特技","対象：使用者　効果：魔力・精神力アップ
魔力を集中し、次のターンの魔力と精神力を爆発的にアップさせる","0","0","4","","63","究极魔艺师","集中","特技","対象：使用者　效果：魔力・精神力提升
集中魔力，使下一回合的魔力和精神力爆发性提升"
"7044","究極魔芸師","7","技能","9777","ソフィスティケイト","特技","対象：使用者　効果：器用さ・素早さアップ
精神を集中し、次のターンの器用さと素早さを爆発的にアップさせる","0","0","4","","63","究极魔艺师","精密提升","特技","対象：使用者　効果：器用さ・素早さアップ
集中精神，使下一回合的灵巧和敏捷爆发性提升"
"7044","究極魔芸師","8","能力","6386","使役者の鎌","戦技アビリティ","鎌技でゾンビ・ゴースト・ドールに特攻ダメージを与える","","","","2","1","究极魔艺师","使役者之镰","战技能力","镰技对僵尸・幽灵・人偶造成特攻伤害"
"7044","究極魔芸師","9","技能","1171","量子分解","鎌技","威力：ＳＳ（力or魔）　対象：敵全体　属性：修羅・量子
敵全体を量子単位にまで分解する混沌奥義","0","0","17","","13","究极魔艺师","量子分解","镰技","威力：ＳＳ（力or魔）　対象：敵全体　属性：修羅・量子
将全体敌人分解至量子单位的混沌奥义"
"7044","究極魔芸師","10","能力","7599","召喚器用さ半分付加","魔法アビリティ","召喚の威力に器用さの半分を付加する","","","","10","3","究极魔艺师","召唤附加一半的灵巧","魔法能力","召喚の威力に器用さの半分を付加する"
"7044","究極魔芸師","11","能力","8227","魔芸師チェーン","特殊アビリティ","「鎌技」の後に「召喚」を発動できる","","","","10","5","究极魔艺师","魔艺师链","特殊能力","「镰技」之后可以发动「召唤」"
"7044","究極魔芸師","12","技能","9257","アメノハヅチ","召喚","威力：ＳＳＳ（魔・器）　対象：敵全体　属性：永劫
使役ゾンビ「アメノハヅチ」を呼び出す","32%当前HP","0","0","","25","究极魔艺师","天羽槌","召唤","威力：ＳＳＳ（魔・器）　対象：敵全体　属性：永劫
使役ゾンビ「アメノハヅチ」を呼び出す"
"7044","究極魔芸師","13","技能","9260","八尺様","召喚","威力：ＳＳＳ（魔）　対象：敵全体　属性：終焉
使役ゴースト「八尺様」を呼び出す","16%当前HP","80","0","","25","究极魔艺师","八尺大人","召唤","威力：ＳＳＳ（魔）　対象：敵全体　属性：終焉
使役ゴースト「八尺様」を呼び出す"
"7044","究極魔芸師","14","能力","192","鎌エクスブースター","戦技アビリティ","鎌装備時、その武器によるダメージが50%アップする","","","","30","1","究极魔艺师","镰极限增强","战技能力","装备镰时，该武器造成的伤害提升50%"
"7044","究極魔芸師","14","技能","9263","ドーラドーラ","召喚","威力：ＳＳＳ（器）　対象：敵全体　属性：終焉・銀河
からくり人形「ドーラドーラ」を呼び出す","0","0","21","","25","究极魔艺师","朵拉朵拉","召唤","威力：ＳＳＳ（器）　対象：敵全体　属性：終焉・銀河
からくり人形「ドーラドーラ」を呼び出す"
"7044","究極魔芸師","15","能力","8463","鎌ハイマスタリー","特殊アビリティ","鎌の装備効果が格段に上昇する","","","","15","5","究极魔艺师","镰高级精通","特殊能力","镰的装备效果大幅提升"
"7044","究極魔芸師","15","能力","9845","究極魔芸師の証","マスターアビリティ","特殊APの最大値が10上昇し、鎌技・召喚魔芸ダメージが20%アップ","","","","0","999","究极魔艺师","究极魔艺师的证明","大师能力","特殊AP的最大值提升10，镰技・召唤术魔艺伤害增加20%"
"7045","言霊神","2","技能","2128","オーバーワード","話す","対象：敵全体　効果：混乱・睡眠・石化・ミニマム
敵に呪いを振りまく禁断の言霊","0","0","5","","39","言灵神","过度话语","交谈","対象：敵全体　効果：混乱・睡眠・石化・ミニマム
对敌施加诅咒的禁断言灵"
"7045","言霊神","2","能力","6926","精神錯乱の話術","職技アビリティ","話すに沈黙・混乱・睡眠効果を付加する","","","","2","2","言灵神","精神错乱的言术","职技能力","交谈附加沉默・混乱・睡眠效果"
"7045","言霊神","3","能力","552","精神力40%アップ","防御アビリティ","精神力が40%アップする","","","","10","4","言灵神","精神力提升40%","防御能力","精神力提升40%"
"7045","言霊神","4","技能","9434","超罵倒","話す","対象：敵単体　効果：友好度が0になる
敵を罵倒し、友好度を限界まで下げる","0","0","3","","39","言灵神","超骂倒","交谈","対象：敵単体　効果：友好度が0になる
骂倒敌人，将友好度降至极限"
"7045","言霊神","5","能力","7145","話す防御力無視","職技アビリティ","話すで防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","2","言灵神","交谈防御力无视","职技能力","話すで防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"7045","言霊神","6","能力","6910","除霊の話術","職技アビリティ","話すでゴースト・ドールに特攻ダメージを与える","","","","2","2","言灵神","除灵的谈话术","职技能力","交谈对幽灵・人偶造成特攻伤害"
"7045","言霊神","7","技能","9435","大呪詛","話す","対象：敵全体　効果：即死・石化・ミニマム・ゾンビ・闇穢
言霊の力で敵全体に破滅的な呪いを振りまく","0","0","8","","39","言灵神","大诅咒","交谈","対象：敵全体　効果：即死・石化・ミニマム・ゾンビ・闇穢
用言灵之力对全体敌人施加毁灭性的诅咒"
"7045","言霊神","8","技能","2129","行動予約","話す","対象：使用者　効果：次ターンに三回行動
そのターンは行動せずに、次ターンに三連続で行動する","0","0","10","","39","言灵神","行动预约","交谈","対象：使用者　効果：次ターンに三回行動
该回合不行动，下次回合连续行动三次"
"7045","言霊神","9","技能","9436","大祝詞","話す","対象：味方全体　効果：HP大回復・防御力/精神力アップ
言霊の力で味方全体を癒し、被ダメージ減少の祝福を与える","0","0","10","","39","言灵神","大祝词","交谈","対象：味方全体　効果：HP大回復・防御力/精神力アップ
用言灵之力治愈我方全体，给予减少被伤害的祝福"
"7045","言霊神","10","技能","9433","超賞賛","話す","対象：敵単体　効果：友好度特大アップ
敵を賞賛し、友好度を大幅に上げる","0","0","30","","39","言灵神","超赞赏","交谈","対象：敵単体　効果：友好度特大アップ
赞赏敌人，大幅提升友好度"
"7045","言霊神","11","技能","9437","毒の言霊","話す","威力：ＳＳ（器）　対象：敵全体　属性：バイオ　効果：毒
敵全体に毒をもたらす呪いの言霊","0","0","17","","39","言灵神","毒之言灵","交谈","威力：ＳＳ（器）　対象：敵全体　属性：バイオ　効果：毒
对全体敌人施加毒咒的言灵"
"7045","言霊神","12","技能","9438","音の言霊","話す","威力：ＳＳ（器）　対象：敵全体　属性：音波　効果：混乱
敵全体の精神を乱す音波の言霊","0","0","17","","39","言灵神","音之言灵","交谈","威力：ＳＳ（器）　対象：敵全体　属性：音波　効果：混乱
扰乱全体敌人精神的音波言灵"
"7045","言霊神","13","能力","7128","話す速攻","職技アビリティ","話すが速攻で発動するが、消費SPが1.5倍になる","","","","25","2","言灵神","交谈速攻","职技能力","話すが速攻で発動するが、消費SPが1.5倍になる"
"7045","言霊神","14","技能","2127","クィックワード","話す","対象：味方全体　効果：二回行動1ターン
味方全体が機敏に動くようになる支援の言霊","0","0","25","","39","言灵神","快速话语","交谈","対象：味方全体　効果：二回行動1ターン
让我方全体敏捷行动的支援言灵"
"7045","言霊神","14","能力","8229","話術士チェーン","特殊アビリティ","「投擲技」の後に「話す」を発動できる","","","","10","5","言灵神","话术士链","特殊能力","「投掷技」之后可以发动「交谈」"
"7045","言霊神","15","能力","8475","ブーメランハイマスタリー","特殊アビリティ","ブーメランの装備効果が格段に上昇する","","","","15","5","言灵神","回旋镖高级精通","特殊能力","回旋镖的装备效果显著提升"
"7045","言霊神","15","能力","9846","言霊神の証","マスターアビリティ","職技APの最大値が10上昇し、話すダメージが20%アップ","","","","0","999","言灵神","言灵神的证明","大师能力","职技AP的最大值提升10，交谈伤害增加20%"
"7046","料理神","2","技能","2322","無から造ったステーキ","料理","威力：Ａ（器）　対象：敵全体　属性：風
食材を消費せずにステーキを作り、料理効果を発揮する","0","60","20","","44","料理神","无中生有的牛排","料理","威力：Ａ（器）　対象：敵全体　属性：風
不消耗食材制作牛排，发挥料理效果"
"7046","料理神","2","能力","6928","洗礼料理","職技アビリティ","料理に昇天・聖痕効果を付加する","","","","2","2","料理神","洗礼料理","职技能力","料理附加升天・圣痕效果"
"7046","料理神","3","能力","6929","サバト料理","職技アビリティ","料理に即死・闇穢効果を付加する","","","","2","2","料理神","萨巴特料理","职技能力","料理附加即死・暗秽效果"
"7046","料理神","3","能力","8412","食材節約","特殊アビリティ","料理使用時、50%の確率で食材を消費しない","","","","10","5","料理神","食材节约","特殊能力","料理使用时，50%的概率不消耗食材"
"7046","料理神","4","技能","9483","アルティメットサラダ","料理","威力：ＳＳ（器）　対象：敵全体　属性：ハドロン
アルティメットサラダを作り、料理効果を発揮する","0","0","0","","44","料理神","究极沙拉","料理","威力：ＳＳ（器）　対象：敵全体　属性：ハドロン
制作究极沙拉，发挥料理效果"
"7046","料理神","5","能力","6913","高貴なる者も満足の味","職技アビリティ","料理で妖魔・吸血鬼に特攻ダメージを与える","","","","2","2","料理神","高贵者也满足的味道","职技能力","料理对妖魔・吸血鬼造成特攻伤害"
"7046","料理神","5","能力","6914","天使をも魅了する味","職技アビリティ","料理で天使に特攻ダメージを与える","","","","2","2","料理神","连天使也为之倾倒的味道","职技能力","料理对天使造成特攻伤害"
"7046","料理神","6","技能","2323","無から造ったパフェ","料理","対象：味方全体　効果：HP大回復
食材を消費せずにパフェを作り、料理効果を発揮する","0","75","25","","44","料理神","无中生有的芭菲","料理","対象：味方全体　効果：HP大回復
不消耗食材制作芭菲，发挥料理效果"
"7046","料理神","6","能力","7146","料理防御力無視","職技アビリティ","料理で防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","2","料理神","烹饪防御力无视","职技能力","料理で防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"7046","料理神","7","技能","9484","究極の牛丼","料理","威力：ＳＳ（器）　対象：敵全体　属性：核熱
究極の牛丼を作り、料理効果を発揮する","0","0","0","","44","料理神","究极牛丼","料理","威力：ＳＳ（器）　対象：敵全体　属性：核熱
制作究极牛丼，发挥料理效果"
"7046","料理神","8","能力","6947","元気モリモリ料理","職技アビリティ","味方への料理にHPターン回復効果が付加する","","","","5","2","料理神","元气满满料理","职技能力","对队友的料理附加HP回合恢复效果"
"7046","料理神","8","能力","6948","活力モリモリ料理","職技アビリティ","味方への料理にSPターン回復効果が付加する","","","","5","2","料理神","活力满满料理","职技能力","对队友的料理附加SP回合恢复效果"
"7046","料理神","9","能力","7195","料理頑強発動","職技アビリティ","ターン中、状態異常・戦闘不能になっても料理が発動する
その代わり、消費MPとSPが30%アップする","","","","15","2","料理神","料理顽强发动","职技能力","回合中，即使陷入异常状态或战斗不能，料理也会发动
作为代价，消耗的MP和SP增加30%"
"7046","料理神","10","技能","9485","古代寿司","料理","威力：ＳＳ（器）　対象：敵全体　属性：テラ
古代寿司を作り、料理効果を発揮する","0","0","0","","44","料理神","古代寿司","料理","威力：ＳＳ（器）　対象：敵全体　属性：テラ
制作古代寿司，发挥料理效果"
"7046","料理神","11","能力","6946","オートクッキング","職技アビリティ","ターン終了後、自動的に料理を作る","","","","12","2","料理神","自动烹饪","职技能力","回合结束后，自动制作料理"
"7046","料理神","12","能力","8404","料理数アップ","特殊アビリティ","料理スキルで完成する料理の数が2倍になる","","","","10","5","料理神","料理数量增加","特殊能力","料理技能完成的料理数量变为2倍"
"7046","料理神","13","能力","7130","料理速攻","職技アビリティ","料理が速攻で発動するが、消費SPが1.5倍になる","","","","25","2","料理神","料理速攻","职技能力","料理が速攻で発動するが、消費SPが1.5倍になる"
"7046","料理神","13","技能","9487","妖精のパフェ","料理","対象：味方全体　効果：HP・MP・SP全回復
妖精のパフェを作り、料理効果を発揮する","0","0","0","","44","料理神","妖精的芭菲","料理","対象：味方全体　効果：HP・MP・SP全回復
制作妖精的芭菲，发挥料理效果"
"7046","料理神","14","能力","381","包丁エクスブースター","職技アビリティ","包丁装備時、その武器によるダメージが50%アップする","","","","30","2","料理神","菜刀极限增强","职技能力","装备菜刀时，该武器造成的伤害提升50%"
"7046","料理神","14","技能","9486","超絶美酒・夢天","料理","威力：ＳＳＳ（器）　対象：敵全体　属性：銀河
超絶美酒・夢天を醸造し、料理効果を発揮する","0","0","0","","44","料理神","超绝美酒・梦天","料理","威力：ＳＳＳ（器）　対象：敵全体　属性：銀河
酿造超绝美酒・梦天，发挥料理效果"
"7046","料理神","15","能力","8481","包丁ハイマスタリー","特殊アビリティ","包丁の装備効果が格段に上昇する","","","","15","5","料理神","菜刀高级精通","特殊能力","菜刀的装备效果显著提升"
"7046","料理神","15","能力","9847","料理神の証","マスターアビリティ","職技APの最大値が10上昇し、料理ダメージが20%アップ","","","","0","999","料理神","料理神的证明","大师能力","职技AP的最大值提升10，料理伤害增加20%"
"7047","禁医","2","能力","6895","クリティカルメディスン","職技アビリティ","医術で毒・ゾンビ状態の敵への特攻ダメージが大幅アップ","","","","2","2","禁医","致命治疗","职技能力","医术对中毒・僵尸状态的敌人特攻伤害大幅提升"
"7047","禁医","2","技能","9494","待機患者治療","医術","対象：控えメンバー全員　効果：HP中回復
待機しているメンバーをまとめて治療する医師の秘術","0","0","5","","45","禁医","待机患者治疗","医术","対象：控えメンバー全員　効果：HP中回復
一次性治疗所有待机成员的医师秘术"
"7047","禁医","3","能力","6930","非道なる医術","職技アビリティ","医術に毒・ゾンビ・即死効果を付加する","","","","2","2","禁医","非道的医术","职技能力","医术附加中毒・僵尸・即死效果"
"7047","禁医","3","技能","9499","禁忌複合活性","医術","対象：味方全体　効果：HP・MP・SPターン中回復
代謝を活性化させ、体力や魔力を徐々に回復させる禁断の医術","0","0","12","","45","禁医","禁忌复合激活","医术","対象：味方全体　効果：HP・MP・SPターン中回復
激活代谢，逐渐恢复体力与魔力的禁断医术"
"7047","禁医","4","能力","7147","医術防御力無視","職技アビリティ","医術で防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","2","禁医","医术防御力无视","职技能力","医術で防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"7047","禁医","4","技能","9496","待機患者治癒","医術","対象：控えメンバー全員　効果：全状態異常治療
待機しているメンバーをまとめて治癒する医師の秘術","0","0","8","","45","禁医","替补患者治愈","医术","対象：控えメンバー全員　効果：全状態異常治療
一次性治愈所有待机成员的医师秘术"
"7047","禁医","5","能力","6915","効率的人体破壊","職技アビリティ","医術で人間・ゾンビに特攻ダメージを与える","","","","2","2","禁医","高效的人体破坏","职技能力","医术对人类・僵尸造成特攻伤害"
"7047","禁医","6","技能","9497","待機患者活性化","医術","対象：控えメンバー全員　効果：SP・MP大回復
待機しているメンバーをまとめて活性化させる医師の秘術","0","0","12","","45","禁医","替补患者激活","医术","対象：控えメンバー全員　効果：SP・MP大回復
一次性激活所有待机成员的医师秘术"
"7047","禁医","7","技能","9502","二種混合耐性薬注射","医術","対象：味方全体　効果：全状態異常・即死効果無効
特殊な薬品を味方全体に注射し、状態異常と即死効果を予防する","0","0","10","","45","禁医","两种混合耐性药注射","医术","対象：味方全体　効果：全状態異常・即死効果無効
向全体队友注射特殊药品，预防状态异常与即死效果"
"7047","禁医","8","技能","9495","待機患者蘇生","医術","対象：控えメンバー全員　効果：完全蘇生
待機しているメンバーをまとめて蘇生する医師の秘術","0","0","10","","45","禁医","替补患者复活","医术","対象：控えメンバー全員　効果：完全蘇生
一次性复活所有待机成员的医师秘术"
"7047","禁医","9","技能","9500","みんな禁忌ドーピング","医術","対象：味方全体　効果：最大HP2倍
禁忌の薬を味方全体に飲ませ、最大HPを大幅に増強する","0","0","10","","45","禁医","全员禁忌兴奋剂","医术","対象：味方全体　効果：最大HP2倍
让全体队友服用禁忌药物，大幅增强最大HP"
"7047","禁医","10","能力","7173","医術素早さ半分付加","職技アビリティ","医術の威力に素早さの半分を付加する","","","","10","2","禁医","医术附加一半的敏捷","职技能力","医術の威力に素早さの半分を付加する"
"7047","禁医","11","技能","9493","悪夢のお医者さんごっこ","医術","威力：ＳＳＳ（力・器）　対象：敵単体　属性：ナイトメア　効果：敏感・恍惚・失禁
快楽の極みを味わわせる医師の戯れ","0","0","18","","45","禁医","恶梦医生游戏","医术","威力：ＳＳＳ（力・器）　対象：敵単体　属性：ナイトメア　効果：敏感・恍惚・失禁
让对方体验快乐极致的医生戏弄"
"7047","禁医","12","能力","7131","医術速攻","職技アビリティ","医術が速攻で発動するが、消費SPが1.5倍になる","","","","25","2","禁医","医术速攻","职技能力","医術が速攻で発動するが、消費SPが1.5倍になる"
"7047","禁医","13","技能","9490","マーシレストリアージ","医術","威力：ＳＳＳ（力・器）　対象：敵単体3回　属性：バイオ　効果：毒・即死
無慈悲に治療不可能なダメージを与える残虐なメスさばき","0","0","18","","45","禁医","无情分诊","医术","威力：ＳＳＳ（力・器）　対象：敵単体3回　属性：バイオ　効果：毒・即死
无情地给予无法治愈的伤害的残忍宰杀"
"7047","禁医","14","能力","387","メスエクスブースター","職技アビリティ","メス装備時、その武器によるダメージが50%アップする","","","","30","2","禁医","手术刀极限增强","职技能力","装备手术刀时，该武器造成的伤害提升50%"
"7047","禁医","14","技能","9501","オーバードーピング","医術","対象：味方単体　効果：最大HP3倍、MP・SPなし
体力が限界を超えて増強されるが、魔力と気力を失う薬を使う","0","0","10","","45","禁医","过量兴奋剂","医术","対象：味方単体　効果：最大HP3倍、MP・SPなし
使用药物使体力超越极限增强，但失去魔力与气力"
"7047","禁医","15","能力","8485","メスハイマスタリー","特殊アビリティ","メスの装備効果が格段に上昇する","","","","15","5","禁医","手术刀高级精通","特殊能力","手术刀的装备效果显著提升"
"7047","禁医","15","能力","9848","禁医の証","マスターアビリティ","職技APの最大値が10上昇し、医術ダメージが20%アップ","","","","0","999","禁医","禁医的证明","大师能力","职技AP的最大值提升10，医术伤害增加20%"
"7048","ゴッドメイド","2","能力","6931","過剰な御奉仕","職技アビリティ","御奉仕に失禁・絶頂効果を付加する","","","","2","2","神之女仆","过度的侍奉","职技能力","侍奉附加失禁・高潮效果"
"7048","ゴッドメイド","2","技能","9510","ミラクルガーデニング","御奉仕","威力：Ｓ（器）　対象：敵全体　属性：バイオ　効果：虫・植物特攻
殺虫スプレーと的確な剪定により虫や雑草を駆除するメイド奥義","0","0","12","","46","神之女仆","奇迹园艺","侍奉","威力：Ｓ（器）　対象：敵全体　属性：バイオ　効果：虫・植物特攻
通过杀虫喷雾和精准修剪来清除害虫和杂草的女仆奥义"
"7048","ゴッドメイド","3","能力","8421","備蓄獲得","特殊アビリティ","戦闘中、手裏剣・ページ・錬金素材をゲットする事がある","","","","15","5","神之女仆","储备获得","特殊能力","战斗中，有时会获得手里剑・页面・炼金素材"
"7048","ゴッドメイド","4","技能","9511","恍惚失禁昇天のマッサージ","御奉仕","威力：ＳＳ（器）　対象：敵単体　属性：快楽　効果：恍惚・失禁・絶頂
甘い性奉仕で対象を天国に導く","0","0","14","","46","神之女仆","恍惚失禁升天的按摩","侍奉","威力：ＳＳ（器）　対象：敵単体　属性：快楽　効果：恍惚・失禁・絶頂
用甜蜜的性侍奉引导目标进入天堂"
"7048","ゴッドメイド","5","能力","7148","御奉仕防御力無視","職技アビリティ","御奉仕で防御力を無視してダメージを与えるが、消費量が1.3倍になる","","","","10","2","神之女仆","侍奉防御力无视","职技能力","御奉仕で防御力を無視してダメージを与えるが、消費量が1.3倍になる"
"7048","ゴッドメイド","6","能力","6901","快楽の奉仕者","職技アビリティ","御奉仕で敏感・恍惚・誘惑・失禁状態の敵に特攻が発生する","","","","2","2","神之女仆","极乐的侍奉者","职技能力","侍奉对处于敏感・恍惚・诱惑・失禁状态的敌人发动特攻"
"7048","ゴッドメイド","7","能力","6916","高貴なる者への御奉仕","職技アビリティ","御奉仕で妖魔・吸血鬼に特攻ダメージを与える","","","","2","2","神之女仆","对高贵者的侍奉","职技能力","侍奉对妖魔・吸血鬼造成特攻伤害"
"7048","ゴッドメイド","8","技能","9515","神のハーブティーです","御奉仕","対象：味方単体　効果：HP全回復・SP全回復
神のハーブティーで体力と気力を大幅に回復する","0","0","8","","46","神之女仆","神之草本茶","侍奉","対象：味方単体　効果：HP全回復・SP全回復
神之草本茶让体力和气力大幅回复"
"7048","ゴッドメイド","9","能力","7174","御奉仕素早さ半分付加","職技アビリティ","御奉仕の威力に素早さの半分を付加する","","","","10","2","神之女仆","侍奉附加一半的敏捷","职技能力","御奉仕の威力に素早さの半分を付加する"
"7048","ゴッドメイド","10","技能","9512","神技の乳搾り","御奉仕","対象：敵単体　効果：ミルク獲得
高確率でミルクを搾り取るメイドの神技","0","0","5","","46","神之女仆","神技的挤奶","侍奉","対象：敵単体　効果：ミルク獲得
高概率挤出牛奶的女仆神技"
"7048","ゴッドメイド","11","能力","6888","心尽くしの職技","職技アビリティ","敵単体時、全職技の威力が15%アップする","","","","5","2","神之女仆","全心全意的职技","职技能力","敌人为单体时，所有职技威力提升15%"
"7048","ゴッドメイド","12","能力","6949","メイドの片手間料理","職技アビリティ","ターン終了後、自動的に料理を作る事がある","","","","6","2","神之女仆","女仆的空闲料理","职技能力","回合结束后，有时会自动制作料理"
"7048","ゴッドメイド","13","能力","7132","御奉仕速攻","職技アビリティ","御奉仕が速攻で発動するが、消費SPが1.5倍になる","","","","25","2","神之女仆","侍奉速攻","职技能力","御奉仕が速攻で発動するが、消費SPが1.5倍になる"
"7048","ゴッドメイド","14","能力","393","皿エクスブースター","職技アビリティ","皿装備時、その武器によるダメージが50%アップする","","","","30","2","神之女仆","盘极限增强","职技能力","装备盘时，该武器造成的伤害提升50%"
"7048","ゴッドメイド","14","技能","2374","花鳥風月皿ノ舞","御奉仕","威力：ＳＳＳ（器）　対象：敵ランダム6回
皿を投げ付けつつ舞い踊るメイド奥義","0","0","18","","46","神之女仆","花鸟风月盘之舞","侍奉","威力：ＳＳＳ（器）　対象：敵ランダム6回
一边投掷盘一边跳舞的女仆奥义"
"7048","ゴッドメイド","15","能力","8489","皿ハイマスタリー","特殊アビリティ","皿の装備効果が格段に上昇する","","","","15","5","神之女仆","盘高级精通","特殊能力","盘的装备效果显著提升"
"7048","ゴッドメイド","15","能力","9849","ゴッドメイドの証","マスターアビリティ","職技APの最大値が10上昇し、御奉仕ダメージが20%アップ","","","","0","999","神之女仆","神之女仆的证明","大师能力","职技AP的最大值提升10，侍奉伤害增加20%"
"7049","オールジョブラウンダー","2","技能","9349","最終薬草購入","商技","対象：味方単体　効果：HP全回復
最終薬草を購入し、即座に使用する","0","0","0","","34","全能职业者","购买最终药草","商技","対象：味方単体　効果：HP全回復
购买最终药草，立即使用"
"7049","オールジョブラウンダー","2","技能","9351","最後の霊薬購入","商技","対象：味方単体　効果：MP全回復
最後の霊薬を購入し、即座に使用する","0","0","0","","34","全能职业者","购买最终之灵药","商技","対象：味方単体　効果：MP全回復
购买最终之灵药，立即使用"
"7049","オールジョブラウンダー","2","技能","9353","ファイナルドリンク購入","商技","対象：味方単体　効果：最大SPの200%まで回復
ファイナルドリンクを購入し、即座に使用する","0","0","0","","34","全能职业者","购买最终饮料","商技","対象：味方単体　効果：最大SPの200%まで回復
购买最终饮料并立即使用"
"7049","オールジョブラウンダー","3","能力","7900","全能力値10%アップ","特殊アビリティ","全能力値が10%アップする","","","","5","5","全能职业者","全能力值提升10%","特殊能力","全能力值提升10%"
"7049","オールジョブラウンダー","3","能力","8523","職人の備え","特殊アビリティ","スキルが各種職業武器装備時の威力になる","","","","4","5","全能职业者","工匠的准备","特殊能力","使用技能时视为装备了各种职业武器"
"7049","オールジョブラウンダー","4","技能","2362","きまぐれドクターのおまかせオペ","医術","対象：敵全体　効果：ランダム状態異常
気紛れに医術的処置を行い、敵全体に多種の状態異常をもたらす","0","0","5","","45","全能职业者","随性医生的委托手术","医术","対象：敵全体　効果：ランダム状態異常
随意进行医术处理，给全体敌人带来多种状态异常"
"7049","オールジョブラウンダー","4","能力","7331","魔石ダメージ超強化","魔法アビリティ","魔石によるダメージが大幅にアップする","","","","10","3","全能职业者","魔石伤害超强化","魔法能力","魔石造成的伤害大幅提升"
"7049","オールジョブラウンダー","5","能力","8411","EXアイテム超節約","特殊アビリティ","EXアイテム使用時、75%の確率でアイテムを消費しない","","","","20","5","全能职业者","EX物品超节约","特殊能力","EX物品使用时，75%的概率不消耗物品"
"7049","オールジョブラウンダー","5","能力","8413","食材超節約","特殊アビリティ","料理使用時、75%の確率で食材を消費しない","","","","20","5","全能职业者","食材超节约","特殊能力","料理使用时，75%的概率不消耗食材"
"7049","オールジョブラウンダー","6","能力","6877","職技SPバースト","職技アビリティ","SPの残量が多いほど職技の威力がアップする","","","","5","2","全能职业者","职技SP爆发","职技能力","SP剩余越多，职技威力越大"
"7049","オールジョブラウンダー","7","能力","7201","頑固一徹","職技アビリティ","ターン中、状態異常・戦闘不能になっても職技スキルが発動する
その代わり、消費MPとSPが30%アップする","","","","25","2","全能职业者","顽固一彻","职技能力","回合中，即使陷入异常状态或战斗不能，职技技能也会发动
作为代价，消耗的MP和SP增加30%"
"7049","オールジョブラウンダー","7","能力","8420","商人話術","特殊アビリティ","商技使用時の消費ゴールドが減少する","","","","15","5","全能职业者","商人话术","特殊能力","商技使用时的消费金币减少"
"7049","オールジョブラウンダー","8","技能","9787","職技収束","特技","対象：使用者　効果：職技スキル単体化・威力アップ
3ターンの間、職技スキルが単体化し威力がアップする","0","0","3","","63","全能职业者","职技集中","特技","対象：使用者　効果：職技スキル単体化・威力アップ
3回合内，职业技能变为单体攻击且威力提升"
"7049","オールジョブラウンダー","9","技能","9368","全体化:最終薬草","EXアイテム","対象：味方全体　効果：HP全回復
最終薬草の効果を全体化する","0","0","0","","35","全能职业者","全体化:最終薬草","EX物品","対象：味方全体　効果：HP全回復
最终药草的效果全体化"
"7049","オールジョブラウンダー","9","技能","9370","全体化:最後の霊薬","EXアイテム","対象：味方全体　効果：MP全回復
最後の霊薬の効果を全体化する","0","0","0","","35","全能职业者","全体化:最後の霊薬","EX物品","対象：味方全体　効果：MP全回復
将最终之灵药的效果全体化"
