"产物ID","产物名称","产物种类","配方ID","合成方案","中文合成方案","中文产物名称"
"4576","九頭竜","武器","2238","金币：48500；材料：武器 ID 4560「六頭竜」×1；物品 ID 858「大淫婦の尻尾」×1","金币：48500；材料：武器 ID 4560「六头龙」×1；物品 ID 858「大淫妇的尾巴」×1","九头龙"
"4578","テンタクルヘル","武器","1191","金币：51200；材料：武器 ID 617「テンタクルウィップZXL」×1；武器 ID 4577「名状しがたき触手鞭」×1；物品 ID 2「高級薬草」×1","金币：51200；材料：武器 ID 617「触手鞭ZXL」×1；武器 ID 4577「无法名状的触手鞭」×1；物品 ID 2「高级药草」×1","触手地狱"
"4578","テンタクルヘル","武器","2273","金币：51200；材料：武器 ID 617「テンタクルウィップZXL」×1；武器 ID 4577「名状しがたき触手鞭」×1；物品 ID 861「災厄の結晶」×1","金币：51200；材料：武器 ID 617「触手鞭ZXL」×1；武器 ID 4577「无法名状的触手鞭」×1；物品 ID 861「灾厄的结晶」×1","触手地狱"
"4579","太極・封神禁鞭","武器","1249","金币：57500；材料：武器 ID 4566「封神禁鞭」×1；物品 ID 2「高級薬草」×1","金币：57500；材料：武器 ID 4566「封神禁鞭」×1；物品 ID 2「高级药草」×1","太极・封神禁鞭"
"4579","太極・封神禁鞭","武器","2352","金币：57500；材料：武器 ID 4566「封神禁鞭」×1；物品 ID 867「古神の依代」×1","金币：57500；材料：武器 ID 4566「封神禁鞭」×1；物品 ID 867「古神的依代」×1","太极・封神禁鞭"
"4580","リリスナイトメア","武器","1264","金币：70400；材料：武器 ID 4564「アルテミシアの鞭」×1；物品 ID 2「高級薬草」×1","金币：70400；材料：武器 ID 4564「阿尔忒弥西亚之鞭」×1；物品 ID 2「高级药草」×1","莉莉丝梦魇"
"4580","リリスナイトメア","武器","2449","金币：70400；材料：武器 ID 4565「リリスロード」×1；物品 ID 876「虚夢の欠片」×1","金币：70400；材料：武器 ID 4565「莉莉丝主宰」×1；物品 ID 876「虚梦的碎片」×1","莉莉丝梦魇"
"4582","螺神鞭ペンテシレア","武器","1304","金币：57600；材料：武器 ID 4563「ペンテシレアの鞭」×1；物品 ID 2「高級薬草」×1","金币：57600；材料：武器 ID 4563「彭忒西勒亚之鞭」×1；物品 ID 2「高级药草」×1","螺神鞭彭忒西勒亚"
"4582","螺神鞭ペンテシレア","武器","2332","金币：57600；材料：武器 ID 4563「ペンテシレアの鞭」×1；物品 ID 870「名状しがたき触手」×1","金币：57600；材料：武器 ID 4563「彭忒西勒亚之鞭」×1；物品 ID 870「难以名状的触手」×1","螺神鞭彭忒西勒亚"
"4583","傾枷鞭アルテミシア","武器","1305","金币：57600；材料：武器 ID 4564「アルテミシアの鞭」×1；物品 ID 2「高級薬草」×1","金币：57600；材料：武器 ID 4564「阿尔忒弥西亚之鞭」×1；物品 ID 2「高级药草」×1","倾枷鞭阿尔忒弥西亚"
"4583","傾枷鞭アルテミシア","武器","2333","金币：57600；材料：武器 ID 4564「アルテミシアの鞭」×1；物品 ID 869「エキドナの蛇尾」×1","金币：57600；材料：武器 ID 4564「阿尔忒弥西亚之鞭」×1；物品 ID 869「厄喀德那的蛇尾」×1","倾枷鞭阿尔忒弥西亚"
"4584","世喰鞭ウロボロス","武器","1330","金币：64000；材料：武器 ID 616「ウロボロスの鞭」×1；物品 ID 2「高級薬草」×1","金币：64000；材料：武器 ID 616「衔尾蛇之鞭」×1；物品 ID 2「高级药草」×1","世食鞭衔尾蛇"
"4584","世喰鞭ウロボロス","武器","2374","金币：64000；材料：武器 ID 616「ウロボロスの鞭」×1；物品 ID 878「カオスマター」×1；物品 ID 882「侵蝕する触手」×1","金币：64000；材料：武器 ID 616「衔尾蛇之鞭」×1；物品 ID 878「混沌物质」×1；物品 ID 882「侵蚀的触手」×1","世食鞭衔尾蛇"
"4587","インフィの竪琴","武器","715","金币：12200；材料：武器 ID 647「イデアの竪琴」×1；物品 ID 268「無限細胞」×1","金币：12200；材料：武器 ID 647「伊迪亚的竖琴」×1；物品 ID 268「无限细胞」×1","因菲的竖琴"
"4588","至福千年の竪琴","武器","716","金币：12200；材料：武器 ID 651「古代の竪琴」×1；物品 ID 262「神々しい花びら」×1","金币：12200；材料：武器 ID 651「古代竖琴」×1；物品 ID 262「神圣花瓣」×1","至福千年的竖琴"
"4592","エレメンタルハープ","武器","809","金币：16600；材料：武器 ID 655「大精霊のハープ」×1；物品 ID 281「最後の結晶」×1","金币：16600；材料：武器 ID 655「大精灵之琴」×1；物品 ID 281「最终之结晶」×1","元素竖琴"
"4593","滅天の竪琴","武器","808","金币：16600；材料：武器 ID 650「堕天の竪琴」×1；物品 ID 273「ハインリヒ細胞」×1","金币：16600；材料：武器 ID 650「堕天竖琴」×1；物品 ID 273「海因里希细胞」×1","灭天竖琴"
"4595","レインボーハープ","武器","933","金币：22000；材料：武器 ID 4592「エレメンタルハープ」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：武器 ID 4592「元素竖琴」×1；物品 ID 2「高级药草」×1","彩虹竖琴"
"4595","レインボーハープ","武器","2015","金币：22000；材料：武器 ID 4592「エレメンタルハープ」×1；物品 ID 823「きらきらゼリー」×1","金币：22000；材料：武器 ID 4592「元素竖琴」×1；物品 ID 823「闪闪发光的果冻」×1","彩虹竖琴"
"4596","バンシィ","武器","999","金币：26000；材料：武器 ID 4593「滅天の竪琴」×1；物品 ID 2「高級薬草」×1","金币：26000；材料：武器 ID 4593「灭天竖琴」×1；物品 ID 2「高级药草」×1","报丧女妖"
"4596","バンシィ","武器","2081","金币：26000；材料：武器 ID 4593「滅天の竪琴」×1；物品 ID 832「魔海の珊瑚」×1","金币：26000；材料：武器 ID 4593「灭天竖琴」×1；物品 ID 832「魔海的珊瑚」×1","报丧女妖"
"4597","ミレニアム","武器","1030","金币：29000；材料：武器 ID 4588「至福千年の竪琴」×1；物品 ID 2「高級薬草」×1","金币：29000；材料：武器 ID 4588「至福千年的竖琴」×1；物品 ID 2「高级药草」×1","千年"
"4597","ミレニアム","武器","2112","金币：29000；材料：武器 ID 4588「至福千年の竪琴」×1；物品 ID 841「ドッペル細胞Σ」×1","金币：29000；材料：武器 ID 4588「至福千年的竖琴」×1；物品 ID 841「克隆体细胞Σ」×1","千年"
"4600","オメガの竪琴","武器","1094","金币：34500；材料：武器 ID 4587「インフィの竪琴」×1；物品 ID 2「高級薬草」×1","金币：34500；材料：武器 ID 4587「因菲的竖琴」×1；物品 ID 2「高级药草」×1","欧米伽竖琴"
"4600","オメガの竪琴","武器","2176","金币：34500；材料：武器 ID 4587「インフィの竪琴」×1；物品 ID 851「量子の歯車」×1","金币：34500；材料：武器 ID 4587「因菲的竖琴」×1；物品 ID 851「量子的齿轮」×1","欧米伽竖琴"
"4601","ローレライ","武器","1125","金币：36400；材料：武器 ID 653「マーメイドの竪琴」×1；物品 ID 2「高級薬草」×1","金币：36400；材料：武器 ID 653「人鱼竖琴」×1；物品 ID 2「高级药草」×1","罗蕾莱"
"4601","ローレライ","武器","2207","金币：36400；材料：武器 ID 653「マーメイドの竪琴」×1；物品 ID 848「永遠の鱗」×1","金币：36400；材料：武器 ID 653「人鱼竖琴」×1；物品 ID 848「永恒的鳞片」×1","罗蕾莱"
"4603","冥琴アヌビス","武器","1192","金币：41600；材料：武器 ID 652「黄泉の琵琶」×1；武器 ID 654「アヌビス・スカラベ」×1；物品 ID 2「高級薬草」×1","金币：41600；材料：武器 ID 652「黄泉琵琶」×1；武器 ID 654「阿努比斯・斯克拉贝」×1；物品 ID 2「高级药草」×1","冥琴阿努比斯"
"4603","冥琴アヌビス","武器","2274","金币：41600；材料：武器 ID 652「黄泉の琵琶」×1；武器 ID 654「アヌビス・スカラベ」×1；物品 ID 931「カオスアメジスト」×1","金币：41600；材料：武器 ID 652「黄泉琵琶」×1；武器 ID 654「阿努比斯・斯克拉贝」×1；物品 ID 931「混沌紫水晶」×1","冥琴阿努比斯"
"4605","アポロン・ケイオス","武器","1331","金币：52000；材料：武器 ID 4589「アポロンのハープ」×1；物品 ID 2「高級薬草」×1","金币：52000；材料：武器 ID 4589「阿波罗的竖琴」×1；物品 ID 2「高级药草」×1","阿波罗・混沌"
"4605","アポロン・ケイオス","武器","2375","金币：52000；材料：武器 ID 4589「アポロンのハープ」×1；物品 ID 878「カオスマター」×1；物品 ID 879「紅蓮の瞳」×1","金币：52000；材料：武器 ID 4589「阿波罗的竖琴」×1；物品 ID 878「混沌物质」×1；物品 ID 879「红莲之瞳」×1","阿波罗・混沌"
"4607","メカニカルサン","武器","673","金币：14000；材料：武器 ID 673「マキナブーメランDX」×1；武器 ID 681「ライジングサン・マキナ」×1；物品 ID 265「ナノ歯車」×1","金币：14000；材料：武器 ID 673「器械回旋镖DX」×1；武器 ID 681「升阳・器械」×1；物品 ID 265「纳米齿轮」×1","机械太阳"
"4608","彗星華々","武器","717","金币：14300；材料：武器 ID 694「華の彗星」×1；物品 ID 262「神々しい花びら」×1","金币：14300；材料：武器 ID 694「华丽的彗星」×1；物品 ID 262「神圣花瓣」×1","彗星华丽"
"4609","ヒルコおさかなメラン","武器","718","金币：14300；材料：武器 ID 695「ジェティルおさかなメラン」×1；物品 ID 282「蛭蟲細胞」×1","金币：14300；材料：武器 ID 695「外邦人鱼回旋镖」×1；物品 ID 282「蛭虫细胞」×1","蛭虫鱼回旋镖"
"4613","銀河天翔","武器","810","金币：19500；材料：武器 ID 4608「彗星華々」×1；物品 ID 277「究極の羽根」×1","金币：19500；材料：武器 ID 4608「彗星华丽」×1；物品 ID 277「究极之羽」×1","银河天翔"
"4614","ラッキームーン","武器","811","金币：19500；材料：武器 ID 4610「ムーンスター」×1；物品 ID 277「究極の羽根」×1","金币：19500；材料：武器 ID 4610「月星」×1；物品 ID 277「究极之羽」×1","幸运月"
"4615","エッジエレメンツ","武器","812","金币：19500；材料：武器 ID 691「フレイムエッジ」×1；武器 ID 693「フロストエッジ」×1；武器 ID 696「プラズマエッジ」×1；物品 ID 283「カオスニウム」×1","金币：19500；材料：武器 ID 691「火焰刃」×1；武器 ID 693「霜冻之刃」×1；武器 ID 696「等离子之刃」×1；物品 ID 283「混沌结晶」×1","元素边缘"
"4616","ホーミングサン","武器","878","金币：19500；材料：武器 ID 4607「メカニカルサン」×1；物品 ID 279「ネクストコア」×1","金币：19500；材料：武器 ID 4607「机械太阳」×1；物品 ID 279「次世代核心」×1","追踪太阳"
"4619","ラストおさかなメラン","武器","813","金币：22400；材料：武器 ID 4609「ヒルコおさかなメラン」×1；物品 ID 283「カオスニウム」×1","金币：22400；材料：武器 ID 4609「蛭虫鱼回旋镖」×1；物品 ID 283「混沌结晶」×1","最后的鱼回旋镖"
"4621","奇跡の三日月","武器","934","金币：25000；材料：武器 ID 4614「ラッキームーン」×1；物品 ID 2「高級薬草」×1","金币：25000；材料：武器 ID 4614「幸运月」×1；物品 ID 2「高级药草」×1","奇迹的三日月"
"4621","奇跡の三日月","武器","2016","金币：25000；材料：武器 ID 4614「ラッキームーン」×1；物品 ID 823「きらきらゼリー」×1","金币：25000；材料：武器 ID 4614「幸运月」×1；物品 ID 823「闪闪发光的果冻」×1","奇迹的三日月"
"4623","トリニティエッジ","武器","1000","金币：31000；材料：武器 ID 4615「エッジエレメンツ」×1；物品 ID 2「高級薬草」×1","金币：31000；材料：武器 ID 4615「元素边缘」×1；物品 ID 2「高级药草」×1","三位一体之刃"
"4623","トリニティエッジ","武器","2082","金币：31000；材料：武器 ID 4615「エッジエレメンツ」×1；物品 ID 832「魔海の珊瑚」×1","金币：31000；材料：武器 ID 4615「元素边缘」×1；物品 ID 832「魔海的珊瑚」×1","三位一体之刃"
"4625","不倶戴天","武器","1062","金币：38000；材料：武器 ID 4617「ヒュプノスのブーメラン」×1；物品 ID 2「高級薬草」×1","金币：38000；材料：武器 ID 4617「修普诺斯之回旋镖」×1；物品 ID 2「高级药草」×1","不共戴天"
"4625","不倶戴天","武器","2144","金币：38000；材料：武器 ID 4616「ホーミングサン」×1；物品 ID 843「終焉の結晶」×1","金币：38000；材料：武器 ID 4616「追踪太阳」×1；物品 ID 843「终焉的结晶」×1","不共戴天"
"4626","ブーメランオブギャラクシー","武器","1126","金币：43400；材料：武器 ID 4613「銀河天翔」×1；物品 ID 2「高級薬草」×1","金币：43400；材料：武器 ID 4613「银河天翔」×1；物品 ID 2「高级药草」×1","银河飞镖"
"4626","ブーメランオブギャラクシー","武器","2208","金币：43400；材料：武器 ID 4613「銀河天翔」×1；物品 ID 852「ゼロマター」×1","金币：43400；材料：武器 ID 4613「银河天翔」×1；物品 ID 852「零物质」×1","银河飞镖"
"4627","カリ・ユガ","武器","1193","金币：49600；材料：武器 ID 697「神光のスダルサナ」×1；物品 ID 2「高級薬草」×1","金币：49600；材料：武器 ID 697「神光的善见神轮」×1；物品 ID 2「高级药草」×1","卡利・尤加"
"4627","カリ・ユガ","武器","2275","金币：49600；材料：武器 ID 697「神光のスダルサナ」×1；物品 ID 865「時の歯車」×1","金币：49600；材料：武器 ID 697「神光的善见神轮」×1；物品 ID 865「时间的齿轮」×1","卡利・尤加"
"4630","詠眠輪ヒュプノス","武器","1306","金币：55800；材料：武器 ID 4617「ヒュプノスのブーメラン」×1；物品 ID 2「高級薬草」×1","金币：55800；材料：武器 ID 4617「修普诺斯之回旋镖」×1；物品 ID 2「高级药草」×1","咏眠轮修普诺斯"
"4630","詠眠輪ヒュプノス","武器","2334","金币：55800；材料：武器 ID 4617「ヒュプノスのブーメラン」×1；物品 ID 869「エキドナの蛇尾」×1","金币：55800；材料：武器 ID 4617「修普诺斯之回旋镖」×1；物品 ID 869「厄喀德那的蛇尾」×1","咏眠轮修普诺斯"
"4631","死柱輪タナトス","武器","1307","金币：55800；材料：武器 ID 4618「タナトスのブーメラン」×1；物品 ID 2「高級薬草」×1","金币：55800；材料：武器 ID 4618「塔纳托斯之回旋镖」×1；物品 ID 2「高级药草」×1","死柱轮塔纳托斯"
"4631","死柱輪タナトス","武器","2335","金币：55800；材料：武器 ID 4618「タナトスのブーメラン」×1；物品 ID 937「カオスクリスタル」×1","金币：55800；材料：武器 ID 4618「塔纳托斯之回旋镖」×1；物品 ID 937「混沌水晶」×1","死柱轮塔纳托斯"
"4632","オサカナウェポン","武器","1332","金币：43400；材料：武器 ID 4619「ラストおさかなメラン」×1；物品 ID 2「高級薬草」×1","金币：43400；材料：武器 ID 4619「最后的鱼回旋镖」×1；物品 ID 2「高级药草」×1","鱼武器"
"4632","オサカナウェポン","武器","2376","金币：43400；材料：武器 ID 4619「ラストおさかなメラン」×1；物品 ID 878「カオスマター」×1；物品 ID 881「混沌水銀」×1","金币：43400；材料：武器 ID 4619「最后的鱼回旋镖」×1；物品 ID 878「混沌物质」×1；物品 ID 881「混沌水银」×1","鱼武器"
"4633","カナデブーメラン","武器","1374","金币：62000；材料：武器 ID 4622「アーネンエルベ」×1；物品 ID 2「高級薬草」×1","金币：62000；材料：武器 ID 4622「阿伦艾尔贝」×1；物品 ID 2「高级药草」×1","祸抚飞镖"
"4633","カナデブーメラン","武器","2450","金币：62000；材料：武器 ID 4622「アーネンエルベ」×1；物品 ID 886「根源の闇」×1","金币：62000；材料：武器 ID 4622「阿伦艾尔贝」×1；物品 ID 886「根源的黑暗」×1","祸抚飞镖"
"4635","蛇王の鉄球","武器","720","金币：16800；材料：武器 ID 713「メデューサの鉄球」×1；物品 ID 270「億蛇の蛇尾」×1","金币：16800；材料：武器 ID 713「美杜莎铁球」×1；物品 ID 270「亿蛇尾巴」×1","蛇王的铁球"
"4636","大魔王の鉄球","武器","719","金币：16800；材料：武器 ID 717「魔王の鉄球」×1；物品 ID 269「終蟲の甲殻」×1","金币：16800；材料：武器 ID 717「魔王铁球」×1；物品 ID 269「终虫甲壳」×1","大魔王的铁球"
"4639","蛇神の鉄球","武器","815","金币：23800；材料：武器 ID 4635「蛇王の鉄球」×1；物品 ID 287「世界蛇尾」×1","金币：23800；材料：武器 ID 4635「蛇王的铁球」×1；物品 ID 287「世界蛇尾」×1","蛇神的铁球"
"4640","滅天の鉄球","武器","814","金币：23800；材料：武器 ID 723「破天鉄球」×1；物品 ID 273「ハインリヒ細胞」×1","金币：23800；材料：武器 ID 723「破天铁球」×1；物品 ID 273「海因里希细胞」×1","灭天的铁球"
"4643","ジェノサイドブレイカー","武器","963","金币：36000；材料：武器 ID 719「覇獣の鉄球」×1；物品 ID 2「高級薬草」×1","金币：36000；材料：武器 ID 719「霸兽铁球」×1；物品 ID 2「高级药草」×1","灭绝破坏者"
"4643","ジェノサイドブレイカー","武器","2045","金币：36000；材料：武器 ID 719「覇獣の鉄球」×1；物品 ID 830「究極の針」×1","金币：36000；材料：武器 ID 719「霸兽铁球」×1；物品 ID 830「究极的针」×1","灭绝破坏者"
"4644","サーペンタリウス","武器","1031","金币：41000；材料：武器 ID 4639「蛇神の鉄球」×1；物品 ID 2「高級薬草」×1","金币：41000；材料：武器 ID 4639「蛇神的铁球」×1；物品 ID 2「高级药草」×1","蛇神"
"4644","サーペンタリウス","武器","2113","金币：41000；材料：武器 ID 4639「蛇神の鉄球」×1；物品 ID 838「魔王の蛇尾」×1","金币：41000；材料：武器 ID 4639「蛇神的铁球」×1；物品 ID 838「魔王的蛇尾」×1","蛇神"
"4647","天帝球","武器","1127","金币：53200；材料：武器 ID 4641「聖王球」×1；物品 ID 2「高級薬草」×1","金币：53200；材料：武器 ID 4641「圣王球」×1；物品 ID 2「高级药草」×1","天帝球"
"4647","天帝球","武器","2209","金币：53200；材料：武器 ID 4641「聖王球」×1；物品 ID 848「永遠の鱗」×1","金币：53200；材料：武器 ID 4641「圣王球」×1；物品 ID 848「永恒的鳞片」×1","天帝球"
"4649","滅神球","武器","1194","金币：61000；材料：武器 ID 4640「滅天の鉄球」×1；物品 ID 2「高級薬草」×1","金币：61000；材料：武器 ID 4640「灭天的铁球」×1；物品 ID 2「高级药草」×1","灭神球"
"4649","滅神球","武器","2276","金币：61000；材料：武器 ID 4640「滅天の鉄球」×1；物品 ID 861「災厄の結晶」×1","金币：61000；材料：武器 ID 4640「灭天的铁球」×1；物品 ID 861「灾厄的结晶」×1","灭神球"
"4651","巨蛇球ヨルムンガンド","武器","1308","金币：68400；材料：武器 ID 721「ヨルムンガンド」×1；物品 ID 2「高級薬草」×1","金币：68400；材料：武器 ID 721「耶梦加得」×1；物品 ID 2「高级药草」×1","巨蛇球耶梦加得"
"4651","巨蛇球ヨルムンガンド","武器","2336","金币：68400；材料：武器 ID 721「ヨルムンガンド」×1；物品 ID 869「エキドナの蛇尾」×1","金币：68400；材料：武器 ID 721「耶梦加得」×1；物品 ID 869「厄喀德那的蛇尾」×1","巨蛇球耶梦加得"
"4652","覇球ミドガルズオルム","武器","1333","金币：76000；材料：武器 ID 4648「ミドガルズオルム」×1；物品 ID 2「高級薬草」×1","金币：76000；材料：武器 ID 4648「尘世巨蟒」×1；物品 ID 2「高级药草」×1","霸球尘世巨蟒"
"4652","覇球ミドガルズオルム","武器","2377","金币：76000；材料：武器 ID 4648「ミドガルズオルム」×1；物品 ID 878「カオスマター」×1；物品 ID 882「侵蝕する触手」×1","金币：76000；材料：武器 ID 4648「尘世巨蟒」×1；物品 ID 878「混沌物质」×1；物品 ID 882「侵蚀的触手」×1","霸球尘世巨蟒"
"4654","邪神の鉄球","武器","1401","金币：83600；材料：武器 ID 4636「大魔王の鉄球」×1；物品 ID 2「高級薬草」×1","金币：83600；材料：武器 ID 4636「大魔王的铁球」×1；物品 ID 2「高级药草」×1","邪神铁球"
"4654","邪神の鉄球","武器","2451","金币：83600；材料：武器 ID 4636「大魔王の鉄球」×1；物品 ID 884「魔王核熱結晶」×1","金币：83600；材料：武器 ID 4636「大魔王的铁球」×1；物品 ID 884「魔王核热结晶」×1","邪神铁球"
"4658","ステージアイドル","武器","632","金币：10000；材料：武器 ID 749「ステージスター」×1；物品 ID 266「絶美の尻尾」×1","金币：10000；材料：武器 ID 749「舞台之星」×1；物品 ID 266「绝美尾巴」×1","舞台偶像"
"4659","天翔扇","武器","633","金币：10000；材料：武器 ID 4656「ハーピーの扇」×1；物品 ID 271「天空の羽根」×1","金币：10000；材料：武器 ID 4656「哈比的扇」×1；物品 ID 271「天空之羽」×1","天翔扇"
"4660","九尾華扇","武器","681","金币：11000；材料：武器 ID 748「九尾扇」×1；物品 ID 262「神々しい花びら」×1","金币：11000；材料：武器 ID 748「九尾扇」×1；物品 ID 262「神圣花瓣」×1","九尾华扇"
"4661","神霊月扇","武器","721","金币：12000；材料：武器 ID 751「神霊の扇」×1；武器 ID 752「月の扇」×1；物品 ID 268「無限細胞」×1","金币：12000；材料：武器 ID 751「神灵扇」×1；武器 ID 752「月之扇」×1；物品 ID 268「无限细胞」×1","神灵月扇"
"4662","芭蕉太陽扇","武器","722","金币：12000；材料：武器 ID 745「芭蕉扇」×1；武器 ID 4657「太陽の扇」×1；物品 ID 262「神々しい花びら」×1","金币：12000；材料：武器 ID 745「芭蕉扇」×1；武器 ID 4657「太阳的扇」×1；物品 ID 262「神圣花瓣」×1","芭蕉太阳扇"
"4666","天翔炎扇","武器","817","金币：16000；材料：武器 ID 4659「天翔扇」×1；物品 ID 284「シヴァの髪」×1","金币：16000；材料：武器 ID 4659「天翔扇」×1；物品 ID 284「湿婆的头发」×1","天翔炎扇"
"4667","九尾絶扇","武器","816","金币：16000；材料：武器 ID 4660「九尾華扇」×1；物品 ID 272「黒のアリス細胞」×1","金币：16000；材料：武器 ID 4660「九尾华扇」×1；物品 ID 272「黑之爱丽丝细胞」×1","九尾绝扇"
"4668","月と太陽","武器","818","金币：17000；材料：武器 ID 4661「神霊月扇」×1；武器 ID 4662「芭蕉太陽扇」×1；物品 ID 277「究極の羽根」×1","金币：17000；材料：武器 ID 4661「神灵月扇」×1；武器 ID 4662「芭蕉太阳扇」×1；物品 ID 277「究极之羽」×1","月亮与太阳"
"4671","サキュバスドリーム","武器","893","金币：19500；材料：武器 ID 750「サバトの扇」×1；物品 ID 272「黒のアリス細胞」×1","金币：19500；材料：武器 ID 750「萨巴特扇」×1；物品 ID 272「黑之爱丽丝细胞」×1","魅魔之梦"
"4673","シラクサ","武器","964","金币：23000；材料：武器 ID 4658「ステージアイドル」×1；物品 ID 2「高級薬草」×1","金币：23000；材料：武器 ID 4658「舞台偶像」×1；物品 ID 2「高级药草」×1","白砂"
"4673","シラクサ","武器","2046","金币：23000；材料：武器 ID 4658「ステージアイドル」×1；物品 ID 826「白面のしっぽ」×1","金币：23000；材料：武器 ID 4658「舞台偶像」×1；物品 ID 826「白面的尾巴」×1","白砂"
"4675","風林火山","武器","1063","金币：31000；材料：武器 ID 4666「天翔炎扇」×1；物品 ID 2「高級薬草」×1","金币：31000；材料：武器 ID 4666「天翔炎扇」×1；物品 ID 2「高级药草」×1","风林火山"
"4675","風林火山","武器","2145","金币：31000；材料：武器 ID 4666「天翔炎扇」×1；物品 ID 844「大淫魔の尻尾」×1","金币：31000；材料：武器 ID 4666「天翔炎扇」×1；物品 ID 844「大淫魔的尾巴」×1","风林火山"
"4676","月喰い","武器","1128","金币：35000；材料：武器 ID 4663「ガイアの扇」×1；物品 ID 2「高級薬草」×1","金币：35000；材料：武器 ID 4663「盖亚的扇」×1；物品 ID 2「高级药草」×1","月食"
"4676","月喰い","武器","2210","金币：35000；材料：武器 ID 4663「ガイアの扇」×1；物品 ID 853「メギドの結晶」×1","金币：35000；材料：武器 ID 4663「盖亚的扇」×1；物品 ID 853「米吉多的结晶」×1","月食"
"4678","月と太陽・天地明察","武器","1195","金币：40000；材料：武器 ID 4668「月と太陽」×1；物品 ID 2「高級薬草」×1","金币：40000；材料：武器 ID 4668「月亮与太阳」×1；物品 ID 2「高级药草」×1","月与太阳・天地明察"
"4678","月と太陽・天地明察","武器","2277","金币：40000；材料：武器 ID 4668「月と太陽」×1；物品 ID 934「カオストパーズ」×1","金币：40000；材料：武器 ID 4668「月亮与太阳」×1；物品 ID 934「混沌黄玉」×1","月与太阳・天地明察"
"4679","アスタロトドリーム","武器","1265","金币：50000；材料：武器 ID 4671「サキュバスドリーム」×1；物品 ID 2「高級薬草」×1","金币：50000；材料：武器 ID 4671「魅魔之梦」×1；物品 ID 2「高级药草」×1","阿斯塔洛特之梦"
"4679","アスタロトドリーム","武器","2452","金币：50000；材料：武器 ID 4671「サキュバスドリーム」×1；物品 ID 876「虚夢の欠片」×1","金币：50000；材料：武器 ID 4671「魅魔之梦」×1；物品 ID 876「虚梦的碎片」×1","阿斯塔洛特之梦"
"4681","常陽扇アマテラス","武器","1309","金币：45000；材料：武器 ID 4669「アマテラスの扇」×1；物品 ID 2「高級薬草」×1","金币：45000；材料：武器 ID 4669「天照之扇」×1；物品 ID 2「高级药草」×1","常阳扇天照"
"4681","常陽扇アマテラス","武器","2337","金币：45000；材料：武器 ID 4669「アマテラスの扇」×1；物品 ID 936「カオスダイヤモンド」×1","金币：45000；材料：武器 ID 4669「天照之扇」×1；物品 ID 936「混沌钻石」×1","常阳扇天照"
"4682","月禁扇ツクヨミ","武器","1310","金币：45000；材料：武器 ID 4670「ツクヨミの扇」×1；物品 ID 2「高級薬草」×1","金币：45000；材料：武器 ID 4670「月读之扇」×1；物品 ID 2「高级药草」×1","月禁扇月读"
"4682","月禁扇ツクヨミ","武器","2338","金币：45000；材料：武器 ID 4670「ツクヨミの扇」×1；物品 ID 937「カオスクリスタル」×1","金币：45000；材料：武器 ID 4670「月读之扇」×1；物品 ID 937「混沌水晶」×1","月禁扇月读"
"4683","白面金毛九尾扇","武器","1375","金币：50000；材料：武器 ID 1375「夢牙」×1；物品 ID 2「高級薬草」×1","金币：50000；材料：武器 ID 1375「梦牙」×1；物品 ID 2「高级药草」×1","白面金毛九尾扇"
"4683","白面金毛九尾扇","武器","2453","金币：50000；材料：武器 ID 4667「九尾絶扇」×1；物品 ID 886「根源の闇」×1","金币：50000；材料：武器 ID 4667「九尾绝扇」×1；物品 ID 886「根源的黑暗」×1","白面金毛九尾扇"
"4686","破邪包丁","武器","635","金币：10000；材料：武器 ID 761「式神包丁」×1；物品 ID 271「天空の羽根」×1","金币：10000；材料：武器 ID 761「式神菜刀」×1；物品 ID 271「天空之羽」×1","破邪菜刀"
"4687","キメラおろし","武器","634","金币：10000；材料：武器 ID 769「魔神包丁」×1；物品 ID 264「オズマ細胞」×1","金币：10000；材料：武器 ID 769「魔神包丁」×1；物品 ID 264「奥兹玛细胞」×1","奇美拉切"
"4688","五つ星","武器","723","金币：12000；材料：武器 ID 4685「三つ星」×1；物品 ID 269「終蟲の甲殻」×1","金币：12000；材料：武器 ID 4685「三星」×1；物品 ID 269「终虫甲壳」×1","五星"
"4689","マッドブッチャー","武器","724","金币：12000；材料：武器 ID 771「人斬り包丁」×1；物品 ID 282「蛭蟲細胞」×1","金币：12000；材料：武器 ID 771「斩人包丁」×1；物品 ID 282「蛭虫细胞」×1","疯狂屠夫"
"4692","那由多斬り","武器","820","金币：16000；材料：武器 ID 4686「破邪包丁」×1；物品 ID 284「シヴァの髪」×1","金币：16000；材料：武器 ID 4686「破邪菜刀」×1；物品 ID 284「湿婆的头发」×1","那由多斩"
"4693","神おろし","武器","819","金币：16000；材料：武器 ID 4687「キメラおろし」×1；物品 ID 273「ハインリヒ細胞」×1","金币：16000；材料：武器 ID 4687「奇美拉切」×1；物品 ID 273「海因里希细胞」×1","神斩"
"4696","セブンスターナイフ","武器","935","金币：22000；材料：武器 ID 4688「五つ星」×1；物品 ID 2「高級薬草」×1","金币：22000；材料：武器 ID 4688「五星」×1；物品 ID 2「高级药草」×1","七星小刀"
