"角色ID","日本角色名称","Faces路径","Faces索引","角色立绘路径","角色立绘索引","角色Cut-inPictures路径","中文角色名称"
"601","ミラ","Graphics/Faces/mob_syohu_fc1","0","Graphics/Characters/Mobs07_cip","4","","米拉"
"602","カンナ","Graphics/Faces/mob_wahu2_fc1","0","Graphics/Characters/Mobs07_cip","7","","卡娜"
"603","ノア","Graphics/Faces/mob_sister2_fc2","0","Graphics/Characters/Mobs07_cip","3","","诺亚"
"604","コンスタンツェ","Graphics/Faces/mob_kisi_fc1","0","Graphics/Characters/Mobs06_cip","5","","康斯坦策"
"605","レミナ","Graphics/Faces/mob_hime_fc1","0","Graphics/Characters/Mobs06_cip","6","","雷米娜"
"606","レラ","Graphics/Faces/fenrir_fc1","0","Graphics/Characters/Beast02_cip","2","","蕾拉"
"607","ユージィー","Graphics/Faces/garukimasera_fc1","0","Graphics/Characters/silk22","2","","尤吉"
"608","グレッタ","Graphics/Faces/greatorc_fc1","0","Graphics/Characters/Beast05_cip","0","","格蕾塔"
"609","リージュ","Graphics/Faces/ranccubus_fc1","0","Graphics/Characters/Sucbuss02_cip","6","Graphics/Pictures/ct_ranccubus1","莉茱"
"610","ミラノ","Graphics/Faces/leeccubus_fc1","0","Graphics/Characters/Sucbuss02_cip","7","Graphics/Pictures/ct_leeccubus1","米拉娜"
"611","クィーンエヴァ","Graphics/Faces/evaq_fc1","0","Graphics/Characters/Sucbuss04_cip","3","Graphics/Pictures/ct_evaq1","女王伊娃"
"612","バフォム","Graphics/Faces/baphomet_fc1","0","Graphics/Characters/silk21","4","","巴风姆"
"613","くだん","Graphics/Faces/kudan_fc1","0","Graphics/Characters/silk25","1","","件"
"614","ヴェルベラ","Graphics/Faces/vellraune_fc1","0","Graphics/Characters/Plant02_cip","7","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","维尔贝拉"
"615","スミレ","Graphics/Faces/nependeath_fc1","1","Graphics/Characters/Plant02_cip","6","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","堇"
"616","ローザ","Graphics/Faces/barakizoku_fc1","0","Graphics/Characters/plant03_cip","5","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","罗萨"
"617","ボムボム","Graphics/Faces/bombslime_fc1","0","Graphics/Characters/Slime02_cip","4","Graphics/Pictures/ct_bombslime1","嘣嘣"
"618","リキュルン","Graphics/Faces/liqurslime_fc1","0","Graphics/Characters/Slime02_cip","5","Graphics/Pictures/ct_liqurslime1","利口伦"
"619","プリン","Graphics/Faces/slimeprin_fc1","0","Graphics/Characters/Slime02_cip","3","Graphics/Pictures/ct_slimeprin1","布丁"
"620","アスラ","Graphics/Faces/asura_fc1","0","Graphics/Characters/Evil02_cip","0","Graphics/Pictures/ct_asura1","阿修罗"
"621","マキス","Graphics/Faces/gigaslime_fc1","2","Graphics/Characters/$Gigaslime01","0","","马基斯"
"622","レオノーラ","Graphics/Faces/lamia_n_fc1","0","Graphics/Characters/Lamia03_cip","3","","莱奥诺拉"
"623","クローラント","Graphics/Faces/l_medusa_fc1","0","Graphics/Characters/Lamia03_cip","2","","克罗兰"
"624","パンドラ","Graphics/Faces/pandora_fc1","0","Graphics/Characters/silk25","4","","潘多拉"
"625","ニョロ","Graphics/Faces/utubom_fc1","0","Graphics/Characters/Fishes03_cip","5","Graphics/Pictures/ct_utubom1","扭扭"
"626","アンモナ","Graphics/Faces/ancientscylla_fc1","0","Graphics/Characters/Skylla01_cip","6","","阿蒙娜"
"627","さより","Graphics/Faces/s_akaname_fc1","0","Graphics/Characters/silk23","5","","纱世里"
"628","ヒメ","Graphics/Faces/nekogami_fc1","0","Graphics/Characters/Beast05_cip","3","","姬"
"629","ウメ","Graphics/Faces/kizin_fc1","0","Graphics/Characters/Evil05_cip","5","","梅"
"630","エミシ","Graphics/Faces/onmyosasori_fc1","1","Graphics/Characters/Insect03_cip","3","","艾米希"
"631","ケット・シー","Graphics/Faces/caitsith_fc1","0","Graphics/Characters/silk14","3","Graphics/Pictures/ct_caitsith1","凯西猫"
"632","フォキシー","Graphics/Faces/galfox_fc1","0","Graphics/Characters/silk15","4","","芙克斯"
"633","ジュラ","Graphics/Faces/juraabis_fc1","0","Graphics/Characters/silk22","5","","侏罗"
"634","ヴィオラ","Graphics/Faces/marchosias_fc1","0","Graphics/Characters/silk25","3","","维奥拉"
"635","ロビリッチ","Graphics/Faces/loccubus_fc1","0","Graphics/Characters/Sucbuss04_cip","0","Graphics/Pictures/ct_loccubus1","萝比里奇"
"636","ロッサ","Graphics/Faces/testarossa_fc1","0","Graphics/Characters/Evil04_cip","6","Graphics/Pictures/ct_testarossa1","罗飒"
"637","マミ","Graphics/Faces/ek_mermaid_fc1","0","Graphics/Characters/Fishes04_cip","2","","麻美"
"638","セドナ","Graphics/Faces/greatmarman_fc1","0","Graphics/Characters/silk24","5","","赛德娜"
"639","エレグランテ","Graphics/Faces/gigadryad_fc1","0","Graphics/Characters/$Big_Dryad01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","伊蕾格兰特"
"640","アルキュール","Graphics/Faces/arucubuss_fc1","0","Graphics/Characters/Sucbuss04_cip","7","Graphics/Pictures/ct_arucubuss1","阿尔库尔"
"641","ヴェイユ","Graphics/Faces/lesscubuss_fc1","0","Graphics/Characters/Sucbuss05_cip","0","Graphics/Pictures/ct_lessccubus1","韦伊"
"642","グレイヌ","Graphics/Faces/granabass_fc1","0","Graphics/Characters/Evil04_cip","7","","格蕾娜"
"643","ハーゲンベック","Graphics/Faces/hargenbeck_fc3","0","Graphics/Characters/$Hargenbeck&Doll01_cip","0","","哈根贝克"
"644","サンタマリア","Graphics/Faces/santamaria_fc3","0","Graphics/Characters/$Santamaria&Doll01_cip","0","Graphics/Pictures/ct_santamaria1","圣玛利亚"
"645","エリス","Graphics/Faces/elis_fc1","0","Graphics/Characters/Create05_cip","4","Graphics/Pictures/ct_syoukan_k01","厄里斯"
"646","シャウト","Graphics/Faces/shoutmata_fc1","0","Graphics/Characters/Create05_cip","1","Graphics/Pictures/ct_syoukan_k04","肖特"
"647","ジャイアントセーラ","Graphics/Faces/giantsarah_fc1","0","Graphics/Characters/$Royalelena01_cip","0","Graphics/Pictures/ct_giantsarah1","巨人莎拉"
"648","ズリン","Graphics/Faces/paizuridoll2_fc1","0","Graphics/Characters/Create05_cip","5","Graphics/Pictures/ct_paizuridoll2_1","阿交"
"649","ラブ","Graphics/Faces/lovemata_fc1","0","Graphics/Characters/Create05_cip","3","Graphics/Pictures/ct_syoukan_k05","爱"
"650","ブラヴァツキー","Graphics/Faces/blavatsky_fc1","0","Graphics/Characters/Undead02_cip","3","Graphics/Pictures/ct_blavatsky1","布拉瓦茨基"
"651","アグニ","Graphics/Faces/aguni_fc1","0","Graphics/Characters/Create05_cip","2","Graphics/Pictures/ct_syoukan_k08","阿耆尼"
"652","雅姫","Graphics/Faces/miyabihime_fc1","0","Graphics/Characters/$Miyabi01_cip","0","Graphics/Pictures/ct_syoukan_k09","雅姬"
"653","マヒナ","Graphics/Faces/nanccubus_fc1","0","Graphics/Characters/Sucbuss04_cip","6","","玛希娜"
"654","スカルナ","Graphics/Faces/pabilsag_fc1","0","Graphics/Characters/Insect03_cip","2","","斯卡鲁娜"
"655","ノン","Graphics/Faces/maneater_fc1","0","Graphics/Characters/silk24","1","Graphics/Pictures/ct_syokusyu1；Graphics/Pictures/ct_syokusyu2；Graphics/Pictures/ct_hiru3；Graphics/Pictures/ct_hiru1；Graphics/Pictures/ct_hiru4","诺恩"
"656","シェンホー","Graphics/Faces/kodairyu_fc1","0","Graphics/Characters/$Kodairyu01_cip","0","","仙贺"
"657","ゲート","Graphics/Faces/heavensgate_fc1","0","Graphics/Characters/$Hevan'sGate01_cip","0","","大门"
"658","魔列車","Graphics/Faces/niprell_fc1","0","Graphics/Characters/$Train01","0","","魔列车"
"659","サバト","Graphics/Faces/high_baphomet_fc1","0","Graphics/Characters/Evil06_cip","0","Graphics/Pictures/ct_high_baphomet1","萨巴特"
"660","ミサミサ","Graphics/Faces/rogueelf_fc1","0","Graphics/Characters/DemiHuman03_cip","5","","米萨米萨"
"661","ガーゴー","Graphics/Faces/gargoyle_fc1","0","Graphics/Characters/silk3","1","","伽格"
"662","アテナ","Graphics/Faces/athena_fc1","0","Graphics/Characters/silk24","2","Graphics/Pictures/ct_athena1","雅典娜"
"663","阿吽","Graphics/Faces/aun_fc1","0","Graphics/Characters/$Aun_no_komainu01_cip.","0","","阿吽"
"664","デアフリーゼ","Graphics/Faces/dragonhead_fc1","0","Graphics/Characters/$DagonHead01_cip","0","","德尔芙莉泽"
"665","トロ","Graphics/Faces/monstruo_fc1","1","Graphics/Characters/$Monstruo01_cip","0","Graphics/Pictures/ct_monstruo1","特罗"
"666","シヴァ","Graphics/Faces/siva_fc1","0","Graphics/Characters/silk21","3","Graphics/Pictures/ct_siva1","湿婆"
"667","トリトン","Graphics/Faces/neptune_fc1","0","Graphics/Characters/$Neptune01_cip","0","","特里同"
"668","タオ","Graphics/Faces/tao_fc1","0","Graphics/Characters/$Tao_01_cip","0","","道"
"669","モルボ","Graphics/Faces/moruboru_fc1","0","Graphics/Characters/$Malboro01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2；Graphics/Pictures/ct_moruboru1","毛尔波"
"670","ガリア","Graphics/Faces/a_pterix_fc1","0","Graphics/Characters/$A_pterix01_cip","0","","加利亚"
"671","アデウス","Graphics/Faces/asmodeus_fc1","0","Graphics/Characters/Fishes03_cip","4","","阿蒂斯"
"672","ヨルム","Graphics/Faces/jormungand_fc1","0","Graphics/Characters/$QueenRamia01_cip","0","","耶梦"
"674","アンブロシア","Graphics/Faces/ambrosia_fc1","0","Graphics/Characters/Elemental01_cip","7","Graphics/Pictures/ct_ambrosia1","安布罗西亚"
"675","ロア","Graphics/Faces/loa_fc1","0","Graphics/Characters/Elemental01_cip","6","Graphics/Pictures/ct_loa1","洛阿"
"676","ガタノソア","Graphics/Faces/ghatanothoa_fc1","0","Graphics/Characters/Elemental01_cip","5","Graphics/Pictures/ct_ghatanothoa1","加塔诺托亚"
"677","グリモワール","Graphics/Faces/grimoire_fc1","0","Graphics/Characters/Elemental01_cip","4","Graphics/Pictures/ct_grimoire1","格里莫瓦"
"678","魅凪","Graphics/Faces/minagi_fc1","0","Graphics/Characters/$Minagi01_cip","0","Graphics/Pictures/ct_minagi1；Graphics/Pictures/ct_minagi2；Graphics/Pictures/ct_minagi3","魅凪"
"679","禍撫","Graphics/Faces/kanade_fc1","0","Graphics/Characters/Slime03_cip","0","","祸抚"
"680","蛭蟲","Graphics/Faces/hiruko_fc1","0","Graphics/Characters/Skylla02_cip","2","Graphics/Pictures/ct_hiruko1","蛭虫"
"681","華音","Graphics/Faces/kanon_fc1","0","Graphics/Characters/$Kanon01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/iv_ryokuryu3；Graphics/Pictures/iv_ryokuryu7；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","华音"
"682","玉藻","Graphics/Faces/tamamo_fc3","0","Graphics/Characters/Main03_cip","0","Graphics/Pictures/ct_tamamo1；Graphics/Pictures/ct_tamamo2","玉藻"
"683","沙蛇","Graphics/Faces/sazya_fc1","1","Graphics/Characters/Lamia02_cip","1","","沙蛇"
"684","アリスフィーズ","Graphics/Faces/alice0_fc2","0","Graphics/Characters/Chimera06_cip","5","","爱丽丝菲兹"
"685","アリスフィーズ","Graphics/Faces/alice0_fc1","0","Graphics/Characters/$Alice_the_1st_01_cip","0","","爱丽丝菲兹"
"686","カオスフィーズ","Graphics/Faces/alice0_fc1","1","Graphics/Characters/$Alice_the_1st_02_cip","0","","混沌菲兹"
"692","アドラメレク","Graphics/Faces/adramelek_fc0","0","Graphics/Characters/Evil02_cip","7","Graphics/Pictures/ct_adramelek1","阿德拉梅莱克"
"693","アドラメレク","Graphics/Faces/adramelek_fc2","0","Graphics/Characters/$Adramelech(2nd)01_cip","0","Graphics/Pictures/80_adramelek_st21","阿德拉梅莱克"
"694","アドラメレク","Graphics/Faces/adramelek_fc3","0","Graphics/Characters/$Adramelech(last)01_cip","0","Graphics/Pictures/80_adramelek_st31","阿德拉梅莱克"
"695","クレオ・アドラ","Graphics/Faces/kureo_adora_fc1","0","Graphics/Characters/Evil04_cip","5","Graphics/Pictures/ct_kureo_adora1；Graphics/Pictures/80_kureo_adora_st01b","克莱奥・阿德拉"
"696","白兎","Graphics/Faces/sirousagi_fc1","0","Graphics/Characters/Beast03_cip","5","Graphics/Pictures/ct_sirousagi1","白兔"
"697","アピロ・ラゴス","Graphics/Faces/apiro_ragos_fc1","0","Graphics/Characters/Beast02_cip","3","Graphics/Pictures/ct_apiro_ragos1","阿皮洛・拉戈斯"
"698","死神","Graphics/Faces/sinigami_fc1","0","Graphics/Characters/Evil02_cip","3","Graphics/Pictures/ct_sinigami1","死神"
"699","ニフタ・テロス","Graphics/Faces/nihuta_telos_fc1","0","Graphics/Characters/Evil05_cip","3","Graphics/Pictures/ct_nihuta_telos1","尼菲特・泰罗斯"
"700","イデア・ルカス","Graphics/Faces/idea_rukas_fc1","0","Graphics/Characters/Main03_cip","5","Graphics/Pictures/ct_idea_rukas1；Graphics/Pictures/ct_4spilits","伊迪亚・鲁卡斯"
"701","ネロ","Graphics/Faces/nero_fc2","0","Graphics/Characters/Civlian03_cip","2","Graphics/Pictures/ct_nero2；Graphics/Pictures/ct_nero4","尼禄"
"702","ネロ","Graphics/Faces/nero_fc1","0","Graphics/Characters/Civlian03_cip","1","Graphics/Pictures/ct_nero1；Graphics/Pictures/ct_nero3","尼禄"
"703","ネロ","Graphics/Faces/nero_fc2","0","Graphics/Characters/Civlian03_cip","2","Graphics/Pictures/ct_nero2；Graphics/Pictures/ct_nero4","尼禄"
"704","ネリス","Graphics/Faces/neris_fc1","0","Graphics/Characters/Unknown01","1","","妮莉丝"
"705","ネリス","Graphics/Faces/neris_fc2","0","Graphics/Characters/Unknown01","2","","妮莉丝"
"706","ヌール・コギト","Graphics/Faces/nurukox_fc1","0","Graphics/Characters/$NurukoEX01_cip","0","","努尔・科吉托"
"707","カオス","Graphics/Faces/chaos_fc1","0","Graphics/Characters/$Chaos01_cip","0","","混沌"
"709","黒のアリス","Graphics/Faces/alice8th_fc1","0","Graphics/Characters/Chimera02_cip","7","Graphics/Pictures/ct_alice8th1","黑之爱丽丝"
"710","黒のアリス","Graphics/Faces/alice8th_fc1","5","Graphics/Characters/$Alice_the8th_02_cip","0","","黑之爱丽丝"
"711","黒のアリス","Graphics/Faces/alice8th_fc2","0","Graphics/Characters/$Alice_the8th_03_cip","0","","黑之爱丽丝"
"712","黒のアリス","Graphics/Faces/alice8th_fc2","3","Graphics/Characters/$Alice_the8th_04_cip","0","","黑之爱丽丝"
"713","黒のアリス","Graphics/Faces/alice8th_fc4","0","Graphics/Characters/Chimera04_cip","3","Graphics/Pictures/ct_alice8th2","黑之爱丽丝"
"714","蝕のアリス","Graphics/Faces/alice8th_fc3","0","Graphics/Characters/Chimera04_cip","0","","蚀之爱丽丝"
"715","帽子のアリス","Graphics/Faces/alice8thx_fc1","0","Graphics/Characters/Chimera04_cip","7","","帽之爱丽丝"
"716","傘のアリス","Graphics/Faces/alice8thx_fc1","1","Graphics/Characters/Chimera04_cip","4","","伞之爱丽丝"
"717","赤のアリス","Graphics/Faces/alice8thx_fc1","2","Graphics/Characters/Chimera04_cip","5","","赤之爱丽丝"
"718","冬のアリス","Graphics/Faces/alice8thx_fc1","3","Graphics/Characters/Chimera04_cip","6","","冬之爱丽丝"
"719","剣のアリス","Graphics/Faces/alice8thx_fc1","4","Graphics/Characters/Chimera05_cip","0","","剑之爱丽丝"
"720","武のアリス","Graphics/Faces/alice8thx_fc1","5","Graphics/Characters/Chimera05_cip","1","","武之爱丽丝"
"721","猟のアリス","Graphics/Faces/alice8thx_fc1","6","Graphics/Characters/Chimera05_cip","2","","猎之爱丽丝"
"722","白のアリス","Graphics/Faces/alice8thx_fc1","7","Graphics/Characters/Chimera05_cip","4","","白之爱丽丝"
"723","侍のアリス","Graphics/Faces/alice8thx_fc2","0","Graphics/Characters/Chimera05_cip","3","","侍之爱丽丝"
"724","忍のアリス","Graphics/Faces/alice8thx_fc2","1","Graphics/Characters/Chimera05_cip","5","","忍之爱丽丝"
"725","舞のアリス","Graphics/Faces/alice8thx_fc2","2","Graphics/Characters/Chimera06_cip","0","","舞之爱丽丝"
"726","海のアリス","Graphics/Faces/alice8thx_fc2","3","Graphics/Characters/Chimera05_cip","6","","海之爱丽丝"
"727","呪のアリス","Graphics/Faces/alice8thx_fc2","4","Graphics/Characters/Chimera06_cip","2","","咒之爱丽丝"
"728","兎のアリス","Graphics/Faces/alice8thx_fc2","5","Graphics/Characters/Chimera06_cip","1","","兔之爱丽丝"
"729","魔のアリス","Graphics/Faces/alice8thx_fc2","6","Graphics/Characters/Chimera05_cip","7","","魔之爱丽丝"
"730","アリスフィーズ3世","Graphics/Faces/alice3th_fc1","0","Graphics/Characters/Undead03_cip","2","","爱丽丝菲兹3世"
"731","アリスフィーズ3世","Graphics/Faces/alice3th_fc2","0","Graphics/Characters/bird01_cip","5","","爱丽丝菲兹3世"
"732","アリスフィーズ4世","Graphics/Faces/alice4th_fc1","1","Graphics/Characters/Chimera03_cip","3","Graphics/Pictures/ct_alice4th1","爱丽丝菲兹4世"
"733","アリスフィーズ4世","Graphics/Faces/alice4th_fc2","1","Graphics/Characters/Chimera03_cip","6","","爱丽丝菲兹4世"
"734","アリスフィーズ5世","Graphics/Faces/alice5th_fc1","1","Graphics/Characters/Lamia03_cip","5","","爱丽丝菲兹5世"
"735","アリスフィーズ5世","Graphics/Faces/alice5th_fc2","0","Graphics/Characters/Lamia03_cip","7","","爱丽丝菲兹5世"
"736","アリスフィーズ6世","Graphics/Faces/alice6th_fc1","0","Graphics/Characters/$Alice_wa01_cip","0","","爱丽丝菲兹6世"
"737","アリスフィーズ6世","Graphics/Faces/alice6th_fc2","0","Graphics/Characters/$Aliniwa02_cip","0","","爱丽丝菲兹6世"
"738","アリスフィーズ7世","Graphics/Faces/alice7th_fc1","0","Graphics/Characters/Plant02_cip","5","Graphics/Pictures/ct_alice7th1；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","爱丽丝菲兹7世"
"739","アリスフィーズ7世","Graphics/Faces/alice7th_fc2","1","Graphics/Characters/Plant04_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","爱丽丝菲兹7世"
"740","アリスフィーズ9世","Graphics/Faces/alice9th_fc1","0","Graphics/Characters/Chimera06_cip","3","","爱丽丝菲兹9世"
"741","アリスフィーズ9世","Graphics/Faces/alice9th_fc2","0","Graphics/Characters/Chimera06_cip","6","","爱丽丝菲兹9世"
"742","アリスフィーズ10世","Graphics/Faces/alice10th_fc1","0","Graphics/Characters/Lamia03_cip","4","Graphics/Pictures/ct_alice10th1","爱丽丝菲兹10世"
"743","アリスフィーズ10世","Graphics/Faces/alice10th_fc2","0","Graphics/Characters/Lamia04_cip","0","","爱丽丝菲兹10世"
"744","アリスフィーズ11+12世","Graphics/Faces/alice11th12th_fc2","0","Graphics/Characters/$Alice_the_11th&12th_01_cip","0","","爱丽丝菲兹11+12世"
"745","アリスフィーズ11世","Graphics/Faces/alice11th_fc1","0","Graphics/Characters/Chimera07_cip","1","","爱丽丝菲兹11世"
"746","アリスフィーズ12世","Graphics/Faces/alice12th_fc1","0","Graphics/Characters/Chimera07_cip","0","","爱丽丝菲兹12世"
"747","アリスフィーズ13世","Graphics/Faces/alice13th_fc1","4","Graphics/Characters/$Aliniwa01_cip","0","Graphics/Pictures/ct_alice13th1；Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2；Graphics/Pictures/ct_utubo2；Graphics/Pictures/ct_haetori2","爱丽丝菲兹13世"
"748","アリスフィーズ13世","Graphics/Faces/alice13th_fc2","0","Graphics/Characters/$Alice13_01_cip","0","Graphics/Pictures/ct_tuta1；Graphics/Pictures/ct_tuta2","爱丽丝菲兹13世"
"749","アリスフィーズ14世","Graphics/Faces/alice14th_fc1","0","Graphics/Characters/Chimera06_cip","4","","爱丽丝菲兹14世"
"750","アリスフィーズ14世","Graphics/Faces/alice14th_fc2","0","Graphics/Characters/Chimera06_cip","7","","爱丽丝菲兹14世"
"751","アリスフィーズ15世","Graphics/Faces/alice15th_fc3","0","Graphics/Characters/$Alice_the15th_01_cip","0","","爱丽丝菲兹15世"
"752","アリスフィーズ15世","Graphics/Faces/alice15th_fc4","0","Graphics/Characters/$Alice_the15th_02_cip","0","","爱丽丝菲兹15世"
"753","孫悟空","Graphics/Faces/seitentaisei_fc1","0","Graphics/Characters/silk23","7","Graphics/Pictures/ct_seitentaisei1","孙悟空"
"754","ケツァルコァトル","Graphics/Faces/coatlus_fc1","0","Graphics/Characters/$Coatlus01_cip","0","Graphics/Pictures/ct_coatlus1","羽蛇神"
"755","テスカトリポカ","Graphics/Faces/tezcatlipoca_fc1","0","Graphics/Characters/Beast02_cip","1","Graphics/Pictures/ct_tezcatlipoca1","特斯卡特利波卡"
"756","アジ・ダハーカ","Graphics/Faces/azidahaka_fc1","0","Graphics/Characters/Lamia02_cip","2","Graphics/Pictures/ct_azidahaka1","阿兹・达哈卡"
"757","ヒミコ","Graphics/Faces/tukumokomati_fc1","0","Graphics/Characters/$Himiko","0","","卑弥呼"
"758","イザナミ","Graphics/Faces/izanami_fc1","0","Graphics/Characters/Undead02_cip","2","Graphics/Pictures/ct_izanami1","伊邪那美"
"759","デウスエクスマキナ","Graphics/Faces/deusex_fc2","0","Graphics/Characters/$Brunhild_Enhanced_type01_cip","0","Graphics/Pictures/ct_deusex1；Graphics/Pictures/80_deusex_st21b","机械降神"
"760","デウスエクスマキナ","Graphics/Faces/deusex_fc1","0","Graphics/Characters/$DEM01_cip","0","Graphics/Pictures/80_deusex_st21b","机械降神"
"761","シグルド","Graphics/Faces/sigurd_fc1","0","Graphics/Characters/Create05_cip","6","Graphics/Pictures/ct_sigurd1","希格德"
"762","フレデリカ","Graphics/Faces/frederika_fc2","0","Graphics/Characters/$Frederica_Mk3_01_cip","0","Graphics/Pictures/ct_frederika3","芙蕾德莉卡"
"763","ユー","Graphics/Faces/chromg_fc1","0","Graphics/Characters/silk2","2","","优"
"764","レイ","Graphics/Faces/chromg_fc2","0","Graphics/Characters/silk2","4","","铃"
"765","クロムドール","Graphics/Faces/chromdoll_fc1","2","Graphics/Characters/Undead02_cip","6","","库洛姆木偶"
"766","ラ・クロワ","Graphics/Faces/shirom_fc3","0","Graphics/Characters/silk5","4","","拉・克罗瓦"
"767","影紬","Graphics/Faces/kagetumugi_fc1","0","Graphics/Characters/Evil03_cip","2","Graphics/Pictures/ct_kagetumugi2；Graphics/Pictures/iv_kagetumugi2","影紬"
"768","影紬","Graphics/Faces/kagetumugi_fc8","1","Graphics/Characters/Evil03_cip","7","Graphics/Pictures/80_kagetumugi2_st01","影紬"
"769","黄泉蜘蛛","Graphics/Faces/kagetumugi_fc2","0","Graphics/Characters/Create04_cip","6","","黄泉蜘蛛"
"770","魁狐々","Graphics/Faces/kagetumugi_fc3","0","Graphics/Characters/Create04_cip","7","","魁狐狐"
"771","蘭天狗","Graphics/Faces/kagetumugi_fc4","0","Graphics/Characters/Create04_cip","5","","兰天狗"
"772","マガツカルラ","Graphics/Faces/kagetumugi_fc9","0","Graphics/Characters/$Kagetumugi(last_kugutu)01_cip","0","","祸津迦楼罗"
"773","韋駄天","Graphics/Faces/gob_fc2","0","Graphics/Characters/DemiHuman01_cip","6","","韦驮天"
"774","プッチーナ","Graphics/Faces/pramia_fc2","0","Graphics/Characters/Lamia03_cip","6","","普蒂娜"
"775","ヴァンガード","Graphics/Faces/vgirl_fc2","0","Graphics/Characters/Evil04_cip","3","","万加德"
"776","グランパピー","Graphics/Faces/dragonp_fc2","0","Graphics/Characters/Lizerd01_cip","3","","格兰帕皮"
"777","ミニ","Graphics/Faces/phoenixc_fc1","0","Graphics/Characters/$Phenix_Musume(otona)01_cip","0","Graphics/Pictures/80_phoenixc_st02","米妮"
"778","ミニ","Graphics/Faces/phoenixb_fc1","1","Graphics/Characters/$Phenix_Musume(otona)02_cip","0","Graphics/Pictures/80_phoenixb_st02","米妮"
"779","ギガント","Graphics/Faces/gigantweapon_fc1","0","Graphics/Characters/$GigantWepon01_cip","0","Graphics/Pictures/ct_gigantweapon1","吉甘特"
"780","ネフィリム","Graphics/Faces/nephilim_fc1","0","Graphics/Characters/DemiHuman04_cip","0","Graphics/Pictures/ct_nephilim1","拿非利"
"781","アンゴルモア","Graphics/Faces/angolmois_fc1","0","Graphics/Characters/DemiHuman03_cip","6","Graphics/Pictures/ct_angolmois1","安哥尔摩亚"
"782","マガツオオミカミ","Graphics/Faces/magatuomikami_fc1","0","Graphics/Characters/$Magatu_ookami01_cip","0","Graphics/Pictures/ct_magatuomikami3；Graphics/Pictures/ct_magatuomikami1","祸津大御神"
"783","シンギュラリティ","Graphics/Faces/Singularity_fc1","0","Graphics/Characters/$Singularity01 _cip","0","Graphics/Pictures/ct_singularity_1","奇点"
"784","ワールドドロウン","Graphics/Faces/worlddrown_fc1","0","Graphics/Characters/Undead03_cip","5","","世界沉没者"
"785","コスモス","Graphics/Faces/queenmoss_fc1","4","Graphics/Characters/Insect04_cip","6","","宇宙神蝶"
"786","コスモス","Graphics/Faces/queenmoss_fc1","0","Graphics/Characters/Insect04_cip","5","","宇宙神蝶"
"787","ノーライフキング","Graphics/Faces/dragonbone_fc1","0","Graphics/Characters/Undead03_cip","3","","无生之王"
"788","バアル・ゼブブ","Graphics/Faces/baal_zebub_fc1","0","Graphics/Characters/$Baalzebub01_cip","0","Graphics/Pictures/ct_baal_zebub1","巴力・西卜"
"789","七つの大罪","Graphics/Faces/satan_fc1","0","Graphics/Characters/$Great_devil_succubus01_cip","0","","七宗罪"
"790","メテオラ","Graphics/Faces/skyuba_fc1","0","Graphics/Characters/$ApoptosisSucbuss01_cip","0","","米特奥拉"
"791","エキドナ","Graphics/Faces/echidna_fc1","0","Graphics/Characters/$Echidna01_cip","0","","厄喀德那"
"792","ダークフェニックス","Graphics/Faces/darkphenix_fc1","0","Graphics/Characters/$Dark_Phenix01_cip","0","","黑暗凤凰"
"793","次元侵蝕者","Graphics/Faces/zigen_boss_fc1","0","Graphics/Characters/Evil06_cip","1","Graphics/Pictures/ct_zigen_boss1","次元侵蚀者"
"794","クトゥルフ","Graphics/Faces/cthulhu_fc1","0","Graphics/Characters/$Meijousigatakimono01_cip","0","Graphics/Pictures/ct_cthulhu1","克苏鲁"
"795","星喰い","Graphics/Faces/hosikui_fc1","0","Graphics/Characters/$Hoshikui02_cip","0","Graphics/Pictures/ct_hosikui2","星喰"
"796","虚竜","Graphics/Faces/koron_fc1","0","Graphics/Characters/Lizerd01_cip","5","Graphics/Pictures/ct_koron2","虚龙"
"797","魔神","Graphics/Faces/mazin_fc1","0","Graphics/Characters/$Majin01_cip01","0","","魔神"
"798","鬼神","Graphics/Faces/kizin2_fc1","0","Graphics/Characters/$Kishin01_cip","0","","鬼神"
