"技能ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","HP消耗","MP消耗","SP消耗（内部TP）","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"5769","カームブレス","特技","対象：使用者　効果：HP中回復
特殊な呼吸で使用者のHPを回復する","","","0","0","2","治愈吐息","特技","対象：使用者　効果：HP中回復
通过特殊呼吸恢复使用者的HP","","","63"
"5770","メディテーション","特技","対象：使用者　効果：HP全回復
深い瞑想で使用者のHPを全回復する","","","0","0","4","冥想","特技","対象：使用者　効果：HP全回復
通过深度冥想使使用者的HP完全恢复","","","63"
"5771","グングニル","特技","威力：ＳＳ（魔or器）　対象：敵ランダム5回　属性：快楽　効果：恍惚
魔法の槍で快感を与え、さらに心を奪う奥義","","","0","40","0","冈格尼尔","特技","威力：ＳＳ（魔or器）　対象：敵ランダム5回　属性：快楽　効果：恍惚
用魔法之枪给予快感，并进一步夺取心灵的奥义","","","63"
"5772","ロギン","白魔法","対象：味方単体　効果：HP中回復
味方単体の体力を回復する癒しの魔法","","","0","2","0","洛金","白魔法","対象：味方単体　効果：HP中回復
恢复我方单体体力的治愈魔法","","","22"
"5773","ファル・ロギン","白魔法","対象：味方単体　効果：HP大回復
味方単体の体力を大回復する癒しの魔法","","","0","5","0","法尔・洛金","白魔法","対象：味方単体　効果：HP大回復
大幅恢复我方单体体力的治愈魔法","","","22"
"5774","アルスイーサ","白魔法","対象：味方単体　効果：全状態異常回復
味方単体の状態異常を回復する魔法","","","0","4","0","阿尔斯伊萨","白魔法","対象：味方単体　効果：全状態異常回復
恢复我方单体异常状态的魔法","","","22"
"5775","リスティル","白魔法","対象：使用者　効果：魔力・器用さアップ
使用者の魔力と器用さをアップする","","","0","4","0","利斯提尔","白魔法","対象：使用者　効果：魔力・器用さアップ
提升使用者的魔力和灵巧","","","22"
"5776","グリマギルデ","白魔法","対象：味方単体　効果：全能力大アップ
魔王の力を引き出し、味方単体の全能力を大幅に上げる","","","0","20","0","格里马吉尔德","白魔法","対象：味方単体　効果：全能力大アップ
引出魔王之力，大幅提升我方单体的全能力","","","22"
"5777","ファル・ラプチャ","黒魔法","対象：敵全体　効果：恍惚
敵全体を恍惚状態にする魔法","","","0","5","0","法尔・拉普查","黑魔法","対象：敵全体　効果：恍惚
使全体敌人陷入恍惚状态的魔法","","","23"
"5778","センシブ","黒魔法","対象：敵全体　効果：敏感
敵全体を敏感状態にする魔法","","","0","5","0","敏感","黑魔法","対象：敵全体　効果：敏感
使全体敌人陷入敏感状态的魔法","","","23"
"5779","イーサグン","白魔法","対象：敵全体　効果：強化解除
敵全体の強化効果を解除する魔技","","","0","7","0","伊萨根","白魔法","対象：敵全体　効果：強化解除
解除全体敌人强化效果的魔技","","","22"
"5780","イーサフニ","白魔法","対象：味方全体　効果：弱化解除
味方全体の弱化効果を解除する","","","0","5","0","伊萨夫尼","白魔法","対象：味方全体　効果：弱化解除
解除我方全体弱化效果","","","22"
"5781","ユビキタス・ラヴ","淫技","威力：ＳＳ（器or魔）　対象：敵単体　属性：快楽　効果：恍惚・誘惑・絶頂
極大の快感で昇天させる夢魔の奥義","","","0","0","12","无处不在的爱","淫技","威力：ＳＳ（器or魔）　対象：敵単体　属性：快楽　効果：恍惚・誘惑・絶頂
用极大的快感使人升天的梦魔奥义","","","49"
"5782","ナイトメア","淫技","威力：ＳＳ（器or魔）　対象：敵全体　属性：快楽　効果：恍惚
果てなき夢の国へと誘う夢魔奥義","","","0","0","17","噩梦","淫技","威力：ＳＳ（器or魔）　対象：敵全体　属性：快楽　効果：恍惚
邀请进入无尽梦境之国的梦魔奥义","","","49"
"5783","イリスペタル","白魔法","対象：味方単体　効果：HP中回復
味方単体のHPを回復する魔法","","","0","2","0","伊莉丝佩塔尔","白魔法","対象：味方単体　効果：HP中回復
恢复我方单体HP的魔法","","","22"
"5784","エルダブルム","白魔法","対象：味方単体　効果：攻撃力アップ
仲間単体の精力が高まり、攻撃力がアップする","","","0","4","0","艾尔达布鲁姆","白魔法","対象：味方単体　効果：攻撃力アップ
提升我方单体精力，攻击力上升","","","22"
"5785","ネリネブルム","白魔法","対象：味方単体　効果：防御力・精神力アップ
仲間単体の忍耐が高まり、防御力と精神力がアップする","","","0","4","0","内里内布鲁姆","白魔法","対象：味方単体　効果：防御力・精神力アップ
提升我方单体的忍耐力，防御力和精神力上升","","","22"
"5786","サフラブルム","白魔法","対象：味方単体　効果：器用さアップ
仲間単体の器用さがアップする","","","0","4","0","萨弗拉布鲁姆","白魔法","対象：味方単体　効果：器用さアップ
提升我方单体的灵巧","","","22"
"5787","チャーム","黒魔法","対象：敵単体　効果：恍惚
敵1人を中確率で恍惚状態にする","","","0","3","0","魅惑","黑魔法","対象：敵単体　効果：恍惚
中概率使敌方单体陷入恍惚状态","","","23"
"5788","シャイニングレイジ","黒魔法","威力：４Ｓ（魔）　対象：敵全体　属性：雷・聖
敵全員に憤怒の雷撃を撃ち落とす異世界の光属性最強魔法","","","0","750","0","闪耀愤怒","黑魔法","威力：４Ｓ（魔）　対象：敵全体　属性：雷・聖
对敌方全体降下愤怒的雷击，异世界光属性最强魔法","","","23"
"5789","リフレッシュ","特技","対象：使用者　効果：全状態異常・弱化解除
使用者の状態異常および弱化効果を解除する","","","0","0","2","刷新","特技","対象：使用者　効果：全状態異常・弱化解除
解除使用者的状态异常及弱化效果","","","63"
"5790","セットサークル","魔技","対象：味方単体　効果：消費MP・SPなし
3ターンの間、消費MPおよびSPが0になる","","","0","18","0","设置圆环","魔技","対象：味方単体　効果：消費MP・SPなし
3回合内，消耗MP及SP变为0","","","50"
"5791","サフラブルム・アルダ","魔技","対象：味方全体　効果：器用さアップ
仲間全員の器用さがアップする","","","0","8","0","萨弗拉布鲁姆・阿尔达","魔技","対象：味方全体　効果：器用さアップ
提升我方全体的灵巧","","","50"
"5792","ストレリイーザ","魔技","対象：敵単体　効果：全能力ダウン
敵単体の全能力がダウンする","","","0","18","0","斯特雷里耶扎","魔技","対象：敵単体　効果：全能力ダウン
单体敌人的全能力下降","","","50"
"5793","テンプテーション","淫技","対象：敵全体　効果：速攻・恍惚・誘惑・スタン
全身から溢れる魅力により、敵全体の心を乱す","","","0","0","2","诱惑","淫技","対象：敵全体　効果：速攻・恍惚・誘惑・スタン
全身散发出的魅力，扰乱全体敌人的心","","","49"
"5794","プライスオブシナー","淫技","威力：Ｓ（魔or器）　対象：敵全体　属性：快楽　効果：敏感
敵全体を愛撫し、快楽に浸らせる夢魔奥義","","","0","0","12","罪人之价","淫技","威力：Ｓ（魔or器）　対象：敵全体　属性：快楽　効果：敏感
爱抚全体敌人，使其沉浸在快乐中的梦魔奥义","","","49"
"5795","パッションビート","淫技","対象：味方全体　効果：器用さ・素早さアップ
味方全体の器用さと素早さをアップさせる淫技","","","0","0","6","激情节拍","淫技","対象：味方全体　効果：器用さ・素早さアップ
提升我方全体的灵巧和敏捷的淫技","","","49"
"5796","自信過剰","淫技","対象：使用者　効果：器用さアップ・淫技強化
使用者の器用さがアップし、高揚状態となる","","","0","0","3","过度自信","淫技","対象：使用者　効果：器用さアップ・淫技強化
使用者的灵巧提升，进入高扬状态","","","49"
"5797","ブルムカール・アルダ","魔技","対象：敵全体　効果：強化解除
敵全体の強化効果を解除する魔技","","","0","15","0","布鲁姆卡尔・阿尔达","魔技","対象：敵全体　効果：強化解除
解除全体敌人强化效果的魔技","","","50"
"5798","ヒーローキリング","黒魔法","威力：ＳＳ（魔）　対象：敵単体　属性：闇　効果：即死
仇なす宿敵を運命ごと断ち切り惨殺する闇属性斬攻撃","","","0","40","0","英雄杀手","黑魔法","威力：ＳＳ（魔）　対象：敵単体　属性：闇　効果：即死
斩断宿敌的命运，惨杀的暗属性斩击","","","23"
"5799","メテオエクリプス","黒魔法","威力：ＳＳ（魔）　対象：敵全体　属性：炎
星を食らう壊滅が焼き尽くす、異世界の炎属性最強魔法","","","0","55","0","流星日食","黑魔法","威力：ＳＳ（魔）　対象：敵全体　属性：炎
吞噬星辰的毁灭，烧尽一切的异世界炎属性最强魔法","","","23"
"5800","ワールドブレイカー","黒魔法","威力：ＳＳＳ（魔）　対象：敵全体
膨大な魔力を放出し全てを跡形もなく消し去る破壊光線","","","0","80","0","世界破坏者","黑魔法","威力：ＳＳＳ（魔）　対象：敵全体
释放庞大的魔力，将一切抹消的破坏光线","","","23"
"5801","封舌の札","特技","対象：敵全体　効果：速攻・沈黙・魔力ダウン
敵全体の「舌」を封じ、魔法の詠唱を阻害する","","","0","0","1","封舌之符","特技","対象：敵全体　効果：速攻・沈黙・魔力ダウン
封住全体敌人的「舌」，阻碍魔法咏唱","","","63"
"5802","縛手の札","特技","対象：敵全体　効果：速攻・攻撃力・器用さダウン
敵全体の「手」を封じ、手を使った攻撃を阻害する","","","0","0","1","缚手之符","特技","対象：敵全体　効果：速攻・攻撃力・器用さダウン
封住全体敌人的「手」，阻碍使用手的攻击","","","63"
"5803","固足の札","特技","対象：敵全体　効果：速攻・スタン・素早さダウン
敵全体の「足」を封じ、足を使った行動を阻害する","","","0","0","1","固足之符","特技","対象：敵全体　効果：速攻・スタン・素早さダウン
封住全体敌人的「脚」，阻碍使用脚的行动","","","63"
"5804","夢くずし","格闘","威力：Ａ（力・速）　対象：敵単体　効果：亜人・淫魔特攻
力強い拳で、幻影や嘘の姿を打ち崩す格闘技","","","0","0","7","破梦","格闘","威力：Ａ（力・速）　対象：敵単体　効果：亜人・淫魔特攻
用强力的拳头，击碎幻影和虚假姿态的格斗技","","","21"
"5805","クロスカウンター","格闘","威力：Ｓ（力・速）　対象：敵単体　効果：物理カウンター発動
相手の攻撃を食らいつつ、クロスカウンターを叩き込む奥義","","","0","0","2","交叉反击","格闘","威力：Ｓ（力・速）　対象：敵単体　効果：物理カウンター発動
承受对手的攻击，同时施展交叉反击的奥义","","","21"
"5806","反撃：クロスカウンター","格闘","威力：Ｓ（力・速）　対象：敵単体
スキル5805、防具354,3772","","","0","0","0","反撃：クロスカウンター","格闘","威力：Ｓ（力・速）　対象：敵単体
スキル5805、防具354,3772","","","21"
"5807","休息","特技","対象：使用者　効果：SP大回復
体を休め、SPを回復する","","","0","0","0","休息","特技","対象：使用者　効果：SP大回復
让身体休息，恢复SP","","","63"
"5808","黒のやまびこ","陰陽術","威力：Ｓ（魔or器）　対象：敵全体　属性：闇
周囲の邪気を呼び寄せ、一斉に声を上げさせる陰陽術","","","0","30","0","黑之回声","阴阳术","威力：Ｓ（魔or器）　対象：敵全体　属性：闇
召唤周围的邪气，齐声呼喊的阴阳术","","","29"
"5809","龍呑み大水","陰陽術","威力：Ｓ（魔or器）　対象：敵全体　属性：水
大波を呼びよせ、敵を押し流す陰陽術","","","0","30","0","龙吞大水","阴阳术","威力：Ｓ（魔or器）　対象：敵全体　属性：水
召唤大浪，将敌人冲走的阴阳术","","","29"
"5810","禍ツ鬼火","陰陽術","威力：Ｓ（魔or器）　対象：敵全体　属性：炎
炎の大柱を召喚し、敵を焼き焦がす陰陽術","","","0","30","0","祸之鬼火","阴阳术","威力：Ｓ（魔or器）　対象：敵全体　属性：炎
召唤炎之大柱，将敌人烧焦的阴阳术","","","29"
"5811","呪鬼の檻","陰陽術","対象：敵全体　効果：暗闇・沈黙・麻痺・スタン　効果：速攻
妖魔狩人の編み出した、鬼を縛るための小さな魔法陣","","","0","5","0","咒鬼之笼","阴阳术","対象：敵全体　効果：暗闇・沈黙・麻痺・スタン　効果：速攻
妖魔猎人编织出的，束缚鬼的小魔法阵","","","29"
"5812","妖魔殺しの息","陰陽術","威力：Ａ（魔or器）　対象：敵全体　属性：バイオ　効果：亜人・淫魔・妖狐特攻
濃く重い瘴気を放ち、人ならざる者を一網打尽にする","","","0","20","0","妖魔杀之息","阴阳术","威力：Ａ（魔or器）　対象：敵全体　属性：バイオ　効果：亜人・淫魔・妖狐特攻
释放浓重的瘴气，一网打尽非人者","","","29"
"5813","蕩天の霧","陰陽術","威力：Ｂ（魔or器）　対象：敵全体　属性：快楽　効果：混乱・敏感・恍惚・誘惑
敵全体に劣情を及ぼさせる催淫術","","","0","16","0","荡天之雾","阴阳术","威力：Ｂ（魔or器）　対象：敵全体　属性：快楽　効果：混乱・敏感・恍惚・誘惑
对全体敌人施加劣情的催淫术","","","29"
"5814","エル・ピリオド","黒魔法","威力：Ｓ（魔）　対象：敵単体
属性耐性を無視する異世界の攻撃魔法","","","0","22","0","魔光・净","黑魔法","威力：Ｓ（魔）　対象：敵単体
无视属性耐性的异世界攻击魔法","","","23"
"5815","ホットリミット","黒魔法","対象：使用者　効果：攻撃力・魔力アップ・器用さ
5ターンの間、攻撃力・魔力・器用さがアップする","","","0","5","0","限制解除","黑魔法","対象：使用者　効果：攻撃力・魔力アップ・器用さ
5回合内，攻击力・魔力・灵巧提升","","","23"
"5816","クールカーム","黒魔法","対象：使用者　効果：精神系状態異常無効化
5ターンの間、混乱・睡眠・快楽状態異常を無効化する","","","0","5","0","冷静精神","黑魔法","対象：使用者　効果：精神系状態異常無効化
5回合内，混乱・睡眠・快乐状态异常无效化","","","23"
"5817","シルフストーム","黒魔法","対象：使用者　効果：回避率特大アップ
5ターンの間、回避率が90%になる","","","0","12","0","希尔芙风暴","黑魔法","対象：使用者　効果：回避率特大アップ
5回合内，回避率增加90%","","","23"
"5818","ボルテクステップ","黒魔法","対象：使用者　効果：「剣技」「銃技」「黒魔法」速攻
5ターンの間、特定の武技や魔法が速攻発動する","","","0","15","0","疾电步伐","黑魔法","対象：使用者　効果：「剣技」「銃技」「黒魔法」速攻
5回合内，特定的武技或魔法将速攻发动","","","23"
"5819","ヘル・ブレイク","黒魔法","対象：使用者　効果：HP・SP・MP自動回復
10ターンの間、HP・SP・MPが大幅に自動回復していく","","","0","30","0","地狱之躯","黑魔法","対象：使用者　効果：HP・SP・MP自動回復
10回合内，HP・SP・MP大幅自动回复","","","23"
"5820","フローズン","黒魔法","対象：使用者　効果：最大HP・最大MPアップ・快楽半減
10ターンの間、最大HPとMPが上昇し快楽ダメージ半減","","","0","15","0","冰封","黑魔法","対象：使用者　効果：最大HP・最大MPアップ・快楽半減
10回合内，最大HP和MP上升，快乐伤害减半","","","23"
"5821","連続用：フローズン1","医術","","","","0","0","0","連続用：フローズン1","医术","","","","45"
"5822","連続用：フローズン2","未分类技能","","","","0","0","0","連続用：フローズン2","未分类技能","","","","0"
"5823","シルフトリック","黒魔法","対象：使用者　効果：消費MP・SP半減
10ターンの間、消費MPとSPが半減する","","","0","15","0","希尔芙恶作剧","黑魔法","対象：使用者　効果：消費MP・SP半減
10回合内，消耗MP和SP减半","","","23"
"5824","ライジング","黒魔法","対象：使用者　効果：魔法絶対回避・拘束無効
10ターンの間、魔法を確実に回避し拘束無効","","","0","15","0","超载","黑魔法","対象：使用者　効果：魔法絶対回避・拘束無効
10回合内，魔法绝对回避，拘束无效","","","23"
"5825","ランパスドロップ","植物技","対象：味方単体　効果：HP/MP小回復・快楽状態耐性無効
特殊なドロップでHPとMPを回復、しばらく快楽状態耐性を無効化","","","0","0","4","兰帕丝蜜糖","植物技","対象：味方単体　効果：HP/MP小回復・快楽状態耐性無効
用特殊的蜜糖回复HP和MP，暂时快乐状态耐性无效","","","58"
"5826","呪髪","魔技","威力：Ａ（全）　対象：敵単体　属性：快楽　効果：HP吸収・拘束
敵単体に魔性の髪を絡み付かせ、拘束する魔技","","","0","0","6","咒发","魔技","威力：Ａ（全）　対象：敵単体　属性：快楽　効果：HP吸収・拘束
对单体敌人施展魔性之发，拘束的魔技","","","50"
"5827","呪髪・流","魔技","威力：Ａ（全）　対象：敵全体　属性：快楽　効果：HP吸収・拘束
敵全体に魔性の髪を絡み付かせ、拘束する魔技","","","0","0","8","咒发・流","魔技","威力：Ａ（全）　対象：敵全体　属性：快楽　効果：HP吸収・拘束
对全体敌人施展魔性之发，拘束的魔技","","","50"
"5828","アルラウネフォーム","特技","対象：敵全体　効果：恍惚
恍惚の花粉を撒き散らしながらアルラウネフォームに変化する","","","0","0","5","阿娜温形态","特技","対象：敵全体　効果：恍惚
撒播恍惚花粉的同时变为阿娜温形态","","","63"
"5829","ビーストフォーム","特技","威力：Ａ（力）　対象：敵ランダム4回
荒れ狂いながらビーストフォームに変化する","","","0","0","5","野兽形态","特技","威力：Ａ（力）　対象：敵ランダム4回
狂暴的同时变为野兽形态","","","63"
"5830","ジェルフォーム","特技","威力：Ｂ（器）　対象：敵全体　属性：快楽　効果：ヌルヌル
粘液を浸食させながらジェルフォームに変化する","","","0","0","5","凝胶形态","特技","威力：Ｂ（器）　対象：敵全体　属性：快楽　効果：ヌルヌル
浸透粘液的同时变为凝胶形态","","","63"
"5831","フラッシュカウンター","剣技","威力：Ｓ（力）　対象：敵単体　効果：物理カウンター発動
相手の攻撃を無効化し、カウンターを叩き込む万能剣士の奥義","","","0","0","5","闪光反击","剑技","威力：Ｓ（力）　対象：敵単体　効果：物理カウンター発動
无效化对手的攻击，并进行反击的万能剑士奥义","","","7"
"5832","反撃：フラッシュカウンター","剣技","防具362,3780、職業5125,5133,5134、ステート439","","","0","0","0","反撃：フラッシュカウンター","剑技","防具362,3780、職業5125,5133,5134、ステート439","","","7"
"5833","マギ・ユナイト","格闘","威力：Ｓ（力・速）　対象：敵ランダム6回
力を合わせて乱撃を繰り出すベルとリラの合体奥義","","","0","0","10","玛吉・尤奈特","格闘","威力：Ｓ（力・速）　対象：敵ランダム6回
贝尔和莉拉合力发动的乱击合体奥义","","","21"
"5834","有翼魔の祝福","黒魔法","威力：Ｓ（魔）　対象：敵全体　属性：快楽・音波　効果：敏感・恍惚・誘惑
敵全体の精神を乱すミュゼットの洗脳奥義","","","0","30","0","有翼魔的祝福","黑魔法","威力：Ｓ（魔）　対象：敵全体　属性：快楽・音波　効果：敏感・恍惚・誘惑
扰乱全体敌人精神的缪泽特洗脑奥义","","","23"
"5835","バーサーク","特技","対象：使用者　効果：最大HP・攻撃力大アップ・剣技二連続発動
秘められた力を解放し、暴走状態となる","","","0","0","7","狂暴","特技","対象：使用者　効果：最大HP・攻撃力大アップ・剣技二連続発動
解放隐藏的力量，进入暴走状态","","","63"
"5836","欲望の尻尾包み","獣技","威力：ＳＳ（器or魔）　対象：敵ランダム8回　属性：快楽　効果：拘束・恍惚
尻尾を乱舞させ快楽の渦に巻き込む秘奥義","","","0","0","14","欲望的尾巴包裹","獣技","威力：ＳＳ（器or魔）　対象：敵ランダム8回　属性：快楽　効果：拘束・恍惚
乱舞尾巴将敌人卷入快乐的漩涡中的秘奥义","","","53"
"5838","スクリーム","特技","対象：敵全体　効果：速攻・スタン
敵全体をスタンさせる","","","0","0","1","呻吟","特技","対象：敵全体　効果：速攻・スタン
使全体敌人眩晕","","","63"
"5839","私を忘れないで…","特技","対象：敵全体　効果：速攻・素早さ大ダウン
敵全体の素早さを大幅にダウンさせる","","","0","0","3","私を忘れないで…","特技","対象：敵全体　効果：速攻・素早さ大ダウン
大幅降低全体敌人的敏捷","","","63"
"5840","サービスフォーユー","特技","対象：使用者　効果：速攻・SP大回復・聖属性付加
10ターンの間、SPが大幅に自動回復し聖属性を付加","","","0","0","6","为你服务","特技","対象：使用者　効果：速攻・SP大回復・聖属性付加
10回合内，SP大幅自动恢复并附加圣属性","","","63"
"5841","ハミング","特技","対象：使用者　効果：速攻・全能力・命中率アップ
5ターンの間、全能力および命中率がアップする","","","0","0","4","哼唱","特技","対象：使用者　効果：速攻・全能力・命中率アップ
5回合内，全能力和命中率提升","","","63"
"5842","幸運のキス","特技","対象：使用者　効果：速攻・会心・会心ダメージアップ
5ターンの間、会心率と会心ダメージが大幅にアップする","","","0","0","4","幸运之吻","特技","対象：使用者　効果：速攻・会心・会心ダメージアップ
5回合内，会心率和会心伤害大幅提升","","","63"
"5843","処刑執行","特技","対象：使用者　効果：鎌技速攻・発動回数・回避率アップ
フォーム覚醒により使用者を大幅に強化する","","","0","0","5","处刑执行","特技","対象：使用者　効果：鎌技速攻・発動回数・回避率アップ
形态觉醒使使用者大幅强化","","","63"
"5844","鬼牙解放","特技","対象：使用者　効果：格闘威力・カウンター率大アップ
フォーム覚醒により使用者を大幅に強化する","","","0","0","5","鬼牙解放","特技","対象：使用者　効果：格闘威力・カウンター率大アップ
形态觉醒使使用者大幅强化","","","63"
"5845","神殺ノ枝","特技","対象：使用者　効果：剣技威力・会心率大アップ
フォーム覚醒により使用者を大幅に強化する","","","0","0","5","神杀之枝","特技","対象：使用者　効果：剣技威力・会心率大アップ
形态觉醒使使用者大幅强化","","","63"
"5846","ドレインチェーン","魔技","威力：Ａ（魔or器）　対象：敵単体　属性：快楽・闇　効果：拘束・HP吸収
魔力の鎖で敵を拘束し、精気を搾り取る","","","0","16","0","吸收之链","魔技","威力：Ａ（魔or器）　対象：敵単体　属性：快楽・闇　効果：拘束・HP吸収
魔力锁链拘束敌人，榨取精气","","","50"
"5847","時止め","時魔法","対象：全世界　効果：時間停止
魔力によって時空を凍結させ、時を止める魔法","","","0","30","0","时间停止","时魔法","対象：全世界　効果：時間停止
通过魔力冻结时空，停止时间的魔法","","","24"
"5848","バーゲスト","召喚","威力：Ｓ（魔or器）　対象：敵単体　効果：出血特攻・出血
マイルームから「バーゲスト」を呼び出すが、何もしない事もある","","","0","25","0","巴格斯特","召唤","威力：Ｓ（魔or器）　対象：敵単体　効果：出血特攻・出血
从我的房间召唤「巴格斯特」，但有时什么也不做","","","25"
"5849","ランパス","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・HP吸収・即死
マイルームから「ランパス」を呼び出す","","","0","20","0","兰帕丝","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・HP吸収・即死
从我的房间召唤「兰帕丝」","","","25"
"5850","アイアンメイデン","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：雷　効果：出血特攻
マイルームから「アイアンメイデン」を呼び出す","","","0","20","0","铁处女","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：雷　効果：出血特攻
从我的房间召唤「铁处女」","","","25"
"5851","エンプーサ","召喚","威力：Ｓ（魔or器）　対象：敵ランダム4回　効果：出血特攻・毒・出血
マイルームから「エンプーサ」を呼び出す","","","0","25","0","恩普萨","召唤","威力：Ｓ（魔or器）　対象：敵ランダム4回　効果：出血特攻・毒・出血
从我的房间召唤「恩普萨」","","","25"
"5852","マザーラビット","召喚","対象：味方全体　効果：HP全回復　効果：HPターン中回復
マイルームから「マザーラビット」を呼び出す","","","0","30","0","妈妈兔","召唤","対象：味方全体　効果：HP全回復　効果：HPターン中回復
从我的房间召唤「妈妈兔」","","","25"
"5853","ハル＆リズ","召喚","威力：Ｓ（魔or器）　対象：敵ランダム4回　属性：快楽　効果：出血特攻・恍惚
マイルームから「ハル＆リズ」を呼び出す","","","0","25","0","春＆莉兹","召唤","威力：Ｓ（魔or器）　対象：敵ランダム4回　属性：快楽　効果：出血特攻・恍惚
从我的房间召唤「春＆莉兹」","","","25"
"5854","躯","召喚","威力：Ａ（魔or器）　対象：敵全体　効果：出血特攻・即死
マイルームから「躯」を呼び出す","","","0","20","0","躯","召唤","威力：Ａ（魔or器）　対象：敵全体　効果：出血特攻・即死
从我的房间召唤「躯」","","","25"
"5855","ニーナ","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・味方全体SP中回復
マイルームから「ニーナ」を呼び出す","","","0","22","0","妮娜","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・味方全体SP中回復
从我的房间召唤「妮娜」","","","25"
"5856","エコー","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：炎　効果：出血特攻
マイルームから「エコー」を呼び出す","","","0","20","0","回声","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：炎　効果：出血特攻
从我的房间召唤「回声」","","","25"
"5857","スフィンクス","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：氷　効果：出血特攻
マイルームから「スフィンクス」を呼び出す","","","0","20","0","斯芬克斯","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：氷　効果：出血特攻
从我的房间召唤「斯芬克斯」","","","25"
"5858","アルケニー","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・スタン・拘束
マイルームから「アルケニー」を呼び出す","","","0","20","0","阿尔凯尼","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：快楽　効果：出血特攻・スタン・拘束
从我的房间召唤「阿尔凯尼」","","","25"
"5859","ティタノボア","召喚","威力：ＳＳ（魔or器）　対象：敵単体　効果：出血特攻
マイルームから「ティタノボア」を呼び出す","","","0","35","0","泰坦巨蟒","召唤","威力：ＳＳ（魔or器）　対象：敵単体　効果：出血特攻
从我的房间召唤「泰坦巨蟒」","","","25"
"5860","カマソッソ","召喚","威力：Ａ（魔or器）　対象：敵全体　属性：風　効果：出血特攻
マイルームから「カマソッソ」を呼び出す","","","0","20","0","卡玛佐兹","召唤","威力：Ａ（魔or器）　対象：敵全体　属性：風　効果：出血特攻
从我的房间召唤「卡玛佐兹」","","","25"
"5861","妲己","召喚","威力：Ｓ（魔or器）　対象：敵全体　属性：闇　効果：出血特攻
マイルームから「妲己」を呼び出す","","","0","30","0","妲己","召唤","威力：Ｓ（魔or器）　対象：敵全体　属性：闇　効果：出血特攻
从我的房间召唤「妲己」","","","25"
"5863","キッス","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：敏感
キスを交わす基本淫技","","","0","0","0","吻","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：敏感
交换吻的基本淫技","","","49"
"5864","バスト","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：恍惚
胸を攻める淫技","","","0","0","1","胸部","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：恍惚
攻击胸部的淫技","","","49"
"5865","ヒップ","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：素早さダウン
お尻を攻める基本淫技","","","0","0","1","臀部","淫技","威力：Ｅ（器）　対象：敵単体　属性：快楽　効果：素早さダウン
攻击臀部的基本淫技","","","49"
"5866","ヴァッジ","淫技","威力：Ｄ（器）　対象：敵単体　属性：快楽
アソコを攻める基本淫技","","","0","0","2","阴部","淫技","威力：Ｄ（器）　対象：敵単体　属性：快楽
攻击阴部的基本淫技","","","49"
"5867","ピストン","淫技","威力：Ｂ（器）　対象：敵単体　属性：快楽
挿入し腰を振る淫技","","","0","0","4","活塞","淫技","威力：Ｂ（器）　対象：敵単体　属性：快楽
插入并摇动腰部的淫技","","","49"
"5868","ダブルピストン","淫技","威力：Ａ（器）　対象：敵単体　属性：快楽
挿入し激しく腰を振る強力な淫技","","","0","0","7","双重活塞","淫技","威力：Ａ（器）　対象：敵単体　属性：快楽
插入并激烈摇动腰部的强力淫技","","","49"
"5869","甘い言葉","話す","対象：敵全体　効果：敏感・友好度小アップ
ムードを高め敵全体を敏感にする話術","","","0","0","1","甜言蜜语","交谈","対象：敵全体　効果：敏感・友好度小アップ
提高气氛使全体敌人敏感的谈话技巧","","","39"
"5870","クロッチ","淫技","威力：Ｄ（器）　対象：敵単体　属性：快楽
アソコを攻める基本淫技","","","0","0","2","阴部","淫技","威力：Ｄ（器）　対象：敵単体　属性：快楽
攻击阴部的基本淫技","","","49"
"5871","スウィング","淫技","威力：Ｃ（器）　対象：敵単体　属性：快楽
挿入し腰を振る淫技","","","0","0","3","摇摆","淫技","威力：Ｃ（器）　対象：敵単体　属性：快楽
插入并摇动腰部的淫技","","","49"
