"大分类","技能类型ID","技能类型名称","技能类型中文名称","技能ID","技能名称","技能中文名称"
"种族技","50","魔技","","2547","暗闇の魔眼","黑暗的魔眼"
"种族技","50","魔技","","2548","沈黙の魔眼","沉默的魔眼"
"种族技","50","魔技","","2549","混乱の魔眼","混乱的魔眼"
"种族技","50","魔技","","2550","睡眠の魔眼","睡眠的魔眼"
"种族技","50","魔技","","2551","麻痺の魔眼","麻痹的魔眼"
"种族技","50","魔技","","2552","炎上の魔眼","燃烧的魔眼"
"种族技","50","魔技","","2553","凍結の魔眼","冻结的魔眼"
"种族技","50","魔技","","2554","感電の魔眼","感电的魔眼"
"种族技","50","魔技","","2555","暴走の魔眼","暴走的魔眼"
"种族技","50","魔技","","2556","石化の魔眼","石化的魔眼"
"种族技","50","魔技","","2557","即死の魔眼","即死的魔眼"
"种族技","50","魔技","","2558","王者の魔眼","王者的魔眼"
"种族技","50","魔技","","2559","蛇神の魔眼","蛇神的魔眼"
"种族技","50","魔技","","2560","恍惚の魔眼","恍惚的魔眼"
"种族技","50","魔技","","2561","誘惑の魔眼","诱惑的魔眼"
"种族技","50","魔技","","2562","失禁の魔眼","失禁的魔眼"
"种族技","50","魔技","","2563","絶頂の魔眼","绝顶的魔眼"
"种族技","50","魔技","","2564","浄化の魔眼","净化的魔眼"
"种族技","50","魔技","","2565","回復の魔眼","恢复的魔眼"
"种族技","50","魔技","","2566","全快の魔眼","全恢复的魔眼"
"种族技","50","魔技","","2567","治癒の魔眼","治愈的魔眼"
"种族技","50","魔技","","2568","復活の魔眼","复活的魔眼"
"种族技","50","魔技","","2569","永眠の誘い","永眠的诱惑"
"种族技","50","魔技","","2570","快楽昇天","快乐升天"
"种族技","50","魔技","","2571","舌のムチ","舌鞭"
"种族技","50","魔技","","2572","舌巻き締め","舌缠紧"
"种族技","50","魔技","","2573","神舌乱舞",""
"种族技","50","魔技","","2574","股間ベロベロ舐め","股间舔舔"
"种族技","50","魔技","","2575","螺旋悶絶舐め","螺旋闷绝舔"
"种族技","50","魔技","","2576","快楽舌地獄","快乐舌地狱"
"种族技","50","魔技","","2577","凍り付く接吻","冻结之吻"
"种族技","50","魔技","","2578","流髪吸精","流发吸精"
"种族技","50","魔技","","2579","淫ら髪搾","淫之发榨"
"种族技","50","魔技","","2580","蕩髪絶技","荡发绝技"
"种族技","50","魔技","","2581","八手愛撫","八手爱抚"
"种族技","50","魔技","","2582","地獄手淫重ね","地狱手淫叠加"
"种族技","50","魔技","","2583","吸精マント","吸精斗篷"
"种族技","50","魔技","","2584","淫膜のレクイエム","淫膜的镇魂曲"
"种族技","50","魔技","","2585","地母神の手慰","地母神的手慰"
"种族技","50","魔技","","2586","口淫の贄","口交的祭品"
"种族技","50","魔技","","2587","イシスの房術","伊西斯的房术"
"种族技","50","魔技","","2588","キス・オブ・デス","死亡之吻"
"种族技","50","魔技","","2589","スフィンクスリドル","斯芬克斯谜语"
"种族技","50","魔技","","2590","紫のサバト","紫色安息日"
"种族技","50","魔技","","2591","氷結散華","冰结散华"
"种族技","50","魔技","","2592","無惨氷塵","残酷冰尘"
"种族技","50","魔技","","2593","癒しの風","治愈之风"
"种族技","50","魔技","","2594","デュラハンツインズ","杜拉罕双体"
"种族技","50","魔技","","2595","デュラハンロンド","杜拉罕回旋"
"种族技","50","魔技","","5790","セットサークル","设置圆环"
"种族技","50","魔技","","5791","サフラブルム・アルダ","萨弗拉布鲁姆・阿尔达"
"种族技","50","魔技","","5792","ストレリイーザ","斯特雷里耶扎"
"种族技","50","魔技","","5797","ブルムカール・アルダ","布鲁姆卡尔・阿尔达"
"种族技","50","魔技","","5826","呪髪","咒发"
"种族技","50","魔技","","5827","呪髪・流","咒发・流"
"种族技","50","魔技","","5846","ドレインチェーン","吸收之链"
"种族技","50","魔技","","5889","姉さんの悪夢","姐姐的恶梦"
"种族技","50","魔技","","5898","虚脱の魔眼","虚脱的魔眼"
"种族技","50","魔技","","5899","乳魔王の悪戯","乳魔王的恶作剧"
"种族技","50","魔技","","5900","圧壊の魔眼","压碎的魔眼"
"种族技","50","魔技","","8742","連続用：吸血",""
"种族技","50","魔技","","8743","連続用：魔精吸血",""
"种族技","50","魔技","","8744","連続用：搾血殺",""
"种族技","50","魔技","","8745","連続用：女王の無限吸血",""
"种族技","50","魔技","","8746","連続用：パーフェクトフルムーン",""
"种族技","50","魔技","","9537","倶利伽羅の黒龍","俱利伽罗的黑龙"
"种族技","50","魔技","","9538","黄泉の狂氷","黄泉的狂冰"
"种族技","50","魔技","","9539","夢塵夜","梦尘夜"
"种族技","50","魔技","","9540","白蛇神光",""
"种族技","50","魔技","","9541","楽園の光","乐园之光"
"种族技","50","魔技","","9542","最後の魔眼","最末之魔眼"
"种族技","50","魔技","","9543","大淫婦の魔眼","大淫妇的魔眼"
"种族技","50","魔技","","9544","神祖の魔眼","神祖的魔眼"
"种族技","50","魔技","","9545","エキドナの魔眼","厄喀德那的魔眼"
"种族技","50","魔技","","9546","黎明の魔眼","黎明的魔眼"
"种族技","50","魔技","","9547","邪神の魔眼","邪神的魔眼"
"种族技","50","魔技","","9548","無限舌渦","无限舌涡"
"种族技","50","魔技","","9549","禍津舌波舌渦","祸津舌波舌涡"
"种族技","50","魔技","","9550","ヨモツ髪","黄泉发"
"种族技","50","魔技","","9551","禍津髪","祸津发"
"种族技","51","海技","","2602","水撃","水击"
"种族技","51","海技","","2603","大海嘯","大海啸"
"种族技","51","海技","","2604","メイルシュトローム","大漩涡"
"种族技","51","海技","","2605","潮吹き","鲸喷"
"种族技","51","海技","","2606","ノーチラス","鹦鹉螺"
"种族技","51","海技","","2607","メイルストリーム","大旋流"
"种族技","51","海技","","2608","冷気","冷气"
"种族技","51","海技","","2609","ダイヤモンドダスト","钻石星尘"
"种族技","51","海技","","2610","オーロラエクスキューション","极光处刑"
"种族技","51","海技","","2611","エイジ・オブ・バンシィ","报丧女妖时代"
"种族技","51","海技","","2612","水中放電","水中放电"
"种族技","51","海技","","2613","海神の雷","海神之雷"
"种族技","51","海技","","2614","マーメイドテイル","人鱼之尾"
"种族技","51","海技","","2615","スクリューテイル","螺旋之尾"
"种族技","51","海技","","2616","人魚のサマーソルト","人鱼的空翻"
"种族技","51","海技","","2617","サマーソルトロンド","空翻回旋曲"
"种族技","51","海技","","2618","ジェルプリズン","凝胶监狱"
"种族技","51","海技","","2619","深淵に引きずり込む者","拖入深渊者"
"种族技","51","海技","","2620","深海の供物","深海的供品"
"种族技","51","海技","","2621","マーメイド手淫","人鱼手淫"
"种族技","51","海技","","2622","魚ヒレ愛撫","鱼鳍爱抚"
"种族技","51","海技","","2623","マーメイドレイプ","人鱼强奸"
"种族技","51","海技","","2624","あわあわ","蓬松泡泡"
"种族技","51","海技","","2625","メルティウォッシュ","甜蜜洗涤"
"种族技","51","海技","","2626","癒しの雨","治愈之雨"
"种族技","51","海技","","2627","生命の雨","生命之雨"
"种族技","51","海技","","2628","奇跡の雨","奇迹之雨"
"种族技","51","海技","","2629","アヴァロンの雨","阿瓦隆之雨"
"种族技","51","海技","","2630","惑星最後の雨","行星最后的雨"
"种族技","51","海技","","2631","治癒の雨","愈疗之雨"
"种族技","51","海技","","4378","ボス回復：癒しの雨",""
"种族技","51","海技","","4379","ボス回復：生命の雨",""
"种族技","51","海技","","4380","ボス回復：奇跡の雨",""
"种族技","51","海技","","4381","ボス回復：アヴァロンの雨",""
"种族技","51","海技","","4438","快楽泡地獄","粉碎剪刀"
"种族技","51","海技","","8823","反撃：精神的侵蝕",""
"种族技","51","海技","","8824","発動：オケアノス",""
"种族技","51","海技","","8825","支援：クトゥルフの呼び声",""
"种族技","51","海技","","9555","四海激嘯","四海激啸"
"种族技","51","海技","","9556","オーバーフロウン","溢流"
"种族技","51","海技","","9557","ワールドドロウン","世界沉没者"
"种族技","51","海技","","9558","ルルイエの浮上","拉莱耶的浮现"
"种族技","51","海技","","9559","サマーソルトドリーム","空翻之梦"
"种族技","51","海技","","9560","究極あわあわ地獄","究极泡泡地狱"
"种族技","51","海技","","9561","泡々空間・泡沫楽土","泡泡空间・泡沫乐土"
"种族技","51","海技","","9562","クリオネ捕食","海天使捕食"
"种族技","51","海技","","9563","バンシィボア","报丧女妖吞食"
"种族技","52","粘液技","","25","粘液カウンター","粘液反击"
"种族技","52","粘液技","","26","消化粘液カウンター","消化粘液反击"
"种族技","52","粘液技","","29","ヌルヌル粘液","黏滑粘液"
"种族技","52","粘液技","","2635","スライムとげとげ","史莱姆刺刺"
"种族技","52","粘液技","","2636","スライムスプラッシュ","史莱姆喷溅"
"种族技","52","粘液技","","2637","スライムグングニル","史莱姆冈格尼尔"
"种族技","52","粘液技","","2638","スライムドロウ","史莱姆黏液"
"种族技","52","粘液技","","2639","スライムヘブン","史莱姆天堂"
"种族技","52","粘液技","","2640","スライムユートピア","史莱姆乌托邦"
"种族技","52","粘液技","","2641","メルトシュトローム","熔岩流"
"种族技","52","粘液技","","2642","ナノシュトローム","纳米流"
"种族技","52","粘液技","","2643","恍惚粘液",""
"种族技","52","粘液技","","2644","失禁粘液",""
"种族技","52","粘液技","","2645","溶解液",""
"种族技","52","粘液技","","2646","消化粘液",""
"种族技","52","粘液技","","2647","消化粘液の渦","消化粘液的漩涡"
"种族技","52","粘液技","","2648","ブロブボア","布洛布波"
"种族技","52","粘液技","","2649","蝕肉のレクイエム","蚀肉的镇魂曲"
"种族技","52","粘液技","","2650","消化粘液浸食","消化粘液侵蚀"
"种族技","52","粘液技","","2651","ネバネバ粘液地獄","黏糊糊地狱"
"种族技","52","粘液技","","2652","ドロドロ粘液天国","黏糊糊粘液天堂"
"种族技","52","粘液技","","2653","快楽昇天ドロドロジェル","快乐升天黏液"
"种族技","52","粘液技","","2654","スライム自爆","史莱姆自爆"
"种族技","52","粘液技","","2655","群体核融合",""
"种族技","52","粘液技","","2656","スライムヒール","史莱姆治愈"
"种族技","52","粘液技","","2657","スライムメガヒール","史莱姆大治愈"
"种族技","52","粘液技","","2658","スライムオールヒール","史莱姆全体治愈"
"种族技","52","粘液技","","2659","スライムオールメガヒール","史莱姆全体大治愈"
"种族技","52","粘液技","","2660","スライムキュア","史莱姆愈疗"
"种族技","52","粘液技","","2661","スライムオールキュア","史莱姆全体愈疗"
"种族技","52","粘液技","","2662","スライムレイズ","史莱姆复活"
"种族技","52","粘液技","","2663","アクアシールド","水之护盾"
"种族技","52","粘液技","","2664","アクアミラー","水之镜"
"种族技","52","粘液技","","2665","アクアメタボル","水之代谢"
"种族技","52","粘液技","","2666","アクアリジョン","水之领域"
"种族技","52","粘液技","","2667","にせものスライム","假冒史莱姆"
"种族技","52","粘液技","","2668","究極スライムディフェンス","究极史莱姆防御"
"种族技","52","粘液技","","2669","ネバーランドフロンティア","永无乡边境"
"种族技","52","粘液技","","2670","分裂",""
"种族技","52","粘液技","","2671","ディバインディスティニー","神圣命运"
"种族技","52","粘液技","","2672","究極群体","究极群体"
"种族技","52","粘液技","","2673","飽和粘液","饱和粘液"
"种族技","52","粘液技","","2674","カナデディオール","祸抚奥尔"
"种族技","52","粘液技","","2675","メルティレクイエム","痛苦挽歌"
"种族技","52","粘液技","","4382","ボス回復：スライムヒール",""
"种族技","52","粘液技","","4383","ボス回復：スライムメガヒール",""
"种族技","52","粘液技","","4384","ボス回復：スライムオールヒール",""
"种族技","52","粘液技","","4385","ボス回復：スライムオールメガヒール",""
"种族技","52","粘液技","","4968","毒粘液地獄","毒液地狱"
"种族技","52","粘液技","","8863","発動：スライムボム",""
"种族技","52","粘液技","","9566","重加速粘弾","重加速粘弹"
"种族技","52","粘液技","","9567","超重加速粘弾","超重加速粘弹"
"种族技","52","粘液技","","9568","カオスシュトローム","混沌风暴"
"种族技","52","粘液技","","9569","次元侵蝕粘液","次元侵蚀粘液"
"种族技","52","粘液技","","9570","究極群体核融合","究极群体核融合"
"种族技","52","粘液技","","9571","カナディザスター","祸抚灾难"
"种族技","52","粘液技","","9572","スライムエリクシル","史莱姆圣水"
"种族技","52","粘液技","","9573","カナデの加護","祸抚的庇护"
"种族技","53","獣技","兽技","2678","引っ掻き","抓挠"
"种族技","53","獣技","兽技","2679","一撃の爪","一击之爪"
"种族技","53","獣技","兽技","2680","咬爪乱撃","咬爪乱击"
"种族技","53","獣技","兽技","2681","電塵爪","电尘爪"
"种族技","53","獣技","兽技","2682","乱れ電塵爪","乱电尘爪"
"种族技","53","獣技","兽技","2683","グリフィススクラッチ","格里菲斯抓击"
"种族技","53","獣技","兽技","2684","プラズマランページ","等离子狂怒"
"种族技","53","獣技","兽技","2685","死舞爪",""
"种族技","53","獣技","兽技","2686","噛み付き","咬击"
"种族技","53","獣技","兽技","2687","連続噛み付き","连续咬击"
"种族技","53","獣技","兽技","2688","轟蓮牙","轰莲牙"
"种族技","53","獣技","兽技","2689","双炎牙",""
"种族技","53","獣技","兽技","2690","バーミリオンファング","朱红之牙"
"种族技","53","獣技","兽技","2691","絶氷牙","绝冰牙"
"种族技","53","獣技","兽技","2692","断氷連牙","断冰连牙"
"种族技","53","獣技","兽技","2693","虚牙",""
"种族技","53","獣技","兽技","2694","体当たり","冲撞"
"种族技","53","獣技","兽技","2695","大暴れ","大暴走"
"种族技","53","獣技","兽技","2696","蹂躙撃","蹂躏击"
"种族技","53","獣技","兽技","2697","威嚇","威吓"
"种族技","53","獣技","兽技","2698","おたけび","咆哮"
"种族技","53","獣技","兽技","2699","破壊の咆吼","破坏的咆哮"
"种族技","53","獣技","兽技","2700","啼魔咆吼","啼魔咆哮"
"种族技","53","獣技","兽技","2701","獣魔合乱撃","兽魔合乱击"
"种族技","53","獣技","兽技","2702","獣魔乱舞","兽魔乱舞"
"种族技","53","獣技","兽技","2703","同種殺し","同类杀戮"
"种族技","53","獣技","兽技","2704","おつきさまふたつ","两轮明月"
"种族技","53","獣技","兽技","2705","四つの月","四个月亮"
"种族技","53","獣技","兽技","2706","七つの月","七个月亮"
"种族技","53","獣技","兽技","2707","八つの月","八个月"
"种族技","53","獣技","兽技","2708","九つの月","九个月"
"种族技","53","獣技","兽技","2709","零の月","零之月"
"种族技","53","獣技","兽技","2710","月光きゃのん","月光加农炮"
"种族技","53","獣技","兽技","2711","ついん月光きゃのん","双重月光加农炮"
"种族技","53","獣技","兽技","2712","ベノムアタック","毒液攻击"
"种族技","53","獣技","兽技","2713","ベノンザッパー","毒液连击"
"种族技","53","獣技","兽技","2714","ベノムバウンド","毒液横扫"
"种族技","53","獣技","兽技","2715","ベノムグランテ","毒液大横扫"
"种族技","53","獣技","兽技","2716","尻尾コキ","尾巴挑逗"
"种族技","53","獣技","兽技","2717","獣の口淫","兽之口交"
"种族技","53","獣技","兽技","2718","ワイルドレイプ","野性强奸"
"种族技","53","獣技","兽技","2719","ふわふわしっぽ","蓬松尾巴"
"种族技","53","獣技","兽技","2720","御乳の谷","御乳之谷"
"种族技","53","獣技","兽技","2721","狐の交わり","狐之交合"
"种族技","53","獣技","兽技","2722","ぷにぷに肉球手コキ","软软肉球手淫"
"种族技","53","獣技","兽技","2723","ざらざら猫舌フェラ","粗糙猫舌口交"
"种族技","53","獣技","兽技","2724","凶獣の捕食","凶兽的捕食"
"种族技","53","獣技","兽技","2725","暴竜の捕食","暴龙的捕食"
"种族技","53","獣技","兽技","2726","ビーストハウリング","野兽咆哮"
"种族技","53","獣技","兽技","2727","獣の本能","兽的本能"
"种族技","53","獣技","兽技","2728","ルナティックハイ","狂乱之巅"
"种族技","53","獣技","兽技","2729","ジェノサイドハイ","灭绝之巅"
"种族技","53","獣技","兽技","2730","ぶんしん","分身"
"种族技","53","獣技","兽技","2731","月狂い","月狂"
"种族技","53","獣技","兽技","2732","まねきねこ","招财猫"
"种族技","53","獣技","兽技","2733","ぐっすりにゃんこ","熟睡猫咪"
"种族技","53","獣技","兽技","2734","凍てつく波動","冰冻波动"
"种族技","53","獣技","兽技","2735","絶暴","绝暴"
"种族技","53","獣技","兽技","2736","月謳","月歌"
"种族技","53","獣技","兽技","3525","ふわふわしっぽ","蓬松尾巴"
"种族技","53","獣技","兽技","5836","欲望の尻尾包み","欲望的尾巴包裹"
"种族技","53","獣技","兽技","8821","発動：百魔の咆吼",""
"种族技","53","獣技","兽技","9577","破壊の爪","破坏之爪"
"种族技","53","獣技","兽技","9578","白天滅牙","白天灭牙"
"种族技","53","獣技","兽技","9579","百魔乱舞",""
"种族技","53","獣技","兽技","9580","空間蹂躙","空间蹂躏"
"种族技","53","獣技","兽技","9581","核熱獣乱牙","核热兽乱牙"
"种族技","53","獣技","兽技","9582","超魔核熱獣撃","超魔核热兽击"
"种族技","53","獣技","兽技","9584","不滅虚空牙","不灭虚空牙"
"种族技","53","獣技","兽技","9585","神竜乱牙","神龙乱牙"
"种族技","53","獣技","兽技","9586","虚竜牙","虚龙牙"
"种族技","53","獣技","兽技","9587","無限の月","无限之月"
"种族技","54","蛇技","","2740","蛇撃","蛇击"
"种族技","54","蛇技","","2741","蛇体薙ぎ","蛇体扫荡"
"种族技","54","蛇技","","2742","スネークパニッシャー","蛇碾压者"
"种族技","54","蛇技","","2743","蛇王滅誅","蛇王灭杀"
"种族技","54","蛇技","","2744","ラミアロール","拉米亚滚动"
"种族技","54","蛇技","","2745","ヘビィロール","重滚动"
"种族技","54","蛇技","","2746","悪夢の締め付け","恶梦的紧缚"
"种族技","54","蛇技","","2747","クィーンズロール","女王之卷"
"种族技","54","蛇技","","2748","丸呑み","吞咽"
"种族技","54","蛇技","","2749","悪夢の踊り食い","恶梦的舞蹈吞食"
"种族技","54","蛇技","","2750","クィーンズボア","女王的拥抱"
"种族技","54","蛇技","","2753","やまた・すなめ","邪马台・舔舐"
"种族技","54","蛇技","","2754","やまた・むさり","邪马台・撕咬"
"种族技","54","蛇技","","2755","蛇尾コキ","蛇尾挑逗"
"种族技","54","蛇技","","2756","チロチロフェラ","舌尖舔舐口交"
"种族技","54","蛇技","","2757","ラミアの魔膣","拉米亚的魔穴"
"种族技","54","蛇技","","2758","聖母蛇の抱擁","圣母蛇的拥抱"
"种族技","54","蛇技","","2759","昇天の抱擁","升天的拥抱"
"种族技","54","蛇技","","2760","稚児搾り","榨取稚儿"
"种族技","54","蛇技","","2761","夜叉淫舌",""
"种族技","54","蛇技","","2762","包み乳楽","包乳乐"
"种族技","54","蛇技","","2763","蛇夜伽",""
"种族技","54","蛇技","","2764","淫邪の蛇髪","淫邪的蛇发"
"种族技","54","蛇技","","2765","淫邪の蛇壺","淫邪的蛇壶"
"种族技","54","蛇技","","2766","楽園蛇の誘惑","乐园蛇的诱惑"
"种族技","54","蛇技","","2767","ラミアの祈り","拉米亚的祈祷"
"种族技","54","蛇技","","2768","ラミアの寵光","拉米亚的宠光"
"种族技","54","蛇技","","2769","脱皮","蜕皮"
"种族技","54","蛇技","","2770","コブラの毒牙","眼镜蛇的毒牙"
"种族技","54","蛇技","","2771","触手技殺し","触手技杀手"
"种族技","54","蛇技","","4386","ボス回復：ラミアの祈り",""
"种族技","54","蛇技","","4387","ボス回復：ラミアの寵光",""
"种族技","54","蛇技","","9591","ミドガルズオルム","尘世巨蟒"
"种族技","54","蛇技","","9592","ヨルムンガンド","耶梦加得"
"种族技","55","触手技","","2775","触手撃","触手击"
"种族技","55","触手技","","2776","触手乱舞",""
"种族技","55","触手技","","2777","テンタクルストーム","触手风暴"
"种族技","55","触手技","","2778","剛触手撃","刚触手击"
"种族技","55","触手技","","2779","乱打触手舞",""
"种族技","55","触手技","","2780","テンタクルレイド","触手突袭"
"种族技","55","触手技","","2781","テンタクルブラスト","触手爆破"
"种族技","55","触手技","","2782","ナノテンタクル","纳米触手"
"种族技","55","触手技","","2783","触手拘束",""
"种族技","55","触手技","","2784","テンタクルバインド","触手束缚"
"种族技","55","触手技","","2785","インフェルノバインド","地狱束缚"
"种族技","55","触手技","","2786","蛇縊り","蛇绞杀"
"种族技","55","触手技","","2787","ラミアキャプチャー","拉米亚捕获"
"种族技","55","触手技","","2788","触手愛撫","触手爱抚"
"种族技","55","触手技","","2789","乱れ触手愛撫","乱触手爱抚"
"种族技","55","触手技","","2790","テンタクルワルツ","触手华尔兹"
"种族技","55","触手技","","2791","テンタクルエデン","触手伊甸"
"种族技","55","触手技","","2792","ワームショット","蠕虫射击"
"种族技","55","触手技","","2793","ペインワーム","痛苦蠕虫"
"种族技","55","触手技","","2794","ブレイクワーム","破碎蠕虫"
"种族技","55","触手技","","2795","ディザスターワーム","灾难蠕虫"
"种族技","55","触手技","","2796","カレスワーム","卡雷斯蠕虫"
"种族技","55","触手技","","2797","ヘブンズワーム","天堂蠕虫"
"种族技","55","触手技","","2798","快楽地獄ワーム","快乐地狱蠕虫"
"种族技","55","触手技","","2799","ドレインワーム","吸精虫"
"种族技","55","触手技","","2800","ローズワーム","蔷薇虫"
"种族技","55","触手技","","2801","ボアワーム","巨兽虫"
"种族技","55","触手技","","2802","デボラ・フラットメア","黛博拉・弗拉特梅尔"
"种族技","55","触手技","","2803","消化空間・蕩溶戒界","消化空间・荡溶戒界"
"种族技","55","触手技","","2810","麻痺触手","麻痹触手"
"种族技","55","触手技","","2811","猛毒触手",""
"种族技","55","触手技","","2812","催淫触手",""
"种族技","55","触手技","","2813","即死の触手","即死触手"
"种族技","55","触手技","","2814","失禁の触手","失禁的触手"
"种族技","55","触手技","","2815","スミ","墨汁"
"种族技","55","触手技","","2816","闇霧","暗雾"
"种族技","55","触手技","","2817","ナイトメアミスト","噩梦迷雾"
"种族技","55","触手技","","2818","バイオミスト","生化雾"
"种族技","55","触手技","","2819","アンノウンミスト","未知迷雾"
"种族技","55","触手技","","2820","テンタクルアップ","触手提升"
"种族技","55","触手技","","2821","テンタクルハイアップ","触手高级提升"
"种族技","55","触手技","","2822","テンタクルエクスアップ","触手极限提升"
"种族技","55","触手技","","2823","蛇技殺し","蛇技杀"
"种族技","55","触手技","","2824","蛭蟲侵蝕渦","蛭虫侵蚀涡"
"种族技","55","触手技","","2825","蝕肉群体","蚀肉群体"
"种族技","55","触手技","","9596","デミウルゴス","迪米乌哥斯"
"种族技","55","触手技","","9597","グレート・オールド・ワン","伟大的古老者"
"种族技","55","触手技","","9598","インフィニティバインド","无限束缚"
"种族技","55","触手技","","9599","アンノウンバインド","未知束缚"
"种族技","55","触手技","","9600","テンタクルナイトメア","触手噩梦"
"种族技","55","触手技","","9601","アンノウンナイトメア","未知噩梦"
"种族技","55","触手技","","9602","メギドワーム","终末蠕虫之灾"
"种族技","55","触手技","","9603","究極快楽ワーム","究极快乐虫"
"种族技","55","触手技","","9604","デミウルゴス・ヌル","迪米乌哥斯・黏滑"
"种族技","56","翼技","","2830","羽ばたき","振翅"
"种族技","56","翼技","","2831","強風","强风"
"种族技","56","翼技","","2832","超風","超风"
"种族技","56","翼技","","2833","女王嵐舞","女王风暴舞"
"种族技","56","翼技","","2834","威風","威风"
"种族技","56","翼技","","2835","グライダースパイク","滑翔者突刺"
"种族技","56","翼技","","2836","破壊の翼","破坏之翼"
"种族技","56","翼技","","2837","虚無の翼","虚无之翼"
"种族技","56","翼技","","2838","エイビスの早贄","龙鸟的早贄"
"种族技","56","翼技","","2839","蛇喰らい","蛇噬"
"种族技","56","翼技","","2840","触手喰らい","触手噬"
"种族技","56","翼技","","2841","羽根愛撫","羽抚"
"种族技","56","翼技","","2842","鳥妖の足コキ","鸟妖的足交"
"种族技","56","翼技","","2843","鳥妖の名器","鸟妖的名器"
"种族技","56","翼技","","2844","ハピネス・ロンド","幸福・轮舞"
"种族技","56","翼技","","9607","無空","无空"
"种族技","57","虫技","","27","振動装甲","振动装甲"
"种族技","57","虫技","","45","集団撃","集体击"
"种族技","57","虫技","","46","一族総攻撃","一族总攻击"
"种族技","57","虫技","","2850","ニードル","针"
"种族技","57","虫技","","2851","サウザンドニードル","千针"
"种族技","57","虫技","","2852","ナイトメアニードル","噩梦之针"
"种族技","57","虫技","","2853","フェロモン針","费洛蒙针"
"种族技","57","虫技","","2854","クロー","爪击"
"种族技","57","虫技","","2855","ツインシックル","双镰"
"种族技","57","虫技","","2856","ルナティッククロー","月蚀爪击"
"种族技","57","虫技","","2857","マザークロー","母爪"
"种族技","57","虫技","","2858","干渉波クロー","干涉波之爪"
"种族技","57","虫技","","2859","振動波","振动波"
"种族技","57","虫技","","2860","ソニックウェイブ","音速波动"
"种族技","57","虫技","","2861","マイクロ波シェル","微波外壳"
"种族技","57","虫技","","2862","レギオンビュート","军团鞭击"
"种族技","57","虫技","","2863","アポカリプスビュート","末日之鞭"
"种族技","57","虫技","","2864","殻撃","壳击"
"种族技","57","虫技","","2865","ヘラクレスシェル","大力神壳"
"种族技","57","虫技","","2866","究極装甲撃","究极装甲击"
"种族技","57","虫技","","2867","ネバネバ糸","黏黏丝"
"种族技","57","虫技","","2868","アラクネウェブ","阿拉克涅网"
"种族技","57","虫技","","2869","アラクネ・リプロア","阿拉克涅・利普罗亚"
"种族技","57","虫技","","2870","陶酔の繭","陶醉之茧"
"种族技","57","虫技","","2871","吸精の繭","吸精的茧"
"种族技","57","虫技","","2872","シルキィロスヘブン","丝滑天堂"
"种族技","57","虫技","","2873","八本足乱撃","八足乱击"
"种族技","57","虫技","","2874","常世の蜘蛛","常世之蜘蛛"
"种族技","57","虫技","","2875","煉獄の淫蠅","炼狱淫蝇"
"种族技","57","虫技","","2876","死蝿の葬列","死蝇葬列"
"种族技","57","虫技","","2877","集団撃","集体击"
"种族技","57","虫技","","2878","一族総攻撃","一族总攻击"
"种族技","57","虫技","","2879","蜘蛛の補食","蜘蛛的捕食"
"种族技","57","虫技","","2880","妖蜘蛛の餌食","妖蜘蛛的饵食"
"种族技","57","虫技","","2881","体液搾取","体液榨取"
"种族技","57","虫技","","2882","ペトラテイル","佩特拉蒂尔"
"种族技","57","虫技","","2883","産卵地獄","产卵地狱"
"种族技","57","虫技","","2884","蜜たっぷりパイズリ","蜜汁满满乳交"
"种族技","57","虫技","","2885","蜜吸いフェラ","蜜吸吮口交"
"种族技","57","虫技","","2886","股間粘糸責め","股间粘丝责"
"种族技","57","虫技","","2887","種涸らしの糸つぼ","种子枯竭之丝壶"
"种族技","57","虫技","","2888","女王の生殖壺","女王的生殖壶"
"种族技","57","虫技","","2889","淫蟲大蹂躙","淫虫大蹂躏"
"种族技","57","虫技","","2890","鱗粉","鳞粉"
"种族技","57","虫技","","2891","恍惚の鱗粉","恍惚的鳞粉"
"种族技","57","虫技","","2892","死者の鱗粉","死者之鳞粉"
"种族技","57","虫技","","2893","灰燼鱗粉","灰烬鳞粉"
"种族技","57","虫技","","2894","フェロモンキッス","费洛蒙之吻"
"种族技","57","虫技","","2895","集団行動","集体行动"
"种族技","57","虫技","","2896","軍団支配者","军团支配者"
"种族技","57","虫技","","2897","集団防御","集体防御"
"种族技","57","虫技","","2898","植物技殺し","植物技杀手"
"种族技","57","虫技","","3315","遊ぶ：大量のゴキブリ",""
"种族技","57","虫技","","3748","股間粘糸責め","股间粘丝责"
"种族技","57","虫技","","8747","連続用：殻撃",""
"种族技","57","虫技","","8748","連続用：ヘラクレスシェル",""
"种族技","57","虫技","","8749","連続用：究極装甲撃",""
"种族技","57","虫技","","9611","ファナティックニードル","狂热之针"
"种族技","57","虫技","","9612","ゲシュタルトクロー","格式塔之爪"
"种族技","57","虫技","","9613","分子崩壊シェル","分子崩解之壳"
"种族技","57","虫技","","9614","ハイブマインド","蜂巢思维"
"种族技","57","虫技","","9615","大地を覆う神蜘蛛の巣","覆盖大地的神蜘蛛之网"
"种族技","57","虫技","","9616","八神無間脚","八神无间脚"
"种族技","58","植物技","","38","ビーナスネペンテス","维纳斯之花"
"种族技","58","植物技","","2903","ツタ攻撃","藤蔓攻击"
"种族技","58","植物技","","2904","ツタ薙ぎ","藤蔓扫荡"
