"能力ID","日文名称","日文所属","日文说明","可学习职业（日文，含等级）","可学习种族（日文，含等级）","所需AP","中文名称","中文所属","中文说明","可学习职业（中文，含等级）","可学习种族（中文，含等级）","技能类型ID"
"8545","魔王獣","特殊アビリティ","邪獣に特化した能力値になる
※妖魔系の種族に就いていないとセットできない","","166:魔王（Lv2）","0","魔王兽","特殊能力","能力特化为邪兽的能力值
※非妖魔系种族无法装备","","166:魔王（Lv2）","5"
"8546","鬼神王","特殊アビリティ","鬼神に特化した能力値になる
※亜人系の種族に就いていないとセットできない","","174:妖怪王（Lv2）","0","鬼神王","特殊能力","能力特化为鬼神的能力值
※非亚人系种族无法装备","","174:妖怪王（Lv2）","5"
"8547","阿修羅王","特殊アビリティ","阿修羅に特化した能力値になる
※亜人系の種族に就いていないとセットできない","","174:妖怪王（Lv2）","0","阿修罗王","特殊能力","能力特化为阿修罗的能力值
※非亚人系种族无法装备","","174:妖怪王（Lv2）","5"
"8548","クノイチドラキュリーナ","特殊アビリティ","忍者に特化した能力値になる
※吸血鬼系の種族に就いていないとセットできない","","193:ドラキュリーナ（Lv2）","0","女忍德古莉娜","特殊能力","能力特化为忍者的能力值
※非吸血鬼系种族无法装备","","193:德古莉娜（Lv2）","5"
"8549","アークドラキュリーナ","特殊アビリティ","魔導師に特化した能力値になる
※吸血鬼系の種族に就いていないとセットできない","","193:ドラキュリーナ（Lv2）","0","大魔导士德古莉娜","特殊能力","能力特化为魔导师的能力值
※非吸血鬼系种族无法装备","","193:德古莉娜（Lv2）","5"
"8550","伝説の海賊人魚","特殊アビリティ","海賊に特化した能力値になる
※人魚系の種族に就いていないとセットできない","","202:伝説の神魚（Lv2）","0","传说中的海贼人鱼","特殊能力","能力特化为海贼的能力值
※如果不是人鱼系的种族就无法装备","","202:传说之神鱼（Lv2）","5"
"8551","アルフの剣士","特殊アビリティ","剣士に特化した能力値になる
※エルフ系の種族に就いていないとセットできない","","213:アルフ神族（Lv2）","0","亚尔夫剑士","特殊能力","能力特化为剑士的能力值
※如果不是精灵系的种族就无法装备","","213:亚尔夫神族（Lv2）","5"
"8552","コスモノーム","特殊アビリティ","土精に特化した能力値になる
※フェアリー系の種族に就いていないとセットできない","","222:コスモフェアリー（Lv2）","0","诺姆之子","特殊能力","能力特化为土精的能力值
※如果不是妖精系的种族就无法装备","","222:宇宙妖精（Lv2）","5"
"8553","猫又王","特殊アビリティ","ねこまたに特化した能力値になる
※魔獣系の種族に就いていないとセットできない","","244:百獣王（Lv2）","0","猫又王","特殊能力","能力特化为猫又的能力值
※如果不是魔兽系的种族就无法装备","","244:百兽王（Lv2）","5"
"8554","人馬王","特殊アビリティ","ケンタウロスに特化した能力値になる
※魔獣系の種族に就いていないとセットできない","","244:百獣王（Lv2）","0","人马王","特殊能力","能力特化为马人的能力值
※如果不是魔兽系的种族就无法装备","","244:百兽王（Lv2）","5"
"8555","牛魔王","特殊アビリティ","ミノタウロスに特化した能力値になる
※魔獣系の種族に就いていないとセットできない","","244:百獣王（Lv2）","0","牛魔王","特殊能力","能力特化为米诺陶洛斯的能力值
※如果不是魔兽系的种族就无法装备","","244:百兽王（Lv2）","5"
"8556","零尾獣","特殊アビリティ","狐獣に特化した能力値になる
※妖狐系の種族に就いていないとセットできない","","253:零尾の狐（Lv2）","0","零尾兽","特殊能力","能力特化为狐兽的能力值
※如果不是妖狐系的种族就无法装备","","253:零尾之狐（Lv2）","5"
"8557","無限聖蛇","特殊アビリティ","聖蛇に特化した能力値になる
※ラミア系の種族に就いていないとセットできない","","264:ウロボロス（Lv2）","0","无限圣蛇","特殊能力","能力特化为圣蛇的能力值
※如果不是拉米亚系的种族就无法装备","","264:衔尾蛇（Lv2）","5"
"8558","神蜘蛛","特殊アビリティ","アラクネに特化した能力値になる
※妖虫系の種族に就いていないとセットできない","","318:神蟲（Lv2）","0","神蜘蛛","特殊能力","能力特化为阿拉克涅的能力值
※非妖虫种族无法装备","","318:神虫（Lv2）","5"
"8559","カオスマミー","特殊アビリティ","マミーに特化した能力値になる
※ゾンビ系の種族に就いていないとセットできない","","335:カオスアンデッド（Lv2）","0","混沌木乃伊","特殊能力","能力特化为木乃伊的能力值
※非僵尸种族无法装备","","335:混沌不死族（Lv2）","5"
"8560","カオスドクター","特殊アビリティ","ゾンビドクターに特化した能力値になる
※ゾンビ系の種族に就いていないとセットできない","","335:カオスアンデッド（Lv2）","0","混沌医生","特殊能力","能力特化为僵尸医生的能力值
※非僵尸种族无法装备","","335:混沌不死族（Lv2）","5"
"8561","エターニティミミック","特殊アビリティ","ミミックに特化した能力値になる
※ゴースト系の種族に就いていないとセットできない","","343:エターニティ（Lv2）","0","永恒宝箱怪","特殊能力","能力特化为宝箱怪的能力值
※非幽灵种族无法装备","","343:永恒（Lv2）","5"
"8562","究極至高ゴーレム","特殊アビリティ","ゴーレムに特化した能力値になる
※ドール系の種族に就いていないとセットできない","","353:究極至高人形（Lv2）","0","究极至高魔像","特殊能力","能力特化为魔像的能力值
※非人偶种族无法装备","","353:究极至高人偶（Lv2）","5"
"8563","バスター特化兵装","特殊アビリティ","バスタータイプに特化した能力値になる
※ロイド系の種族に就いていないとセットできない","","7443:アサルトバスター（Lv4）","0","破坏者特化装备","特殊能力","能力特化为破坏者类型的能力值
※非机器人种族无法装备","","7443:突击破坏者（Lv4）","5"
"8564","アサルト特化兵装","特殊アビリティ","アサルトタイプに特化した能力値になる
※ロイド系の種族に就いていないとセットできない","","7443:アサルトバスター（Lv4）","0","突击特化装备","特殊能力","能力特化为突击类型的能力值
※非机器人种族无法装备","","7443:突击破坏者（Lv4）","5"
"8565","戦技APコンバーターA","特殊アビリティ","戦技APが50%アップし、職技APが50%ダウンする","","7424:淫欲の堕蛇（Lv6）","1","战技AP转换器A","特殊能力","战技AP提升50%，职技AP降低50%","","7424:淫欲的堕蛇（Lv6）","5"
"8566","戦技APコンバーターB","特殊アビリティ","戦技APが50%アップし、魔法APが50%ダウンする","","7427:虚竜（Lv6）","1","战技AP转换器B","特殊能力","战技AP提升50%，魔法AP降低50%","","7427:虚龙（Lv6）","5"
"8567","戦技APコンバーターC","特殊アビリティ","戦技APが50%アップし、防御APが50%ダウンする","","7422:時の神獣（Lv6）","1","战技AP转换器C","特殊能力","战技AP提升50%，防御AP降低50%","","7422:时之神兽（Lv6）","5"
"8568","戦技APコンバーターD","特殊アビリティ","戦技APが50%アップし、特殊APが50%ダウンする","","7415:マガツオオミカミ（Lv6）","1","战技AP转换器D","特殊能力","战技AP提升50%，特殊AP降低50%","","7415:祸津大御神（Lv6）","5"
"8569","戦技APコンバーターE","特殊アビリティ","戦技APが50%アップし、他APが15%ダウンする","","7446:星喰い（Lv6）","1","战技AP转换器E","特殊能力","战技AP提升50%，其他AP降低15%","","7446:星喰（Lv6）","5"
"8570","職技APコンバーターA","特殊アビリティ","職技APが50%アップし、戦技APが50%ダウンする","","7418:ワールドドロウン（Lv7）","1","职技AP转换器A","特殊能力","职技AP提升50%，战技AP降低50%","","7418:世界沉没者（Lv7）","5"
"8571","職技APコンバーターB","特殊アビリティ","職技APが50%アップし、魔法APが50%ダウンする","","7425:正体不明触手禍（Lv6）","1","职技AP转换器B","特殊能力","职技AP提升50%，魔法AP降低50%","","7425:正体不明触手祸（Lv6）","5"
"8572","職技APコンバーターC","特殊アビリティ","職技APが50%アップし、防御APが50%ダウンする","","7428:次元侵蝕者（Lv6）","1","职技AP转换器C","特殊能力","职技AP提升50%，防御AP降低50%","","7428:次元侵蚀者（Lv6）","5"
"8573","職技APコンバーターD","特殊アビリティ","職技APが50%アップし、特殊APが50%ダウンする","","7426:フェニックス（Lv6）","1","职技AP转换器D","特殊能力","职技AP提升50%，特殊AP降低50%","","7426:凤凰（Lv6）","5"
"8574","職技APコンバーターE","特殊アビリティ","職技APが50%アップし、他APが15%ダウンする","","7419:アンゴルモア（Lv6）","1","职技AP转换器E","特殊能力","职技AP提升50%，其他AP降低15%","","7419:安哥尔摩亚（Lv6）","5"
"8575","魔法APコンバーターA","特殊アビリティ","魔法APが50%アップし、戦技APが50%ダウンする","","7416:バビロンの大淫婦（Lv7）","1","魔法AP转换器A","特殊能力","魔法AP提升50%，战技AP降低50%","","7416:巴比伦的大淫妇（Lv7）","5"
"8576","魔法APコンバーターB","特殊アビリティ","魔法APが50%アップし、職技APが50%ダウンする","","7431:千樹華音（Lv4）","1","魔法AP转换器B","特殊能力","魔法AP提升50%，职技AP降低50%","","7431:千树华音（Lv4）","5"
"8577","魔法APコンバーターC","特殊アビリティ","魔法APが50%アップし、防御APが50%ダウンする","","7417:神祖（Lv8）","1","魔法AP转换器C","特殊能力","魔法AP提升50%，防御AP降低50%","","7417:神祖（Lv8）","5"
"8578","魔法APコンバーターD","特殊アビリティ","魔法APが50%アップし、特殊APが50%ダウンする","","7423:白面金毛九尾の狐（Lv6）","1","魔法AP转换器D","特殊能力","魔法AP提升50%，特殊AP降低50%","","7423:白面金毛九尾狐（Lv6）","5"
"8579","魔法APコンバーターE","特殊アビリティ","魔法APが50%アップし、他APが15%ダウンする","","7420:コスモス（Lv7）","1","魔法AP转换器E","特殊能力","魔法AP提升50%，其他AP降低15%","","7420:宇宙神蝶（Lv7）","5"
"8580","防御APコンバーターA","特殊アビリティ","防御APが50%アップし、戦技APが50%ダウンする","","7421:カナデ（Lv6）","1","防御AP转换器A","特殊能力","防御AP提升50%，战技AP降低50%","","7421:祸抚（Lv6）","5"
"8581","防御APコンバーターB","特殊アビリティ","防御APが50%アップし、職技APが50%ダウンする","","7430:バアル・ゼブブ（Lv6）","1","防御AP转换器B","特殊能力","防御AP提升50%，职技AP降低50%","","7430:巴力・西卜（Lv6）","5"
"8582","防御APコンバーターC","特殊アビリティ","防御APが50%アップし、魔法APが50%ダウンする","","7429:名状しがたきもの（Lv6）","1","防御AP转换器C","特殊能力","防御AP提升50%，魔法AP降低50%","","7429:不可名状之物（Lv6）","5"
"8583","防御APコンバーターD","特殊アビリティ","防御APが50%アップし、特殊APが50%ダウンする","","7434:影、紬ぐ人形（Lv4）","1","防御AP转换器D","特殊能力","防御AP提升50%，特殊AP降低50%","","7434:影、䌷人偶（Lv4）","5"
"8584","防御APコンバーターE","特殊アビリティ","防御APが50%アップし、他APが15%ダウンする","","7444:シンギュラリティ（Lv4）","1","防御AP转换器E","特殊能力","防御AP提升50%，其他AP降低15%","","7444:奇点（Lv4）","5"
"8585","特殊APコンバーターA","特殊アビリティ","特殊APが50%アップし、戦技APが50%ダウンする","","7433:死神（Lv6）","1","特殊AP转换器A","特殊能力","特殊AP提升50%，战技AP降低50%","","7433:死神（Lv6）","5"
"8586","特殊APコンバーターB","特殊アビリティ","特殊APが50%アップし、職技APが50%ダウンする","","7414:大魔王（Lv10）","1","特殊AP转换器B","特殊能力","特殊AP提升50%，职技AP降低50%","","7414:大魔王（Lv10）","5"
"8587","特殊APコンバーターC","特殊アビリティ","特殊APが50%アップし、魔法APが50%ダウンする","","7432:ノーライフキング（Lv6）","1","特殊AP转换器C","特殊能力","特殊AP提升50%，魔法AP降低50%","","7432:无生之王（Lv6）","5"
"8588","特殊APコンバーターD","特殊アビリティ","特殊APが50%アップし、防御APが50%ダウンする","","7436:天の軍団長（Lv6）；7437:明けの明星（Lv6）；7438:慈愛の聖百合（Lv6）；7439:律法の守護者（Lv5）；7440:天界決戦兵器（Lv7）；7441:死の獄卒（Lv6）；7442:核動力天使（Lv6）","1","特殊AP转换器D","特殊能力","特殊AP提升50%，防御AP降低50%","","7436:天之军团长（Lv6）；7437:璀璨之明星（Lv6）；7438:慈爱的圣百合（Lv6）；7439:律法的守护者（Lv5）；7440:天界决战兵器（Lv7）；7441:死之狱卒（Lv6）；7442:核动力天使（Lv6）","5"
"8589","特殊APコンバーターE","特殊アビリティ","特殊APが50%アップし、他APが15%ダウンする","","7435:オメガタイプ（Lv8）","1","特殊AP转换器E","特殊能力","特殊AP提升50%，其他AP降低15%","","7435:欧米伽之型（Lv8）","5"
"8590","マックスAPコンバーター","特殊アビリティ","全APが30%アップするが、経験値と職業経験値が獲得できない","","7412:混沌の魔神（Lv6）","1","最大AP转换器","特殊能力","所有AP提升30%，但无法获得经验值和职业经验值","","7412:混沌的魔神（Lv6）","5"
"8591","槍剣チェーン","特殊アビリティ","「槍技」の後に「剣技」を発動できる","","","10","枪剑链","特殊能力","「枪技」后可发动「剑技」","","","5"
"8592","サイコソードチェーン","特殊アビリティ","「サイコ」の後に「剣技」を発動できる","","","10","念动剑链","特殊能力","「念动」后可发动「剑技」","","","5"
"8593","盗賊の解錠マスター","特殊アビリティ","全ての宝箱が開けられるようになる","7065:音ヨリモ速キ者（Lv13）","","15","盗贼的开锁大师","特殊能力","所有宝箱都能打开","7065:超音速者（Lv13）","","5"
"9810","究極剣士の証","マスターアビリティ","戦技APの最大値が10上昇し、剣技ダメージが20%アップ","7011:究極剣士（Lv15）","","0","究极剑士的证明","大师能力","战技AP最大值增加10，剑技伤害提升20%","7011:究极剑士（Lv15）","","999"
"9811","フォースマスターの証","マスターアビリティ","魔法APの最大値が10上昇し、魔法剣ダメージが20%アップ","7012:フォースマスター（Lv15）","","0","力量大师的证明","大师能力","魔法AP的最大值增加10，魔法剑伤害提升20%","7012:力量大师（Lv15）","","999"
"9812","神竜の騎士の証","マスターアビリティ","戦技APの最大値が10上昇し、槍技ダメージが20%アップ","7013:神竜の騎士（Lv15）","","0","神龙骑士的证明","大师能力","战技AP的最大值增加10，枪技伤害提升20%","7013:神龙骑士（Lv15）","","999"
"9813","修羅の証","マスターアビリティ","戦技APの最大値が10上昇し、刀技ダメージが20%アップ","7014:修羅（Lv15）","","0","修罗的证明","大师能力","战技AP的最大值增加10，刀技伤害提升20%","7014:修罗（Lv15）","","999"
"9814","メテオブレイカーの証","マスターアビリティ","戦技APの最大値が10上昇し、斧技・棍技・鉄球技ダメージが20%アップ","7015:メテオブレイカー（Lv15）","","0","流星破坏者的证明","大师能力","战技AP的最大值增加10，斧技・棍技・铁球技伤害提升20%","7015:流星破坏者（Lv15）","","999"
"9815","拳神の証","マスターアビリティ","戦技APの最大値が10上昇し、格闘ダメージが20%アップ","7016:拳神（Lv15）","","0","拳神的证明","大师能力","战技AP的最大值增加10，格斗伤害提升20%","7016:拳神（Lv15）","","999"
"9816","神の守護者の証","マスターアビリティ","防御APの最大値が20上昇し、聖技ダメージが20%アップ","7017:神の守護者（Lv15）","","0","神之守护者的证明","大师能力","防御AP的最大值增加20，圣技伤害提升20%","7017:神之守护者（Lv15）","","999"
"9817","終焉魔導師の証","マスターアビリティ","魔法APの最大値が10上昇し、黒魔法ダメージが20%アップ","7018:終焉魔導師（Lv15）","","0","终焉魔导师的证明","大师能力","魔法AP的最大值增加10，黑魔法伤害提升20%","7018:终焉魔导师（Lv15）","","999"
"9818","銀河魔導師の証","マスターアビリティ","魔法APの最大値が10上昇し、時魔法ダメージが20%アップ","7019:銀河魔導師（Lv15）","","0","银河魔导师的证明","大师能力","魔法AP的最大值增加10，时魔法伤害提升20%","7019:银河魔导师（Lv15）","","999"
"9819","混沌召喚士の証","マスターアビリティ","魔法APの最大値が10上昇し、召喚魔法ダメージが20%アップ","7020:混沌召喚士（Lv15）","","0","混沌召唤士的证明","大师能力","魔法AP的最大值增加10，召唤魔法伤害提升20%","7020:混沌召唤士（Lv15）","","999"
"9820","太極陰陽師の証","マスターアビリティ","魔法APの最大値が10上昇し、陰陽術ダメージが20%アップ","7021:太極陰陽師（Lv15）","","0","太极阴阳师的证明","大师能力","魔法AP的最大值增加10，阴阳术伤害提升20%","7021:太极阴阳师（Lv15）","","999"
"9821","永劫魔導師の証","マスターアビリティ","魔法APの最大値が10上昇し、白魔法ダメージが20%アップ","7022:永劫魔導師（Lv15）","","0","永劫魔导师的证明","大师能力","魔法AP的最大值提升10，白魔法伤害增加20%","7022:永劫魔导师（Lv15）","","999"
"9822","ソーサラースプリームの証","マスターアビリティ","魔法APの最大値が10上昇し、全魔法ダメージが20%アップ
闇技のダメージはさらに20%アップ","7023:ソーサラースプリーム（Lv15）","","0","至高魔法师的证明","大师能力","魔法AP的最大值提升10，所有魔法伤害增加20%
暗技伤害额外增加20%","7023:至高魔法师（Lv15）","","999"
"9823","魔女の証","マスターアビリティ","魔法APの最大値が10上昇し、魔法ヒーロー技ダメージが20%アップ","50:魔女（Lv10）","","0","魔女的证明","大师能力","魔法AP的最大值提升10，魔法英雄技伤害增加20%","50:魔女（Lv10）","","999"
"9824","アルティメット魔法少女の証","マスターアビリティ","魔法APの最大値が20上昇し、最大MPと魔力が20%アップ
魔法ヒーロー技ダメージが50%アップ","7024:アルティメット魔法少女（Lv15）","","0","终极魔法少女的证明","大师能力","魔法AP的最大值提升20，最大MP和魔力增加20%
魔法英雄技伤害增加50%","7024:究极魔法少女（Lv15）","","999"
"9825","狩神の証","マスターアビリティ","戦技APの最大値が10上昇し、弓技ダメージが20%アップ","7025:狩神（Lv15）","","0","狩神的证明","大师能力","战技AP的最大值提升10，弓技伤害增加20%","7025:狩神（Lv15）","","999"
"9826","銃神の証","マスターアビリティ","戦技APの最大値が10上昇し、銃技ダメージが20%アップ","7026:銃神（Lv15）","","0","铳神的证明","大师能力","战技AP的最大值提升10，铳技伤害增加20%","7026:铳神（Lv15）","","999"
"9827","カオスバスターの証","マスターアビリティ","戦技APの最大値が10上昇し、鞭技ダメージが20%アップ","7027:カオスバスター（Lv15）","","0","混沌破坏者的证明","大师能力","战技AP的最大值提升10，鞭技伤害增加20%","7027:混沌破坏者（Lv15）","","999"
"9828","パーフェクトアームズの証","マスターアビリティ","戦技APの最大値が10上昇し、全武技ダメージが20%アップ
多武器技のダメージはさらに20%アップ","7028:パーフェクトアームズ（Lv15）","","0","完美武器的证明","大师能力","战技AP的最大值提升10，所有武技伤害增加20%
多武器技伤害额外增加20%","7028:完美武器（Lv15）","","999"
"9829","盗神の証","マスターアビリティ","職技APの最大値が10上昇し、短剣技ダメージが20%アップ","7029:盗神（Lv15）","","0","盗神的证明","大师能力","职业技AP的最大值提升10，短剑技伤害增加20%","7029:盗神（Lv15）","","999"
"9830","忍神の証","マスターアビリティ","職技APの最大値が10上昇し、忍術ダメージが20%アップ","7030:忍神（Lv15）","","0","忍神的证明","大师能力","职业技AP的最大值提升10，忍术伤害增加20%","7030:忍神（Lv15）","","999"
"9831","七海覇王の証","マスターアビリティ","戦技APの最大値が10上昇し、海賊技ダメージが20%アップ","7031:七海覇王（Lv15）","","0","七海霸王的证明","大师能力","战技AP的最大值提升10，海贼技伤害增加20%","7031:七海霸王（Lv15）","","999"
"9832","ジャスティスカイザーの証","マスターアビリティ","戦技APの最大値が10上昇し、物理ヒーロー技ダメージが20%アップ","78:ジャスティスカイザー（Lv10）","","0","正义凯撒的证明","大师能力","战技AP的最大值提升10，物理英雄技伤害增加20%","78:正义凯撒（Lv10）","","999"
"9833","エクセルシオールの証","マスターアビリティ","戦技APの最大値が20上昇し、最大HPと攻撃力が20%アップ
物理ヒーロー技ダメージが50%アップ","7032:エクセルシオール（Lv15）","","0","破界英雄的证明","大师能力","战技AP的最大值提升20，最大HP和攻击力增加20%
物理英雄技伤害增加50%","7032:破界英雄（Lv15）","","999"
"9834","商神の証","マスターアビリティ","職技APの最大値が10上昇し、商技・EXアイテムのダメージが20%アップ","7033:商神（Lv15）","","0","商神的证明","大师能力","职业技AP的最大值提升10，商技・EX物品的伤害增加20%","7033:商神（Lv15）","","999"
"9835","ラストサバイバーの証","マスターアビリティ","防御APの最大値が20上昇し、投擲技ダメージが20%アップ","7034:ラストサバイバー（Lv15）","","0","最后幸存者的证明","大师能力","防御AP的最大值提升20，投掷技伤害增加20%","7034:最后幸存者（Lv15）","","999"
"9836","ゴッドギャンブラーの証","マスターアビリティ","職技APの最大値が10上昇し、オラクルダメージが20%アップ","7035:ゴッドギャンブラー（Lv15）","","0","赌神的证明","大师能力","职业技AP的最大值提升10，神谕伤害增加20%","7035:赌神（Lv15）","","999"
"9837","舞踏神の証","マスターアビリティ","職技APの最大値が10上昇し、踊るダメージが20%アップ","7036:舞踏神（Lv15）","","0","舞蹈神的证明","大师能力","职业技AP的最大值提升10，舞蹈伤害增加20%","7036:舞蹈神（Lv15）","","999"
"9838","歌唱神の証","マスターアビリティ","職技APの最大値が10上昇し、歌うダメージが20%アップ","7037:歌唱神（Lv15）","","0","歌唱神的证明","大师能力","职业技AP的最大值提升10，歌唱伤害增加20%","7037:歌唱神（Lv15）","","999"
"9839","コズミックアイドルの証","マスターアビリティ","職技APの最大値が10上昇し、踊る・歌うダメージが20%アップ","7038:コズミックアイドル（Lv15）","","0","宇宙偶像的证明","大师能力","职业技AP的最大值提升10，舞蹈・歌唱伤害增加20%","7038:宇宙偶像（Lv15）","","999"
"9840","QOBFの証","マスターアビリティ","職技APの最大値が10上昇し、淫技ダメージが20%アップ","7039:QOBF（Lv15）","","0","QOBF的证明","大师能力","职业技AP的最大值提升10，淫技伤害增加20%","7039:QOBF（Lv15）","","999"
"9841","禁忌科学者の証","マスターアビリティ","魔法APの最大値が10上昇し、魔導科学ダメージが20%アップ","7040:禁忌科学者（Lv15）","","0","禁忌科学家的证明","大师能力","魔法AP的最大值提升10，魔导科学伤害增加20%","7040:禁忌科学家（Lv15）","","999"
"9842","トリスメギストスの証","マスターアビリティ","特殊APの最大値が10上昇し、錬金術ダメージが20%アップ","7041:トリスメギストス（Lv15）","","0","三重伟大的证明","大师能力","特殊AP的最大值提升10，炼金术伤害增加20%","7041:三重伟大（Lv15）","","999"
"9843","アカシックレコードの証","マスターアビリティ","魔法APの最大値が10上昇し、魔本術ダメージが20%アップ","7042:アカシックレコード（Lv15）","","0","阿卡西记录的证明","大师能力","魔法AP的最大值提升10，魔本术伤害增加20%","7042:阿卡西记录（Lv15）","","999"
"9844","ゴッドマシーナリーの証","マスターアビリティ","職技APの最大値が10上昇し、マキナダメージが20%アップ","7043:ゴッドマシーナリー（Lv15）","","0","神之机械的证明","大师能力","职技AP的最大值提升10，器械伤害增加20%","7043:神之机械（Lv15）","","999"
"9845","究極魔芸師の証","マスターアビリティ","特殊APの最大値が10上昇し、鎌技・召喚魔芸ダメージが20%アップ","7044:究極魔芸師（Lv15）","","0","究极魔艺师的证明","大师能力","特殊AP的最大值提升10，镰技・召唤术魔艺伤害增加20%","7044:究极魔艺师（Lv15）","","999"
"9846","言霊神の証","マスターアビリティ","職技APの最大値が10上昇し、話すダメージが20%アップ","7045:言霊神（Lv15）","","0","言灵神的证明","大师能力","职技AP的最大值提升10，交谈伤害增加20%","7045:言灵神（Lv15）","","999"
"9847","料理神の証","マスターアビリティ","職技APの最大値が10上昇し、料理ダメージが20%アップ","7046:料理神（Lv15）","","0","料理神的证明","大师能力","职技AP的最大值提升10，料理伤害增加20%","7046:料理神（Lv15）","","999"
"9848","禁医の証","マスターアビリティ","職技APの最大値が10上昇し、医術ダメージが20%アップ","7047:禁医（Lv15）","","0","禁医的证明","大师能力","职技AP的最大值提升10，医术伤害增加20%","7047:禁医（Lv15）","","999"
"9849","ゴッドメイドの証","マスターアビリティ","職技APの最大値が10上昇し、御奉仕ダメージが20%アップ","7048:ゴッドメイド（Lv15）","","0","神之女仆的证明","大师能力","职技AP的最大值提升10，侍奉伤害增加20%","7048:神之女仆（Lv15）","","999"
"9850","オールジョブラウンダーの証","マスターアビリティ","職技APの最大値が10上昇し、職技ダメージが20%アップ","7049:オールジョブラウンダー（Lv15）","","0","全能职业者的证明","大师能力","职技AP的最大值提升10，职技伤害增加20%","7049:全能职业者（Lv15）","","999"
"9851","覇王の証","マスターアビリティ","特殊APの最大値が10上昇し、王技ダメージが20%アップ","7050:覇王（Lv15）","","0","霸王的证明","大师能力","特殊AP的最大值增加10，王技伤害提升20%","7050:霸王（Lv15）","","999"
"9852","勇者の証","マスターアビリティ","戦技APの最大値が10上昇し、勇者技ダメージが20%アップ","143:光の勇者（Lv10）；144:闇の勇者（Lv10）","","0","勇者的证明","大师能力","战技AP的最大值增加10，勇者技伤害提升20%","143:光之勇者（Lv10）；144:暗之勇者（Lv10）","","999"
"9853","混沌の勇者の証","マスターアビリティ","戦技APの最大値が10上昇し、勇者技ダメージが20%アップ","7051:混沌の勇者（Lv15）","","0","混沌的勇者的证明","大师能力","战技AP的最大值增加10，勇者技伤害提升20%","7051:混沌的勇者（Lv15）","","999"
"9854","サイコトリニティの証","マスターアビリティ","魔法APの最大値が10上昇し、サイコダメージが20%アップ","7052:サイコトリニティ（Lv15）","","0","念动三位一体的证明","大师能力","魔法AP的最大值增加10，念动伤害提升20%","7052:念动三位一体（Lv15）","","999"
"9855","ラストノーブルの証","マスターアビリティ","戦技APの最大値が10上昇し、尖剣技ダメージが20%アップ","7053:ラストノーブル（Lv15）","","0","最后的贵族的证明","大师能力","战技AP的最大值增加10，尖剑技伤害提升20%","7053:最后的贵族（Lv15）","","999"
"9856","禁忌妖術師の証","マスターアビリティ","特殊APの最大値が10上昇し、妖術ダメージが20%アップ","7054:禁忌妖術師（Lv15）","","0","禁忌妖术师的证明","大师能力","特殊AP的最大值增加10，妖术伤害提升20%","7054:禁忌妖术师（Lv15）","","999"
"9857","シールドヒーローの証","マスターアビリティ","防御APの最大値が20上昇し、投擲技ダメージが20%アップ","7055:シールドヒーロー（Lv15）","","0","盾牌英雄的证明","大师能力","防御AP的最大值提升20，投掷技伤害增加20%","7055:盾牌英雄（Lv15）","","999"
"9858","剣ヲ極メシ者の証","マスターアビリティ","戦技APの最大値が20上昇し、攻撃力と防御力が20%アップ
剣技・刀技のダメージが50%アップ","7057:剣ヲ極メシ者（Lv20）","","0","剑之极致者的证明","大师能力","战技AP的最大值增加20，攻击力和防御力提升20%
剑技・刀技的伤害提升50%","7057:剑之极致者（Lv20）","","999"
"9859","全テヲ穿ツ者の証","マスターアビリティ","特殊APの最大値が20上昇し、攻撃力と素早さが20%アップ
尖剣技・槍技のダメージが50%アップ","7058:全テヲ穿ツ者（Lv20）","","0","贯穿一切者的证明","大师能力","特殊AP的最大值增加20，攻击力和敏捷提升20%
尖剑技・枪技的伤害提升50%","7058:贯穿一切者（Lv20）","","999"
"9860","全テヲ壊ス者の証","マスターアビリティ","戦技APの最大値が20上昇し、最大HPと攻撃力が20%アップ
斧技・棍技・鉄球技のダメージが50%アップ","7059:全テヲ壊ス者（Lv20）","","0","破坏一切者的证明","大师能力","战技AP的最大值提升20，最大HP和攻击力增加20%
斧技・棍技・铁球技的伤害提升50%","7059:破坏一切者（Lv20）","","999"
"9861","拳ヲ極メシ者の証","マスターアビリティ","防御APの最大値が20上昇し、攻撃力と素早さが20%アップ
格闘のダメージが50%アップ","7060:拳ヲ極メシ者（Lv20）","","0","拳之极致者的证明","大师能力","防御AP的最大值增加20，攻击力和敏捷提升20%
格斗伤害增加50%","7060:拳之极致者（Lv20）","","999"
"9862","全テヲ護ル者の証","マスターアビリティ","防御APの最大値が20上昇し、防御力と精神力が20%アップ
投擲技のダメージが50%アップ","7061:全テヲ護ル者（Lv20）","","0","守护一切者的证明","大师能力","防御AP的最大值增加20，防御力和精神力提升20%
投掷技伤害增加50%","7061:守护一切者（Lv20）","","999"
"9863","千ノ武具ヲ極メシ者の証","マスターアビリティ","戦技APの最大値が20上昇し、最大SPと攻撃力が20%アップ
鎌技・鞭技・多武器技・装備武器のダメージが50%アップ","7062:千ノ武具ヲ極メシ者（Lv20）","","0","千种武具之极致者的证明","大师能力","战技AP的最大值增加20，最大SP和攻击力提升20%
镰技・鞭技・多武器技・装备武器伤害增加50%","7062:千种武具之极致者（Lv20）","","999"
